month,standard_job,skill,kg_display_skill,lifecycle_status,first_seen_month,last_seen_month,age_months,months_since_last_seen,current_monthly_skill_count,current_monthly_skill_frequency,cumulative_skill_count,cumulative_skill_frequency,recent_3m_skill_count,recent_6m_skill_count,recent_3m_active_months,recent_6m_active_months,prev_3m_skill_count,prev_6m_skill_count,mom_frequency_change,recent_3m_vs_prev_3m_change,recent_6m_frequency_stddev,covered_job_count,recent_3m_covered_job_count,prev_3m_covered_job_count,recent_3m_covered_job_count_change,lifecycle_reason,updated_at
2026-07,AI Agent应用工程师,Tool Use,大模型,观察中,2025-02,2025-02,18,17,0,0.0,1,0.002392,0,0,0,0,0,0,0.0,0.0,0.0,8,2,3,-1,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,Unix,系统与运维,观察中,2025-09,2025-09,11,10,0,0.0,1,0.002392,0,0,0,0,0,1,0.0,0.0,0.0,11,3,2,1,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,VLM,大模型,观察中,2025-08,2025-08,12,11,0,0.0,1,0.002392,0,0,0,0,0,1,0.0,0.0,0.0,10,4,5,-1,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,Web爬虫,数据工程,废弃技能,2024-12,2025-11,20,8,0,0.0,3,0.007177,0,0,0,0,0,1,0.0,0.0,0.0,4,2,1,1,最近3个月未出现，距最后出现已8个月，历史累计出现3次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,harness工程,软件工程,观察中,2024-12,2024-12,20,19,0,0.0,1,0.002392,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,prompt工程,大模型,稳定核心技能,2024-12,2026-07,20,0,13,0.590909,211,0.504785,33,62,3,6,29,63,0.313131,0.137931,0.059486,11,6,9,-3,已持续20个月，近6个月活跃6个月，累计频率0.50,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,上下文工程,大模型,观察中,2025-03,2026-04,17,3,0,0.0,4,0.009569,0,1,0,1,1,1,0.0,-1.0,0.019615,9,6,3,3,当前证据不足，最近3个月出现0次，累计出现4次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,云计算,云计算,废弃技能,2024-12,2025-02,20,17,0,0.0,6,0.014354,0,0,0,0,0,0,0.0,0.0,0.0,25,17,17,0,最近3个月未出现，距最后出现已17个月，历史累计出现6次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,分布式系统,软件工程,稳定核心技能,2024-12,2026-07,20,0,10,0.454545,167,0.399522,24,47,3,6,23,45,0.2987,0.043478,0.0385,33,22,20,2,已持续20个月，近6个月活跃6个月，累计频率0.40,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,向量数据库,数据工程,观察中,2025-02,2025-09,18,10,0,0.0,2,0.004785,0,0,0,0,0,1,0.0,0.0,0.0,11,6,8,-2,当前证据不足，最近3个月出现0次，累计出现2次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,多模态,大模型,观察中,2026-03,2026-03,5,4,0,0.0,1,0.002392,0,1,0,1,1,0,0.0,-1.0,0.021053,10,6,8,-2,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,大模型应用,大模型,废弃技能,2025-02,2026-01,18,6,0,0.0,4,0.009569,0,0,0,0,0,2,0.0,0.0,0.0,9,6,5,1,最近3个月未出现，距最后出现已6个月，历史累计出现4次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,消息队列,数据工程,废弃技能,2025-02,2025-10,18,9,0,0.0,3,0.007177,0,0,0,0,0,1,0.0,0.0,0.0,18,13,13,0,最近3个月未出现，距最后出现已9个月，历史累计出现3次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,深度学习框架,AI,观察中,2026-07,2026-07,1,0,1,0.045455,1,0.002392,1,1,1,1,0,0,1.0,1.0,0.0,15,6,4,2,当前证据不足，最近3个月出现1次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,知识图谱,知识图谱,观察中,2025-02,2026-07,18,0,1,0.045455,6,0.014354,2,2,2,2,0,1,1.0,1.0,0.022537,9,6,7,-1,当前证据不足，最近3个月出现2次，累计出现6次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,编程语言,编程语言,废弃技能,2025-01,2025-09,19,10,0,0.0,4,0.009569,0,0,0,0,0,2,0.0,0.0,0.0,20,13,11,2,最近3个月未出现，距最后出现已10个月，历史累计出现4次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,自动化测试,软件开发,观察中,2025-01,2025-01,19,18,0,0.0,1,0.002392,0,0,0,0,0,0,0.0,0.0,0.0,11,5,6,-1,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,调试工具,软件工程,观察中,2024-12,2025-01,20,18,0,0.0,2,0.004785,0,0,0,0,0,0,0.0,0.0,0.0,6,4,3,1,当前证据不足，最近3个月出现0次，累计出现2次,2026-08-12T16:55:33+00:00
2026-07,AI Agent应用工程师,软件开发,软件开发,稳定核心技能,2024-12,2026-07,20,0,9,0.409091,193,0.461722,30,59,3,6,29,56,-0.181818,0.034483,0.067673,30,21,20,1,已持续20个月，近6个月活跃6个月，累计频率0.46,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,AI安全,安全,观察中,2025-06,2026-06,14,1,0,0.0,3,0.007026,1,2,1,2,1,0,-1.0,0.0,0.021947,8,7,6,1,当前证据不足，最近3个月出现1次，累计出现3次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,Agent,大模型,稳定核心技能,2025-01,2026-07,19,0,11,0.5,199,0.466042,30,62,3,6,32,60,0.050001,-0.0625,0.036348,12,10,8,2,已持续19个月，近6个月活跃6个月，累计频率0.47,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,AutoGen,大模型,稳定核心技能,2025-02,2026-07,18,0,9,0.409091,160,0.374707,27,51,3,6,24,55,-0.045453,0.125,0.038076,8,7,6,1,已持续18个月，近6个月活跃6个月，累计频率0.37,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,C/C++,编程语言,稳定核心技能,2024-12,2026-07,20,0,11,0.5,211,0.494145,30,65,3,6,35,61,0.050001,-0.142857,0.039072,66,62,61,1,已持续20个月，近6个月活跃6个月，累计频率0.49,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,Context Engineering,大模型,观察中,2025-05,2025-05,15,14,0,0.0,1,0.002342,0,0,0,0,0,0,0.0,0.0,0.0,9,5,5,0,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,DPO,大模型,观察中,2025-03,2025-03,17,16,0,0.0,1,0.002342,0,0,0,0,0,0,0.0,0.0,0.0,7,5,5,0,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,Function Calling,大模型,观察中,2025-03,2026-06,17,1,0,0.0,2,0.004684,1,1,1,1,0,0,-1.0,1.0,0.017747,9,8,5,3,当前证据不足，最近3个月出现1次，累计出现2次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,GRPO,大模型,稳定核心技能,2025-04,2026-07,16,0,11,0.5,153,0.358314,28,59,3,6,31,58,0.166668,-0.096774,0.053552,7,6,7,-1,已持续16个月，近6个月活跃6个月，累计频率0.36,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,Hive,数据工程,观察中,2025-01,2025-01,19,18,0,0.0,1,0.002342,0,0,0,0,0,0,0.0,0.0,0.0,24,17,17,0,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,Java,编程语言,废弃技能,2024-12,2025-01,20,18,0,0.0,3,0.007026,0,0,0,0,0,0,0.0,0.0,0.0,52,45,46,-1,最近3个月未出现，距最后出现已18个月，历史累计出现3次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,JavaScript,编程语言,观察中,2024-12,2024-12,20,19,0,0.0,1,0.002342,0,0,0,0,0,0,0.0,0.0,0.0,20,11,10,1,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,LLM,大模型,稳定核心技能,2025-02,2026-07,18,0,12,0.545455,192,0.449649,33,66,3,6,33,62,0.041322,0.0,0.035664,16,15,14,1,已持续18个月，近6个月活跃6个月，累计频率0.45,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,LangGraph,大模型,观察中,2025-03,2025-09,17,10,0,0.0,2,0.004684,0,0,0,0,0,1,0.0,0.0,0.0,8,6,6,0,当前证据不足，最近3个月出现0次，累计出现2次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,LoRA微调,大模型,观察中,2025-02,2026-06,18,1,0,0.0,3,0.007026,1,2,1,2,1,0,-1.0,0.0,0.021947,8,6,7,-1,当前证据不足，最近3个月出现1次，累计出现3次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,Machine Learning,AI,稳定核心技能,2024-12,2026-07,20,0,12,0.545455,211,0.494145,29,60,3,6,31,56,0.27273,-0.064516,0.058721,35,33,32,1,已持续20个月，近6个月活跃6个月，累计频率0.49,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,Multi-Agent,大模型,稳定核心技能,2025-02,2026-07,18,0,12,0.545455,184,0.430913,37,73,3,6,36,59,-0.181818,0.027778,0.051899,8,4,5,-1,已持续18个月，近6个月活跃6个月，累计频率0.43,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,NLP,大模型,稳定核心技能,2024-12,2026-07,20,0,10,0.454545,216,0.505855,30,63,3,6,33,63,-0.045455,-0.090909,0.038513,26,24,24,0,已持续20个月，近6个月活跃6个月，累计频率0.51,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,PPO,大模型,观察中,2024-12,2026-07,20,0,1,0.045455,7,0.016393,2,2,2,2,0,1,1.0,1.0,0.022537,7,6,5,1,当前证据不足，最近3个月出现2次，累计出现7次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,PyTorch,AI,稳定核心技能,2024-12,2026-07,20,0,12,0.545455,220,0.515222,32,63,3,6,31,63,0.145457,0.032258,0.033091,38,31,30,1,已持续20个月，近6个月活跃6个月，累计频率0.52,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,Python,编程语言,稳定核心技能,2024-12,2026-07,20,0,9,0.409091,216,0.505855,29,65,3,6,36,61,-0.045453,-0.194444,0.070301,70,66,66,0,已持续20个月，近6个月活跃6个月，累计频率0.51,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,RAG,大模型,稳定核心技能,2025-02,2026-07,18,0,12,0.545455,179,0.419204,29,60,3,6,31,59,0.636367,-0.064516,0.073644,13,9,7,2,已持续18个月，近6个月活跃6个月，累计频率0.42,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,RLHF,大模型,稳定核心技能,2025-02,2026-07,18,0,12,0.545455,182,0.42623,33,61,3,6,28,59,0.041322,0.178571,0.051023,7,5,6,-1,已持续18个月，近6个月活跃6个月，累计频率0.43,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,Ray,AI,观察中,2024-12,2024-12,20,19,0,0.0,1,0.002342,0,0,0,0,0,0,0.0,0.0,0.0,9,6,6,0,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,React,编程语言,观察中,2025-01,2025-01,19,18,0,0.0,2,0.004684,0,0,0,0,0,0,0.0,0.0,0.0,17,8,7,1,当前证据不足，最近3个月出现0次，累计出现2次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,Rust,编程语言,观察中,2024-12,2025-09,20,10,0,0.0,2,0.004684,0,0,0,0,0,1,0.0,0.0,0.0,16,11,12,-1,当前证据不足，最近3个月出现0次，累计出现2次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,SFT,大模型,稳定核心技能,2025-02,2026-07,18,0,14,0.636364,191,0.447307,37,69,3,6,32,63,0.214876,0.15625,0.086591,8,4,6,-2,已持续18个月，近6个月活跃6个月，累计频率0.45,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,TensorFlow,AI,稳定核心技能,2024-12,2026-07,20,0,10,0.454545,199,0.466042,29,55,3,6,26,60,-0.132233,0.115385,0.051036,30,25,26,-1,已持续20个月，近6个月活跃6个月，累计频率0.47,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,Tool Use,大模型,废弃技能,2025-02,2025-09,18,10,0,0.0,3,0.007026,0,0,0,0,0,1,0.0,0.0,0.0,8,2,3,-1,最近3个月未出现，距最后出现已10个月，历史累计出现3次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,VLM,大模型,废弃技能,2025-09,2025-12,11,7,0,0.0,3,0.007026,0,0,0,0,0,3,0.0,0.0,0.0,10,4,5,-1,最近3个月未出现，距最后出现已7个月，历史累计出现3次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,上下文工程,大模型,观察中,2025-04,2025-04,16,15,0,0.0,1,0.002342,0,0,0,0,0,0,0.0,0.0,0.0,9,6,3,3,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,仿真技术,科学计算与仿真,观察中,2025-05,2025-05,15,14,0,0.0,1,0.002342,0,0,0,0,0,0,0.0,0.0,0.0,20,12,14,-2,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,信息安全,安全,废弃技能,2024-12,2025-01,20,18,0,0.0,3,0.007026,0,0,0,0,0,0,0.0,0.0,0.0,16,11,10,1,最近3个月未出现，距最后出现已18个月，历史累计出现3次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,信息论,算法与数学,废弃技能,2024-12,2025-01,20,18,0,0.0,3,0.007026,0,0,0,0,0,0,0.0,0.0,0.0,2,1,1,0,最近3个月未出现，距最后出现已18个月，历史累计出现3次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,图像图形技术,计算机视觉与图形,观察中,2025-01,2025-01,19,18,0,0.0,2,0.004684,0,0,0,0,0,0,0.0,0.0,0.0,20,11,13,-2,当前证据不足，最近3个月出现0次，累计出现2次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,地图算法,行业应用,观察中,2024-12,2025-05,20,14,0,0.0,2,0.004684,0,0,0,0,0,0,0.0,0.0,0.0,5,2,1,1,当前证据不足，最近3个月出现0次，累计出现2次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,大模型安全,大模型,观察中,2025-06,2026-06,14,1,0,0.0,4,0.009368,2,2,2,2,0,0,-1.0,1.0,0.023019,8,6,6,0,当前证据不足，最近3个月出现2次，累计出现4次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,推理优化,大模型,观察中,2025-08,2025-08,12,11,0,0.0,1,0.002342,0,0,0,0,0,1,0.0,0.0,0.0,9,3,4,-1,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,推荐算法,AI,废弃技能,2024-12,2025-05,20,14,0,0.0,4,0.009368,0,0,0,0,0,0,0.0,0.0,0.0,14,9,7,2,最近3个月未出现，距最后出现已14个月，历史累计出现4次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,搜索算法,AI,废弃技能,2024-12,2024-12,20,19,0,0.0,4,0.009368,0,0,0,0,0,0,0.0,0.0,0.0,12,5,6,-1,最近3个月未出现，距最后出现已19个月，历史累计出现4次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,操作系统,系统与运维,废弃技能,2024-12,2025-01,20,18,0,0.0,3,0.007026,0,0,0,0,0,0,0.0,0.0,0.0,30,20,23,-3,最近3个月未出现，距最后出现已18个月，历史累计出现3次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,数据工程,数据工程,废弃技能,2024-12,2024-12,20,19,0,0.0,5,0.01171,0,0,0,0,0,0,0.0,0.0,0.0,41,32,32,0,最近3个月未出现，距最后出现已19个月，历史累计出现5次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,时间序列算法,算法与数学,观察中,2025-01,2025-01,19,18,0,0.0,1,0.002342,0,0,0,0,0,0,0.0,0.0,0.0,12,4,6,-2,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,机器学习,AI,稳定核心技能,2024-12,2026-07,20,0,10,0.454545,210,0.491803,28,61,3,6,33,58,-0.045455,-0.151515,0.060647,44,32,31,1,已持续20个月，近6个月活跃6个月，累计频率0.49,2026-08-12T16:55:33+00:00
2026-07,AI Agent算法工程师,模型微调,大模型,观察中,2025-01,2026-07,19,0,1,0.045455,5,0.01171,1,2,1,2,1,0,1.0,0.0,0.021428,14,8,10,-2,当前证据不足，最近3个月出现1次，累计出现5次,2026-08-12T16:55:33+00:00
