month,standard_job,skill,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency
2026-02,AI Agent应用工程师,Agent,20,9,0.45,318,146,0.459119
2026-03,AI Agent应用工程师,Agent,19,11,0.578947,337,157,0.465875
2026-04,AI Agent应用工程师,Agent,19,9,0.473684,356,166,0.466292
2026-05,AI Agent应用工程师,Agent,20,8,0.4,376,174,0.462766
2026-06,AI Agent应用工程师,Agent,20,9,0.45,396,183,0.462121
2026-07,AI Agent应用工程师,Agent,22,12,0.545455,418,195,0.466507
2025-07,AI Agent应用工程师,Angular,22,1,0.045455,171,1,0.005848
2025-08,AI Agent应用工程师,Angular,22,0,0.0,193,1,0.005181
2025-09,AI Agent应用工程师,Angular,21,0,0.0,214,1,0.004673
2025-10,AI Agent应用工程师,Angular,23,0,0.0,237,1,0.004219
2025-11,AI Agent应用工程师,Angular,21,0,0.0,258,1,0.003876
2025-12,AI Agent应用工程师,Angular,20,0,0.0,278,1,0.003597
2026-01,AI Agent应用工程师,Angular,20,0,0.0,298,1,0.003356
2026-02,AI Agent应用工程师,Angular,20,0,0.0,318,1,0.003145
2026-03,AI Agent应用工程师,Angular,19,0,0.0,337,1,0.002967
2026-04,AI Agent应用工程师,Angular,19,0,0.0,356,1,0.002809
2026-05,AI Agent应用工程师,Angular,20,0,0.0,376,1,0.00266
2026-06,AI Agent应用工程师,Angular,20,0,0.0,396,1,0.002525
2026-07,AI Agent应用工程师,Angular,22,0,0.0,418,1,0.002392
2025-02,AI Agent应用工程师,AutoGen,22,11,0.5,64,11,0.171875
2025-03,AI Agent应用工程师,AutoGen,21,9,0.428571,85,20,0.235294
2025-04,AI Agent应用工程师,AutoGen,20,8,0.4,105,28,0.266667
2025-05,AI Agent应用工程师,AutoGen,21,9,0.428571,126,37,0.293651
2025-06,AI Agent应用工程师,AutoGen,23,10,0.434783,149,47,0.315436
2025-07,AI Agent应用工程师,AutoGen,22,9,0.409091,171,56,0.327485
2025-08,AI Agent应用工程师,AutoGen,22,8,0.363636,193,64,0.331606
2025-09,AI Agent应用工程师,AutoGen,21,10,0.47619,214,74,0.345794
2025-10,AI Agent应用工程师,AutoGen,23,9,0.391304,237,83,0.350211
2025-11,AI Agent应用工程师,AutoGen,21,9,0.428571,258,92,0.356589
2025-12,AI Agent应用工程师,AutoGen,20,10,0.5,278,102,0.366906
2026-01,AI Agent应用工程师,AutoGen,20,9,0.45,298,111,0.372483
2026-02,AI Agent应用工程师,AutoGen,20,12,0.6,318,123,0.386792
2026-03,AI Agent应用工程师,AutoGen,19,8,0.421053,337,131,0.388724
2026-04,AI Agent应用工程师,AutoGen,19,7,0.368421,356,138,0.38764
2026-05,AI Agent应用工程师,AutoGen,20,11,0.55,376,149,0.396277
2026-06,AI Agent应用工程师,AutoGen,20,8,0.4,396,157,0.396465
2026-07,AI Agent应用工程师,AutoGen,22,10,0.454545,418,167,0.399522
2024-12,AI Agent应用工程师,C/C++,20,12,0.6,20,12,0.6
2025-01,AI Agent应用工程师,C/C++,22,10,0.454545,42,22,0.52381
2025-02,AI Agent应用工程师,C/C++,22,10,0.454545,64,32,0.5
2025-03,AI Agent应用工程师,C/C++,21,10,0.47619,85,42,0.494118
2025-04,AI Agent应用工程师,C/C++,20,9,0.45,105,51,0.485714
2025-05,AI Agent应用工程师,C/C++,21,10,0.47619,126,61,0.484127
2025-06,AI Agent应用工程师,C/C++,23,12,0.521739,149,73,0.489933
2025-07,AI Agent应用工程师,C/C++,22,9,0.409091,171,82,0.479532
2025-08,AI Agent应用工程师,C/C++,22,11,0.5,193,93,0.481865
2025-09,AI Agent应用工程师,C/C++,21,10,0.47619,214,103,0.481308
2025-10,AI Agent应用工程师,C/C++,23,10,0.434783,237,113,0.476793
2025-11,AI Agent应用工程师,C/C++,21,10,0.47619,258,123,0.476744
2025-12,AI Agent应用工程师,C/C++,20,7,0.35,278,130,0.467626
2026-01,AI Agent应用工程师,C/C++,20,8,0.4,298,138,0.463087
2026-02,AI Agent应用工程师,C/C++,20,10,0.5,318,148,0.465409
2026-03,AI Agent应用工程师,C/C++,19,8,0.421053,337,156,0.462908
2026-04,AI Agent应用工程师,C/C++,19,7,0.368421,356,163,0.457865
2026-05,AI Agent应用工程师,C/C++,20,9,0.45,376,172,0.457447
2026-06,AI Agent应用工程师,C/C++,20,10,0.5,396,182,0.459596
2026-07,AI Agent应用工程师,C/C++,22,9,0.409091,418,191,0.456938
2024-12,AI Agent应用工程师,CSS,20,4,0.2,20,4,0.2
2025-01,AI Agent应用工程师,CSS,22,0,0.0,42,4,0.095238
2025-02,AI Agent应用工程师,CSS,22,0,0.0,64,4,0.0625
2025-03,AI Agent应用工程师,CSS,21,0,0.0,85,4,0.047059
2025-04,AI Agent应用工程师,CSS,20,0,0.0,105,4,0.038095
2025-05,AI Agent应用工程师,CSS,21,0,0.0,126,4,0.031746
2025-06,AI Agent应用工程师,CSS,23,0,0.0,149,4,0.026846
2025-07,AI Agent应用工程师,CSS,22,0,0.0,171,4,0.023392
2025-08,AI Agent应用工程师,CSS,22,0,0.0,193,4,0.020725
2025-09,AI Agent应用工程师,CSS,21,0,0.0,214,4,0.018692
2025-10,AI Agent应用工程师,CSS,23,0,0.0,237,4,0.016878
2025-11,AI Agent应用工程师,CSS,21,0,0.0,258,4,0.015504
2025-12,AI Agent应用工程师,CSS,20,0,0.0,278,4,0.014388
2026-01,AI Agent应用工程师,CSS,20,0,0.0,298,4,0.013423
2026-02,AI Agent应用工程师,CSS,20,0,0.0,318,4,0.012579
2026-03,AI Agent应用工程师,CSS,19,0,0.0,337,4,0.011869
2026-04,AI Agent应用工程师,CSS,19,0,0.0,356,4,0.011236
2026-05,AI Agent应用工程师,CSS,20,0,0.0,376,4,0.010638
2026-06,AI Agent应用工程师,CSS,20,0,0.0,396,4,0.010101
2026-07,AI Agent应用工程师,CSS,22,0,0.0,418,4,0.009569
2025-03,AI Agent应用工程师,Context Engineering,21,10,0.47619,85,10,0.117647
2025-04,AI Agent应用工程师,Context Engineering,20,10,0.5,105,20,0.190476
2025-05,AI Agent应用工程师,Context Engineering,21,10,0.47619,126,30,0.238095
2025-06,AI Agent应用工程师,Context Engineering,23,9,0.391304,149,39,0.261745
2025-07,AI Agent应用工程师,Context Engineering,22,10,0.454545,171,49,0.28655
2025-08,AI Agent应用工程师,Context Engineering,22,10,0.454545,193,59,0.305699
2025-09,AI Agent应用工程师,Context Engineering,21,7,0.333333,214,66,0.308411
2025-10,AI Agent应用工程师,Context Engineering,23,9,0.391304,237,75,0.316456
2025-11,AI Agent应用工程师,Context Engineering,21,11,0.52381,258,86,0.333333
2025-12,AI Agent应用工程师,Context Engineering,20,8,0.4,278,94,0.338129
2026-01,AI Agent应用工程师,Context Engineering,20,8,0.4,298,102,0.342282
2026-02,AI Agent应用工程师,Context Engineering,20,8,0.4,318,110,0.345912
2026-03,AI Agent应用工程师,Context Engineering,19,8,0.421053,337,118,0.350148
2026-04,AI Agent应用工程师,Context Engineering,19,10,0.526316,356,128,0.359551
2026-05,AI Agent应用工程师,Context Engineering,20,6,0.3,376,134,0.356383
2026-06,AI Agent应用工程师,Context Engineering,20,7,0.35,396,141,0.356061
2026-07,AI Agent应用工程师,Context Engineering,22,9,0.409091,418,150,0.358852
2024-12,AI Agent应用工程师,Elasticsearch,20,1,0.05,20,1,0.05
2025-01,AI Agent应用工程师,Elasticsearch,22,1,0.045455,42,2,0.047619
2025-02,AI Agent应用工程师,Elasticsearch,22,0,0.0,64,2,0.03125
2025-03,AI Agent应用工程师,Elasticsearch,21,1,0.047619,85,3,0.035294
2025-04,AI Agent应用工程师,Elasticsearch,20,0,0.0,105,3,0.028571
2025-05,AI Agent应用工程师,Elasticsearch,21,0,0.0,126,3,0.02381
2025-06,AI Agent应用工程师,Elasticsearch,23,0,0.0,149,3,0.020134
2025-07,AI Agent应用工程师,Elasticsearch,22,0,0.0,171,3,0.017544
2025-08,AI Agent应用工程师,Elasticsearch,22,0,0.0,193,3,0.015544
2025-09,AI Agent应用工程师,Elasticsearch,21,0,0.0,214,3,0.014019
2025-10,AI Agent应用工程师,Elasticsearch,23,0,0.0,237,3,0.012658
2025-11,AI Agent应用工程师,Elasticsearch,21,0,0.0,258,3,0.011628
2025-12,AI Agent应用工程师,Elasticsearch,20,0,0.0,278,3,0.010791
2026-01,AI Agent应用工程师,Elasticsearch,20,0,0.0,298,3,0.010067
2026-02,AI Agent应用工程师,Elasticsearch,20,0,0.0,318,3,0.009434
2026-03,AI Agent应用工程师,Elasticsearch,19,0,0.0,337,3,0.008902
2026-04,AI Agent应用工程师,Elasticsearch,19,0,0.0,356,3,0.008427
2026-05,AI Agent应用工程师,Elasticsearch,20,0,0.0,376,3,0.007979
2026-06,AI Agent应用工程师,Elasticsearch,20,0,0.0,396,3,0.007576
2026-07,AI Agent应用工程师,Elasticsearch,22,0,0.0,418,3,0.007177
2025-01,AI Agent应用工程师,Embedding,22,1,0.045455,42,1,0.02381
2025-02,AI Agent应用工程师,Embedding,22,0,0.0,64,1,0.015625
2025-03,AI Agent应用工程师,Embedding,21,0,0.0,85,1,0.011765
2025-04,AI Agent应用工程师,Embedding,20,0,0.0,105,1,0.009524
2025-05,AI Agent应用工程师,Embedding,21,0,0.0,126,1,0.007937
2025-06,AI Agent应用工程师,Embedding,23,1,0.043478,149,2,0.013423
2025-07,AI Agent应用工程师,Embedding,22,0,0.0,171,2,0.011696
2025-08,AI Agent应用工程师,Embedding,22,0,0.0,193,2,0.010363
2025-09,AI Agent应用工程师,Embedding,21,1,0.047619,214,3,0.014019
2025-10,AI Agent应用工程师,Embedding,23,0,0.0,237,3,0.012658
2025-11,AI Agent应用工程师,Embedding,21,0,0.0,258,3,0.011628
2025-12,AI Agent应用工程师,Embedding,20,0,0.0,278,3,0.010791
2026-01,AI Agent应用工程师,Embedding,20,0,0.0,298,3,0.010067
2026-02,AI Agent应用工程师,Embedding,20,0,0.0,318,3,0.009434
2026-03,AI Agent应用工程师,Embedding,19,0,0.0,337,3,0.008902
2026-04,AI Agent应用工程师,Embedding,19,0,0.0,356,3,0.008427
2026-05,AI Agent应用工程师,Embedding,20,0,0.0,376,3,0.007979
2026-06,AI Agent应用工程师,Embedding,20,1,0.05,396,4,0.010101
2026-07,AI Agent应用工程师,Embedding,22,0,0.0,418,4,0.009569
2024-12,AI Agent应用工程师,Flutter,20,1,0.05,20,1,0.05
2025-01,AI Agent应用工程师,Flutter,22,0,0.0,42,1,0.02381
2025-02,AI Agent应用工程师,Flutter,22,0,0.0,64,1,0.015625
2025-03,AI Agent应用工程师,Flutter,21,0,0.0,85,1,0.011765
2025-04,AI Agent应用工程师,Flutter,20,0,0.0,105,1,0.009524
2025-05,AI Agent应用工程师,Flutter,21,0,0.0,126,1,0.007937
2025-06,AI Agent应用工程师,Flutter,23,0,0.0,149,1,0.006711
2025-07,AI Agent应用工程师,Flutter,22,0,0.0,171,1,0.005848
2025-08,AI Agent应用工程师,Flutter,22,0,0.0,193,1,0.005181
2025-09,AI Agent应用工程师,Flutter,21,0,0.0,214,1,0.004673
2025-10,AI Agent应用工程师,Flutter,23,0,0.0,237,1,0.004219
2025-11,AI Agent应用工程师,Flutter,21,0,0.0,258,1,0.003876
2025-12,AI Agent应用工程师,Flutter,20,0,0.0,278,1,0.003597
2026-01,AI Agent应用工程师,Flutter,20,0,0.0,298,1,0.003356
2026-02,AI Agent应用工程师,Flutter,20,0,0.0,318,1,0.003145
2026-03,AI Agent应用工程师,Flutter,19,0,0.0,337,1,0.002967
2026-04,AI Agent应用工程师,Flutter,19,0,0.0,356,1,0.002809
2026-05,AI Agent应用工程师,Flutter,20,0,0.0,376,1,0.00266
2026-06,AI Agent应用工程师,Flutter,20,0,0.0,396,1,0.002525
2026-07,AI Agent应用工程师,Flutter,22,0,0.0,418,1,0.002392
2025-01,AI Agent应用工程师,Function Calling,22,10,0.454545,42,10,0.238095
2025-02,AI Agent应用工程师,Function Calling,22,8,0.363636,64,18,0.28125
2025-03,AI Agent应用工程师,Function Calling,21,9,0.428571,85,27,0.317647
2025-04,AI Agent应用工程师,Function Calling,20,7,0.35,105,34,0.32381
2025-05,AI Agent应用工程师,Function Calling,21,9,0.428571,126,43,0.34127
2025-06,AI Agent应用工程师,Function Calling,23,9,0.391304,149,52,0.348993
2025-07,AI Agent应用工程师,Function Calling,22,8,0.363636,171,60,0.350877
2025-08,AI Agent应用工程师,Function Calling,22,9,0.409091,193,69,0.357513
2025-09,AI Agent应用工程师,Function Calling,21,6,0.285714,214,75,0.350467
2025-10,AI Agent应用工程师,Function Calling,23,11,0.478261,237,86,0.362869
2025-11,AI Agent应用工程师,Function Calling,21,8,0.380952,258,94,0.364341
2025-12,AI Agent应用工程师,Function Calling,20,8,0.4,278,102,0.366906
2026-01,AI Agent应用工程师,Function Calling,20,9,0.45,298,111,0.372483
2026-02,AI Agent应用工程师,Function Calling,20,8,0.4,318,119,0.374214
2026-03,AI Agent应用工程师,Function Calling,19,8,0.421053,337,127,0.376855
2026-04,AI Agent应用工程师,Function Calling,19,9,0.473684,356,136,0.382022
2026-05,AI Agent应用工程师,Function Calling,20,8,0.4,376,144,0.382979
2026-06,AI Agent应用工程师,Function Calling,20,9,0.45,396,153,0.386364
2026-07,AI Agent应用工程师,Function Calling,22,8,0.363636,418,161,0.385167
2024-12,AI Agent应用工程师,Go,20,14,0.7,20,14,0.7
2025-01,AI Agent应用工程师,Go,22,10,0.454545,42,24,0.571429
2025-02,AI Agent应用工程师,Go,22,11,0.5,64,35,0.546875
2025-03,AI Agent应用工程师,Go,21,11,0.52381,85,46,0.541176
2025-04,AI Agent应用工程师,Go,20,10,0.5,105,56,0.533333
2025-05,AI Agent应用工程师,Go,21,11,0.52381,126,67,0.531746
2025-06,AI Agent应用工程师,Go,23,10,0.434783,149,77,0.516779
2025-07,AI Agent应用工程师,Go,22,12,0.545455,171,89,0.520468
2025-08,AI Agent应用工程师,Go,22,9,0.409091,193,98,0.507772
2025-09,AI Agent应用工程师,Go,21,8,0.380952,214,106,0.495327
2025-10,AI Agent应用工程师,Go,23,10,0.434783,237,116,0.489451
2025-11,AI Agent应用工程师,Go,21,9,0.428571,258,125,0.484496
2025-12,AI Agent应用工程师,Go,20,9,0.45,278,134,0.482014
2026-01,AI Agent应用工程师,Go,20,11,0.55,298,145,0.486577
2026-02,AI Agent应用工程师,Go,20,10,0.5,318,155,0.487421
2026-03,AI Agent应用工程师,Go,19,7,0.368421,337,162,0.480712
2026-04,AI Agent应用工程师,Go,19,9,0.473684,356,171,0.480337
2026-05,AI Agent应用工程师,Go,20,9,0.45,376,180,0.478723
2026-06,AI Agent应用工程师,Go,20,11,0.55,396,191,0.482323
2026-07,AI Agent应用工程师,Go,22,12,0.545455,418,203,0.485646
2025-02,AI Agent应用工程师,Hadoop,22,1,0.045455,64,1,0.015625
2025-03,AI Agent应用工程师,Hadoop,21,0,0.0,85,1,0.011765
2025-04,AI Agent应用工程师,Hadoop,20,1,0.05,105,2,0.019048
2025-05,AI Agent应用工程师,Hadoop,21,0,0.0,126,2,0.015873
2025-06,AI Agent应用工程师,Hadoop,23,0,0.0,149,2,0.013423
2025-07,AI Agent应用工程师,Hadoop,22,0,0.0,171,2,0.011696
2025-08,AI Agent应用工程师,Hadoop,22,0,0.0,193,2,0.010363
2025-09,AI Agent应用工程师,Hadoop,21,0,0.0,214,2,0.009346
2025-10,AI Agent应用工程师,Hadoop,23,0,0.0,237,2,0.008439
2025-11,AI Agent应用工程师,Hadoop,21,0,0.0,258,2,0.007752
2025-12,AI Agent应用工程师,Hadoop,20,0,0.0,278,2,0.007194
2026-01,AI Agent应用工程师,Hadoop,20,0,0.0,298,2,0.006711
2026-02,AI Agent应用工程师,Hadoop,20,0,0.0,318,2,0.006289
2026-03,AI Agent应用工程师,Hadoop,19,0,0.0,337,2,0.005935
2026-04,AI Agent应用工程师,Hadoop,19,0,0.0,356,2,0.005618
2026-05,AI Agent应用工程师,Hadoop,20,0,0.0,376,2,0.005319
2026-06,AI Agent应用工程师,Hadoop,20,0,0.0,396,2,0.005051
2026-07,AI Agent应用工程师,Hadoop,22,0,0.0,418,2,0.004785
2024-12,AI Agent应用工程师,Java,20,14,0.7,20,14,0.7
2025-01,AI Agent应用工程师,Java,22,13,0.590909,42,27,0.642857
2025-02,AI Agent应用工程师,Java,22,10,0.454545,64,37,0.578125
2025-03,AI Agent应用工程师,Java,21,10,0.47619,85,47,0.552941
2025-04,AI Agent应用工程师,Java,20,9,0.45,105,56,0.533333
2025-05,AI Agent应用工程师,Java,21,12,0.571429,126,68,0.539683
2025-06,AI Agent应用工程师,Java,23,11,0.478261,149,79,0.530201
2025-07,AI Agent应用工程师,Java,22,12,0.545455,171,91,0.532164
2025-08,AI Agent应用工程师,Java,22,10,0.454545,193,101,0.523316
2025-09,AI Agent应用工程师,Java,21,11,0.52381,214,112,0.523364
2025-10,AI Agent应用工程师,Java,23,12,0.521739,237,124,0.523207
2025-11,AI Agent应用工程师,Java,21,7,0.333333,258,131,0.507752
2025-12,AI Agent应用工程师,Java,20,8,0.4,278,139,0.5
2026-01,AI Agent应用工程师,Java,20,10,0.5,298,149,0.5
2026-02,AI Agent应用工程师,Java,20,8,0.4,318,157,0.493711
2026-03,AI Agent应用工程师,Java,19,9,0.473684,337,166,0.492582
2026-04,AI Agent应用工程师,Java,19,10,0.526316,356,176,0.494382
2026-05,AI Agent应用工程师,Java,20,8,0.4,376,184,0.489362
2026-06,AI Agent应用工程师,Java,20,10,0.5,396,194,0.489899
2026-07,AI Agent应用工程师,Java,22,11,0.5,418,205,0.490431
2024-12,AI Agent应用工程师,Kotlin,20,1,0.05,20,1,0.05
2025-01,AI Agent应用工程师,Kotlin,22,0,0.0,42,1,0.02381
2025-02,AI Agent应用工程师,Kotlin,22,0,0.0,64,1,0.015625
2025-03,AI Agent应用工程师,Kotlin,21,0,0.0,85,1,0.011765
2025-04,AI Agent应用工程师,Kotlin,20,0,0.0,105,1,0.009524
2025-05,AI Agent应用工程师,Kotlin,21,0,0.0,126,1,0.007937
2025-06,AI Agent应用工程师,Kotlin,23,0,0.0,149,1,0.006711
2025-07,AI Agent应用工程师,Kotlin,22,0,0.0,171,1,0.005848
2025-08,AI Agent应用工程师,Kotlin,22,0,0.0,193,1,0.005181
2025-09,AI Agent应用工程师,Kotlin,21,0,0.0,214,1,0.004673
2025-10,AI Agent应用工程师,Kotlin,23,0,0.0,237,1,0.004219
2025-11,AI Agent应用工程师,Kotlin,21,1,0.047619,258,2,0.007752
2025-12,AI Agent应用工程师,Kotlin,20,0,0.0,278,2,0.007194
2026-01,AI Agent应用工程师,Kotlin,20,0,0.0,298,2,0.006711
2026-02,AI Agent应用工程师,Kotlin,20,0,0.0,318,2,0.006289
2026-03,AI Agent应用工程师,Kotlin,19,0,0.0,337,2,0.005935
2026-04,AI Agent应用工程师,Kotlin,19,0,0.0,356,2,0.005618
2026-05,AI Agent应用工程师,Kotlin,20,0,0.0,376,2,0.005319
2026-06,AI Agent应用工程师,Kotlin,20,0,0.0,396,2,0.005051
2026-07,AI Agent应用工程师,Kotlin,22,0,0.0,418,2,0.004785
2024-12,AI Agent应用工程师,Kubernetes,20,5,0.25,20,5,0.25
2025-01,AI Agent应用工程师,Kubernetes,22,3,0.136364,42,8,0.190476
2025-02,AI Agent应用工程师,Kubernetes,22,1,0.045455,64,9,0.140625
2025-03,AI Agent应用工程师,Kubernetes,21,0,0.0,85,9,0.105882
2025-04,AI Agent应用工程师,Kubernetes,20,2,0.1,105,11,0.104762
2025-05,AI Agent应用工程师,Kubernetes,21,0,0.0,126,11,0.087302
2025-06,AI Agent应用工程师,Kubernetes,23,0,0.0,149,11,0.073826
2025-07,AI Agent应用工程师,Kubernetes,22,1,0.045455,171,12,0.070175
2025-08,AI Agent应用工程师,Kubernetes,22,1,0.045455,193,13,0.067358
2025-09,AI Agent应用工程师,Kubernetes,21,0,0.0,214,13,0.060748
2025-10,AI Agent应用工程师,Kubernetes,23,0,0.0,237,13,0.054852
2025-11,AI Agent应用工程师,Kubernetes,21,0,0.0,258,13,0.050388
2025-12,AI Agent应用工程师,Kubernetes,20,0,0.0,278,13,0.046763
2026-01,AI Agent应用工程师,Kubernetes,20,0,0.0,298,13,0.043624
2026-02,AI Agent应用工程师,Kubernetes,20,0,0.0,318,13,0.040881
2026-03,AI Agent应用工程师,Kubernetes,19,0,0.0,337,13,0.038576
2026-04,AI Agent应用工程师,Kubernetes,19,0,0.0,356,13,0.036517
2026-05,AI Agent应用工程师,Kubernetes,20,0,0.0,376,13,0.034574
2026-06,AI Agent应用工程师,Kubernetes,20,0,0.0,396,13,0.032828
2026-07,AI Agent应用工程师,Kubernetes,22,0,0.0,418,13,0.0311
2025-01,AI Agent应用工程师,LLM,22,11,0.5,42,11,0.261905
2025-02,AI Agent应用工程师,LLM,22,10,0.454545,64,21,0.328125
2025-03,AI Agent应用工程师,LLM,21,10,0.47619,85,31,0.364706
2025-04,AI Agent应用工程师,LLM,20,9,0.45,105,40,0.380952
2025-05,AI Agent应用工程师,LLM,21,10,0.47619,126,50,0.396825
2025-06,AI Agent应用工程师,LLM,23,11,0.478261,149,61,0.409396
2025-07,AI Agent应用工程师,LLM,22,10,0.454545,171,71,0.415205
2025-08,AI Agent应用工程师,LLM,22,10,0.454545,193,81,0.419689
2025-09,AI Agent应用工程师,LLM,21,11,0.52381,214,92,0.429907
2025-10,AI Agent应用工程师,LLM,23,12,0.521739,237,104,0.438819
2025-11,AI Agent应用工程师,LLM,21,9,0.428571,258,113,0.437984
2025-12,AI Agent应用工程师,LLM,20,10,0.5,278,123,0.442446
2026-01,AI Agent应用工程师,LLM,20,8,0.4,298,131,0.439597
2026-02,AI Agent应用工程师,LLM,20,6,0.3,318,137,0.430818
2026-03,AI Agent应用工程师,LLM,19,10,0.526316,337,147,0.436202
2026-04,AI Agent应用工程师,LLM,19,8,0.421053,356,155,0.435393
2026-05,AI Agent应用工程师,LLM,20,10,0.5,376,165,0.43883
2026-06,AI Agent应用工程师,LLM,20,8,0.4,396,173,0.436869
2026-07,AI Agent应用工程师,LLM,22,10,0.454545,418,183,0.437799
2025-01,AI Agent应用工程师,LangChain,22,13,0.590909,42,13,0.309524
2025-02,AI Agent应用工程师,LangChain,22,10,0.454545,64,23,0.359375
2025-03,AI Agent应用工程师,LangChain,21,9,0.428571,85,32,0.376471
2025-04,AI Agent应用工程师,LangChain,20,9,0.45,105,41,0.390476
2025-05,AI Agent应用工程师,LangChain,21,11,0.52381,126,52,0.412698
2025-06,AI Agent应用工程师,LangChain,23,10,0.434783,149,62,0.416107
2025-07,AI Agent应用工程师,LangChain,22,8,0.363636,171,70,0.409357
2025-08,AI Agent应用工程师,LangChain,22,10,0.454545,193,80,0.414508
2025-09,AI Agent应用工程师,LangChain,21,11,0.52381,214,91,0.425234
2025-10,AI Agent应用工程师,LangChain,23,8,0.347826,237,99,0.417722
2025-11,AI Agent应用工程师,LangChain,21,12,0.571429,258,111,0.430233
2025-12,AI Agent应用工程师,LangChain,20,13,0.65,278,124,0.446043
2026-01,AI Agent应用工程师,LangChain,20,11,0.55,298,135,0.45302
2026-02,AI Agent应用工程师,LangChain,20,9,0.45,318,144,0.45283
2026-03,AI Agent应用工程师,LangChain,19,10,0.526316,337,154,0.456973
2026-04,AI Agent应用工程师,LangChain,19,11,0.578947,356,165,0.463483
2026-05,AI Agent应用工程师,LangChain,20,10,0.5,376,175,0.465426
2026-06,AI Agent应用工程师,LangChain,20,11,0.55,396,186,0.469697
