standard_job,skill,kg_display_skill,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency,snapshot_skill_status,is_core_skill,rank_in_month,source_month,source_type,profile_generated_at
AI Agent算法工程师,Python,编程语言,22,9,0.409091,427,216,0.505855,稳定核心技能,1,17,2026-07,system,2026-08-12T16:56:03+00:00
AI Agent算法工程师,深度学习,AI,22,9,0.409091,427,195,0.456674,稳定核心技能,1,18,2026-07,system,2026-08-12T16:56:03+00:00
AI Agent算法工程师,PPO,大模型,22,1,0.045455,427,7,0.016393,当月活跃技能,0,19,2026-07,system,2026-08-12T16:56:03+00:00
AI Agent算法工程师,模型微调,大模型,22,1,0.045455,427,5,0.01171,当月活跃技能,0,20,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,CUDA,硬件与芯片,23,13,0.565217,432,214,0.49537,稳定核心技能,1,1,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,模型训练,大模型,23,13,0.565217,432,199,0.460648,稳定核心技能,1,2,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,Go,编程语言,23,12,0.521739,432,198,0.458333,稳定核心技能,1,3,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,Linux,系统与运维,23,12,0.521739,432,197,0.456019,稳定核心技能,1,4,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,Python,编程语言,23,12,0.521739,432,205,0.474537,稳定核心技能,1,5,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,模型压缩,大模型,23,12,0.521739,432,210,0.486111,稳定核心技能,1,6,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,AI基础设施,AI,23,11,0.478261,432,197,0.456019,稳定核心技能,1,7,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,分布式系统,软件工程,23,11,0.478261,432,186,0.430556,稳定核心技能,1,8,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,C/C++,编程语言,23,10,0.434783,432,209,0.483796,稳定核心技能,1,9,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,DeepSpeed,大模型,23,10,0.434783,432,219,0.506944,稳定核心技能,1,10,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,GPU内存优化,硬件与芯片,23,10,0.434783,432,195,0.451389,稳定核心技能,1,11,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,PyTorch,AI,23,10,0.434783,432,204,0.472222,稳定核心技能,1,12,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,SGLang,大模型,23,10,0.434783,432,182,0.421296,稳定核心技能,1,13,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,TensorRT,大模型,23,10,0.434783,432,191,0.44213,稳定核心技能,1,14,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,Triton,大模型,23,10,0.434783,432,184,0.425926,稳定核心技能,1,15,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,分布式训练,大模型,23,10,0.434783,432,181,0.418981,稳定核心技能,1,16,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,Megatron,大模型,23,9,0.391304,432,182,0.421296,稳定核心技能,1,17,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,TensorFlow,AI,23,8,0.347826,432,175,0.405093,稳定核心技能,1,18,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,AI,AI,23,1,0.043478,432,1,0.002315,当月活跃技能,0,19,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,AI算法,AI,23,1,0.043478,432,1,0.002315,当月活跃技能,0,20,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,Agent,大模型,23,1,0.043478,432,1,0.002315,当月活跃技能,0,21,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,Docker,系统与运维,23,1,0.043478,432,1,0.002315,当月活跃技能,0,22,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,Kubernetes,系统与运维,23,1,0.043478,432,5,0.011574,当月活跃技能,0,23,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,LLM,大模型,23,1,0.043478,432,1,0.002315,当月活跃技能,0,24,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,MCP协议,软件开发,23,1,0.043478,432,1,0.002315,当月活跃技能,0,25,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,Prometheus,系统与运维,23,1,0.043478,432,1,0.002315,当月活跃技能,0,26,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,SRE,系统与运维,23,1,0.043478,432,2,0.00463,当月活跃技能,0,27,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,模型推理,大模型,23,1,0.043478,432,6,0.013889,当月活跃技能,0,28,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,模型服务化,大模型,23,1,0.043478,432,5,0.011574,当月活跃技能,0,29,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,研发效能,软件工程,23,1,0.043478,432,1,0.002315,当月活跃技能,0,30,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,系统开发,系统与运维,23,1,0.043478,432,1,0.002315,当月活跃技能,0,31,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,软件工程,软件工程,23,1,0.043478,432,2,0.00463,当月活跃技能,0,32,2026-07,system,2026-08-12T16:56:03+00:00
AI Infra工程师,软件开发,软件开发,23,1,0.043478,432,1,0.002315,当月活跃技能,0,33,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,Diffusion,大模型,21,12,0.571429,419,215,0.513126,稳定核心技能,1,1,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,Diffusion模型,大模型,21,12,0.571429,419,200,0.477327,稳定核心技能,1,2,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,AIGC,AI,21,11,0.52381,419,213,0.508353,稳定核心技能,1,3,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,Multimodal AI,大模型,21,11,0.52381,419,169,0.403341,稳定核心技能,1,4,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,PyTorch,AI,21,11,0.52381,419,207,0.494033,稳定核心技能,1,5,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,Python,编程语言,21,11,0.52381,419,208,0.49642,稳定核心技能,1,6,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,计算机视觉,计算机视觉与图形,21,11,0.52381,419,205,0.48926,稳定核心技能,1,7,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,LLM,大模型,21,10,0.47619,419,177,0.422434,稳定核心技能,1,8,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,Machine Learning,AI,21,10,0.47619,419,177,0.422434,稳定核心技能,1,9,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,多模态,大模型,21,10,0.47619,419,209,0.498807,稳定核心技能,1,10,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,深度学习,AI,21,10,0.47619,419,197,0.470167,稳定核心技能,1,11,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,C/C++,编程语言,21,9,0.428571,419,208,0.49642,稳定核心技能,1,12,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,Linux,系统与运维,21,9,0.428571,419,157,0.374702,稳定核心技能,1,13,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,TensorFlow,AI,21,9,0.428571,419,210,0.501193,稳定核心技能,1,14,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,VLM,大模型,21,9,0.428571,419,174,0.415274,稳定核心技能,1,15,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,图像图形技术,计算机视觉与图形,21,9,0.428571,419,205,0.48926,稳定核心技能,1,16,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,机器学习,AI,21,9,0.428571,419,192,0.458234,稳定核心技能,1,17,2026-07,system,2026-08-12T16:56:03+00:00
AIGC算法工程师,NLP,大模型,21,8,0.380952,419,174,0.415274,稳定核心技能,1,18,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,AIGC,AI,23,13,0.565217,425,258,0.607059,稳定核心技能,1,1,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,Agent,大模型,23,13,0.565217,425,201,0.472941,稳定核心技能,1,2,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,LangChain,大模型,23,12,0.521739,425,125,0.294118,稳定核心技能,1,3,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,大模型应用,大模型,23,12,0.521739,425,229,0.538824,稳定核心技能,1,4,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,AI测试,AI,23,11,0.478261,425,115,0.270588,稳定核心技能,1,5,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,prompt工程,大模型,23,11,0.478261,425,266,0.625882,稳定核心技能,1,6,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,AI安全,安全,23,10,0.434783,425,151,0.355294,稳定核心技能,1,7,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,Diffusion模型,大模型,23,10,0.434783,425,131,0.308235,稳定核心技能,1,8,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,Function Calling,大模型,23,10,0.434783,425,134,0.315294,稳定核心技能,1,9,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,LLM,大模型,23,10,0.434783,425,127,0.298824,稳定核心技能,1,10,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,LoRA微调,大模型,23,10,0.434783,425,145,0.341176,稳定核心技能,1,11,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,AI工作流设计,AI,23,9,0.391304,425,200,0.470588,稳定核心技能,1,12,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,Ai coding,AI,23,9,0.391304,425,108,0.254118,稳定核心技能,1,13,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,Context Engineering,大模型,23,9,0.391304,425,95,0.223529,当月活跃技能,0,14,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,DPO,大模型,23,9,0.391304,425,133,0.312941,稳定核心技能,1,15,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,Diffusion,大模型,23,9,0.391304,425,131,0.308235,稳定核心技能,1,16,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,Multimodal AI,大模型,23,9,0.391304,425,117,0.275294,稳定核心技能,1,17,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,AI应用开发,AI,23,8,0.347826,425,134,0.315294,稳定核心技能,1,18,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,LangGraph,大模型,23,1,0.043478,425,3,0.007059,当月活跃技能,0,19,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,MCP,大模型,23,1,0.043478,425,2,0.004706,当月活跃技能,0,20,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,Tool Use,大模型,23,1,0.043478,425,3,0.007059,当月活跃技能,0,21,2026-07,system,2026-08-12T16:56:03+00:00
AI产品经理,知识图谱,知识图谱,23,1,0.043478,425,3,0.007059,当月活跃技能,0,22,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,大模型安全,大模型,19,15,0.789474,425,323,0.76,稳定核心技能,1,1,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,模型评测,大模型,19,15,0.789474,425,323,0.76,稳定核心技能,1,2,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,C/C++,编程语言,19,11,0.578947,425,210,0.494118,稳定核心技能,1,3,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,DPO,大模型,19,11,0.578947,425,197,0.463529,稳定核心技能,1,4,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,Python,编程语言,19,11,0.578947,425,214,0.503529,稳定核心技能,1,5,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,AI安全,安全,19,10,0.526316,425,220,0.517647,稳定核心技能,1,6,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,Java,编程语言,19,10,0.526316,425,211,0.496471,稳定核心技能,1,7,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,AI测试,AI,19,9,0.473684,425,198,0.465882,稳定核心技能,1,8,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,Go,编程语言,19,9,0.473684,425,208,0.489412,稳定核心技能,1,9,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,PPO,大模型,19,9,0.473684,425,116,0.272941,稳定核心技能,1,10,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,模型调优,大模型,19,8,0.421053,425,135,0.317647,稳定核心技能,1,11,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,GRPO,大模型,19,7,0.368421,425,70,0.164706,当月活跃技能,0,12,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,LLM,大模型,19,7,0.368421,425,141,0.331765,稳定核心技能,1,13,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,RLHF,大模型,19,7,0.368421,425,205,0.482353,稳定核心技能,1,14,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,数据工程,数据工程,19,7,0.368421,425,175,0.411765,稳定核心技能,1,15,2026-07,system,2026-08-12T16:56:03+00:00
AI安全工程师,机器学习,AI,19,7,0.368421,425,174,0.409412,稳定核心技能,1,16,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,AI应用开发,AI,19,11,0.578947,422,210,0.49763,稳定核心技能,1,1,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,大模型应用,大模型,19,10,0.526316,422,212,0.50237,稳定核心技能,1,2,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,Java,编程语言,19,9,0.473684,422,197,0.466825,稳定核心技能,1,3,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,NLP,大模型,19,9,0.473684,422,191,0.452607,稳定核心技能,1,4,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,Python,编程语言,19,9,0.473684,422,209,0.495261,稳定核心技能,1,5,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,Go,编程语言,19,8,0.421053,422,209,0.495261,稳定核心技能,1,6,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,Machine Learning,AI,19,8,0.421053,422,175,0.414692,稳定核心技能,1,7,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,PyTorch,AI,19,8,0.421053,422,169,0.400474,稳定核心技能,1,8,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,React,编程语言,19,8,0.421053,422,160,0.379147,稳定核心技能,1,9,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,操作系统,系统与运维,19,8,0.421053,422,178,0.421801,稳定核心技能,1,10,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,机器学习,AI,19,8,0.421053,422,180,0.42654,稳定核心技能,1,11,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,计算机网络,通信与网络,19,8,0.421053,422,160,0.379147,稳定核心技能,1,12,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,C/C++,编程语言,19,7,0.368421,422,220,0.521327,稳定核心技能,1,13,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,JavaScript,编程语言,19,7,0.368421,422,169,0.400474,稳定核心技能,1,14,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,MySQL,数据工程,19,7,0.368421,422,170,0.402844,稳定核心技能,1,15,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,TensorFlow,AI,19,7,0.368421,422,168,0.398104,稳定核心技能,1,16,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,TypeScript,编程语言,19,7,0.368421,422,168,0.398104,稳定核心技能,1,17,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,软件开发,软件开发,19,7,0.368421,422,187,0.443128,稳定核心技能,1,18,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,Android,软件开发,19,1,0.052632,422,2,0.004739,当月活跃技能,0,19,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,MongoDB,数据工程,19,1,0.052632,422,2,0.004739,当月活跃技能,0,20,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,Objective-C,编程语言,19,1,0.052632,422,2,0.004739,当月活跃技能,0,21,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,模型压缩,大模型,19,1,0.052632,422,1,0.00237,当月活跃技能,0,22,2026-07,system,2026-08-12T16:56:03+00:00
AI应用工程师,计算机视觉,计算机视觉与图形,19,1,0.052632,422,5,0.011848,当月活跃技能,0,23,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,Android,软件开发,21,17,0.809524,416,267,0.641827,稳定核心技能,1,1,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,Kotlin,编程语言,21,13,0.619048,416,269,0.646635,稳定核心技能,1,2,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,Android Framework,软件开发,21,12,0.571429,416,219,0.526442,稳定核心技能,1,3,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,C/C++,编程语言,21,12,0.571429,416,262,0.629808,稳定核心技能,1,4,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,Java,编程语言,21,12,0.571429,416,250,0.600962,稳定核心技能,1,5,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,Objective-C,编程语言,21,12,0.571429,416,199,0.478365,稳定核心技能,1,6,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,跨平台开发,软件开发,21,11,0.52381,416,190,0.456731,稳定核心技能,1,7,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,Swift,编程语言,21,10,0.47619,416,187,0.449519,稳定核心技能,1,8,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,性能优化,软件工程,21,10,0.47619,416,207,0.497596,稳定核心技能,1,9,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,iOS,软件开发,21,8,0.380952,416,208,0.5,稳定核心技能,1,10,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,软件开发,软件开发,21,8,0.380952,416,195,0.46875,稳定核心技能,1,11,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,ASR,大模型,21,3,0.142857,416,41,0.098558,当月活跃技能,0,12,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,AI算法,AI,21,2,0.095238,416,5,0.012019,当月活跃技能,0,13,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,Flutter,软件开发,21,2,0.095238,416,26,0.0625,当月活跃技能,0,14,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,Go,编程语言,21,2,0.095238,416,16,0.038462,当月活跃技能,0,15,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,Linux,系统与运维,21,2,0.095238,416,32,0.076923,当月活跃技能,0,16,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,图像图形技术,计算机视觉与图形,21,2,0.095238,416,13,0.03125,当月活跃技能,0,17,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,机器人与自动驾驶,机器人与自动驾驶,21,2,0.095238,416,9,0.021635,当月活跃技能,0,18,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,系统开发,系统与运维,21,2,0.095238,416,15,0.036058,当月活跃技能,0,19,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,DevOps,系统与运维,21,1,0.047619,416,7,0.016827,当月活跃技能,0,20,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,NLP,大模型,21,1,0.047619,416,18,0.043269,当月活跃技能,0,21,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,PHP,编程语言,21,1,0.047619,416,18,0.043269,当月活跃技能,0,22,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,React Native,软件开发,21,1,0.047619,416,23,0.055288,当月活跃技能,0,23,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,Rust,编程语言,21,1,0.047619,416,26,0.0625,当月活跃技能,0,24,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,TTS,大模型,21,1,0.047619,416,11,0.026442,当月活跃技能,0,25,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,编程语言,编程语言,21,1,0.047619,416,30,0.072115,当月活跃技能,0,26,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,网络技术,通信与网络,21,1,0.047619,416,16,0.038462,当月活跃技能,0,27,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,计算机网络,通信与网络,21,1,0.047619,416,17,0.040865,当月活跃技能,0,28,2026-07,system,2026-08-12T16:56:03+00:00
Android开发工程师,通信技术,通信与网络,21,1,0.047619,416,5,0.012019,当月活跃技能,0,29,2026-07,system,2026-08-12T16:56:03+00:00
C++开发工程师,C/C++,编程语言,20,14,0.7,421,285,0.67696,稳定核心技能,1,1,2026-07,system,2026-08-12T16:56:03+00:00
C++开发工程师,Python,编程语言,20,14,0.7,421,292,0.693587,稳定核心技能,1,2,2026-07,system,2026-08-12T16:56:03+00:00
C++开发工程师,Rust,编程语言,20,12,0.6,421,210,0.498812,稳定核心技能,1,3,2026-07,system,2026-08-12T16:56:03+00:00
C++开发工程师,Linux,系统与运维,20,11,0.55,421,252,0.598575,稳定核心技能,1,4,2026-07,system,2026-08-12T16:56:03+00:00
C++开发工程师,操作系统,系统与运维,20,11,0.55,421,240,0.570071,稳定核心技能,1,5,2026-07,system,2026-08-12T16:56:03+00:00
C++开发工程师,Go,编程语言,20,10,0.5,421,221,0.524941,稳定核心技能,1,6,2026-07,system,2026-08-12T16:56:03+00:00
C++开发工程师,硬件开发,硬件与芯片,20,8,0.4,421,211,0.501188,稳定核心技能,1,7,2026-07,system,2026-08-12T16:56:03+00:00
C++开发工程师,网络编程,软件工程,20,8,0.4,421,222,0.527316,稳定核心技能,1,8,2026-07,system,2026-08-12T16:56:03+00:00
