month,skill,kg_display_skill,standard_job,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency,job_first_seen_month,skill_first_seen_month,months_since_skill_first_seen,is_first_seen_job,is_new_job_for_skill,covered_job_count_this_month,cumulative_covered_job_count,monthly_frequency_change,cumulative_frequency_change,is_left_censored,updated_at
2025-10,人工智能,智能化技术,政府通信电子技术岗,2,1,0.5,20,2,0.1,2024-10,2023-10,24,0,0,11,12,0.409091,0.044444,1,2026-08-06T03:30:35+00:00
2023-10,人工智能,智能化技术,政府通用计算机技术岗,37,3,0.081081,37,3,0.081081,2023-10,2023-10,0,1,1,7,7,0.081081,0.081081,1,2026-08-06T03:30:35+00:00
2024-10,人工智能,智能化技术,政府通用计算机技术岗,38,4,0.105263,75,7,0.093333,2023-10,2023-10,12,1,0,9,10,0.024182,0.012252,1,2026-08-06T03:30:35+00:00
2025-10,人工智能,智能化技术,政府通用计算机技术岗,35,7,0.2,110,14,0.127273,2023-10,2023-10,24,1,0,11,12,0.094737,0.03394,1,2026-08-06T03:30:35+00:00
2023-10,信息化建设,政务信息化,政府信息化建设与管理岗,86,6,0.069767,86,6,0.069767,2023-10,2023-10,0,1,1,5,5,0.069767,0.069767,1,2026-08-06T03:30:35+00:00
2024-10,信息化建设,政务信息化,政府信息化建设与管理岗,56,14,0.25,142,20,0.140845,2023-10,2023-10,12,1,0,3,5,0.180233,0.071078,1,2026-08-06T03:30:35+00:00
2025-10,信息化建设,政务信息化,政府信息化建设与管理岗,73,19,0.260274,215,39,0.181395,2023-10,2023-10,24,1,0,3,6,0.010274,0.04055,1,2026-08-06T03:30:35+00:00
2025-10,信息化建设,政务信息化,政府信息系统运维岗,230,1,0.004348,585,1,0.001709,2025-10,2023-10,24,0,1,3,6,0.004348,0.001709,1,2026-08-06T03:30:35+00:00
2023-10,信息化建设,政务信息化,政府数据治理与统计分析岗,631,10,0.015848,631,10,0.015848,2023-10,2023-10,0,1,1,5,5,0.015848,0.015848,1,2026-08-06T03:30:35+00:00
2024-10,信息化建设,政务信息化,政府数据治理与统计分析岗,638,35,0.054859,1269,45,0.035461,2023-10,2023-10,12,1,0,3,5,0.039011,0.019613,1,2026-08-06T03:30:35+00:00
2025-10,信息化建设,政务信息化,政府数据治理与统计分析岗,408,10,0.02451,1677,55,0.032797,2023-10,2023-10,24,1,0,3,6,-0.030349,-0.002664,1,2026-08-06T03:30:35+00:00
2023-10,信息化建设,政务信息化,政府智能化与自动化技术岗,4,1,0.25,4,1,0.25,2023-10,2023-10,0,1,1,5,5,0.25,0.25,1,2026-08-06T03:30:35+00:00
2024-10,信息化建设,政务信息化,政府智能化与自动化技术岗,6,0,0.0,10,1,0.1,2023-10,2023-10,12,1,0,3,5,-0.25,-0.15,1,2026-08-06T03:30:35+00:00
2025-10,信息化建设,政务信息化,政府智能化与自动化技术岗,6,0,0.0,16,1,0.0625,2023-10,2023-10,24,1,0,3,6,0.0,-0.0375,1,2026-08-06T03:30:35+00:00
2023-10,信息化建设,政务信息化,政府网络与数据安全岗,38,1,0.026316,38,1,0.026316,2023-10,2023-10,0,1,1,5,5,0.026316,0.026316,1,2026-08-06T03:30:35+00:00
2024-10,信息化建设,政务信息化,政府网络与数据安全岗,44,1,0.022727,82,2,0.02439,2023-10,2023-10,12,1,0,3,5,-0.003589,-0.001926,1,2026-08-06T03:30:35+00:00
2025-10,信息化建设,政务信息化,政府网络与数据安全岗,26,0,0.0,108,2,0.018519,2023-10,2023-10,24,1,0,3,6,-0.022727,-0.005871,1,2026-08-06T03:30:35+00:00
2023-10,信息化建设,政务信息化,政府通用计算机技术岗,37,1,0.027027,37,1,0.027027,2023-10,2023-10,0,1,1,5,5,0.027027,0.027027,1,2026-08-06T03:30:35+00:00
2024-10,信息化建设,政务信息化,政府通用计算机技术岗,38,0,0.0,75,1,0.013333,2023-10,2023-10,12,1,0,3,5,-0.027027,-0.013694,1,2026-08-06T03:30:35+00:00
2025-10,信息化建设,政务信息化,政府通用计算机技术岗,35,0,0.0,110,1,0.009091,2023-10,2023-10,24,1,0,3,6,0.0,-0.004242,1,2026-08-06T03:30:35+00:00
2024-10,信息安全,网络与安全,政府人工智能专利审查与技术监管岗,1,1,1.0,1,1,1.0,2024-10,2023-10,12,0,1,10,11,1.0,1.0,1,2026-08-06T03:30:35+00:00
2023-10,信息安全,网络与安全,政府信息化建设与管理岗,86,18,0.209302,86,18,0.209302,2023-10,2023-10,0,1,1,8,8,0.209302,0.209302,1,2026-08-06T03:30:35+00:00
2024-10,信息安全,网络与安全,政府信息化建设与管理岗,56,3,0.053571,142,21,0.147887,2023-10,2023-10,12,1,0,10,11,-0.155731,-0.061415,1,2026-08-06T03:30:35+00:00
2025-10,信息安全,网络与安全,政府信息化建设与管理岗,73,8,0.109589,215,29,0.134884,2023-10,2023-10,24,1,0,11,13,0.056018,-0.013003,1,2026-08-06T03:30:35+00:00
2024-10,信息安全,网络与安全,政府信息系统开发岗,13,1,0.076923,18,1,0.055556,2024-10,2023-10,12,0,1,10,11,0.076923,0.055556,1,2026-08-06T03:30:35+00:00
2025-10,信息安全,网络与安全,政府信息系统开发岗,4,1,0.25,22,2,0.090909,2024-10,2023-10,24,0,0,11,13,0.173077,0.035353,1,2026-08-06T03:30:35+00:00
2023-10,信息安全,网络与安全,政府信息系统运维岗,109,19,0.174312,109,19,0.174312,2023-10,2023-10,0,1,1,8,8,0.174312,0.174312,1,2026-08-06T03:30:35+00:00
2024-10,信息安全,网络与安全,政府信息系统运维岗,246,94,0.382114,355,113,0.31831,2023-10,2023-10,12,1,0,10,11,0.207802,0.143998,1,2026-08-06T03:30:35+00:00
2025-10,信息安全,网络与安全,政府信息系统运维岗,230,98,0.426087,585,211,0.360684,2023-10,2023-10,24,1,0,11,13,0.043973,0.042374,1,2026-08-06T03:30:35+00:00
2023-10,信息安全,网络与安全,政府数字监管与科技执法岗,34,10,0.294118,34,10,0.294118,2023-10,2023-10,0,1,1,8,8,0.294118,0.294118,1,2026-08-06T03:30:35+00:00
2024-10,信息安全,网络与安全,政府数字监管与科技执法岗,36,19,0.527778,70,29,0.414286,2023-10,2023-10,12,1,0,10,11,0.23366,0.120168,1,2026-08-06T03:30:35+00:00
2025-10,信息安全,网络与安全,政府数字监管与科技执法岗,39,27,0.692308,109,56,0.513761,2023-10,2023-10,24,1,0,11,13,0.16453,0.099475,1,2026-08-06T03:30:35+00:00
2023-10,信息安全,网络与安全,政府数据治理与统计分析岗,631,61,0.096672,631,61,0.096672,2023-10,2023-10,0,1,1,8,8,0.096672,0.096672,1,2026-08-06T03:30:35+00:00
2024-10,信息安全,网络与安全,政府数据治理与统计分析岗,638,69,0.10815,1269,130,0.102443,2023-10,2023-10,12,1,0,10,11,0.011478,0.005771,1,2026-08-06T03:30:35+00:00
2025-10,信息安全,网络与安全,政府数据治理与统计分析岗,408,28,0.068627,1677,158,0.094216,2023-10,2023-10,24,1,0,11,13,-0.039523,-0.008227,1,2026-08-06T03:30:35+00:00
2025-10,信息安全,网络与安全,政府智能化与自动化技术岗,6,1,0.166667,16,1,0.0625,2025-10,2023-10,24,0,1,11,13,0.166667,0.0625,1,2026-08-06T03:30:35+00:00
2025-10,信息安全,网络与安全,政府电子数据取证与情报技术岗,5,2,0.4,10,2,0.2,2025-10,2023-10,24,0,1,11,13,0.4,0.2,1,2026-08-06T03:30:35+00:00
2023-10,信息安全,网络与安全,政府网络与数据安全岗,38,35,0.921053,38,35,0.921053,2023-10,2023-10,0,1,1,8,8,0.921053,0.921053,1,2026-08-06T03:30:35+00:00
2024-10,信息安全,网络与安全,政府网络与数据安全岗,44,36,0.818182,82,71,0.865854,2023-10,2023-10,12,1,0,10,11,-0.102871,-0.055199,1,2026-08-06T03:30:35+00:00
2025-10,信息安全,网络与安全,政府网络与数据安全岗,26,17,0.653846,108,88,0.814815,2023-10,2023-10,24,1,0,11,13,-0.164336,-0.051039,1,2026-08-06T03:30:35+00:00
2023-10,信息安全,网络与安全,政府网络与通信运维岗,13,3,0.230769,13,3,0.230769,2023-10,2023-10,0,1,1,8,8,0.230769,0.230769,1,2026-08-06T03:30:35+00:00
2024-10,信息安全,网络与安全,政府网络与通信运维岗,8,0,0.0,21,3,0.142857,2023-10,2023-10,12,1,0,10,11,-0.230769,-0.087912,1,2026-08-06T03:30:35+00:00
2025-10,信息安全,网络与安全,政府网络与通信运维岗,11,1,0.090909,32,4,0.125,2023-10,2023-10,24,1,0,11,13,0.090909,-0.017857,1,2026-08-06T03:30:35+00:00
2023-10,信息安全,网络与安全,政府警务信息技术保障岗,40,7,0.175,40,7,0.175,2023-10,2023-10,0,1,1,8,8,0.175,0.175,1,2026-08-06T03:30:35+00:00
2024-10,信息安全,网络与安全,政府警务信息技术保障岗,24,1,0.041667,64,8,0.125,2023-10,2023-10,12,1,0,10,11,-0.133333,-0.05,1,2026-08-06T03:30:35+00:00
2025-10,信息安全,网络与安全,政府警务信息技术保障岗,24,12,0.5,88,20,0.227273,2023-10,2023-10,24,1,0,11,13,0.458333,0.102273,1,2026-08-06T03:30:35+00:00
2024-10,信息安全,网络与安全,政府通信电子技术岗,11,3,0.272727,18,3,0.166667,2024-10,2023-10,12,0,1,10,11,0.272727,0.166667,1,2026-08-06T03:30:35+00:00
2025-10,信息安全,网络与安全,政府通信电子技术岗,2,0,0.0,20,3,0.15,2024-10,2023-10,24,0,0,11,13,-0.272727,-0.016667,1,2026-08-06T03:30:35+00:00
2023-10,信息安全,网络与安全,政府通用计算机技术岗,37,21,0.567568,37,21,0.567568,2023-10,2023-10,0,1,1,8,8,0.567568,0.567568,1,2026-08-06T03:30:35+00:00
2024-10,信息安全,网络与安全,政府通用计算机技术岗,38,8,0.210526,75,29,0.386667,2023-10,2023-10,12,1,0,10,11,-0.357042,-0.180901,1,2026-08-06T03:30:35+00:00
2025-10,信息安全,网络与安全,政府通用计算机技术岗,35,12,0.342857,110,41,0.372727,2023-10,2023-10,24,1,0,11,13,0.132331,-0.01394,1,2026-08-06T03:30:35+00:00
2023-10,信息管理与信息系统,政务信息化,政府信息化建设与管理岗,86,4,0.046512,86,4,0.046512,2023-10,2023-10,0,1,1,4,4,0.046512,0.046512,1,2026-08-06T03:30:35+00:00
2024-10,信息管理与信息系统,政务信息化,政府信息化建设与管理岗,56,0,0.0,142,4,0.028169,2023-10,2023-10,12,1,0,5,6,-0.046512,-0.018343,1,2026-08-06T03:30:35+00:00
2025-10,信息管理与信息系统,政务信息化,政府信息化建设与管理岗,73,0,0.0,215,4,0.018605,2023-10,2023-10,24,1,0,2,7,0.0,-0.009564,1,2026-08-06T03:30:35+00:00
2024-10,信息管理与信息系统,政务信息化,政府信息系统开发岗,13,1,0.076923,18,1,0.055556,2024-10,2023-10,12,0,1,5,6,0.076923,0.055556,1,2026-08-06T03:30:35+00:00
2025-10,信息管理与信息系统,政务信息化,政府信息系统开发岗,4,0,0.0,22,1,0.045455,2024-10,2023-10,24,0,0,2,7,-0.076923,-0.010101,1,2026-08-06T03:30:35+00:00
2025-10,信息管理与信息系统,政务信息化,政府信息系统运维岗,230,27,0.117391,585,27,0.046154,2025-10,2023-10,24,0,1,2,7,0.117391,0.046154,1,2026-08-06T03:30:35+00:00
2023-10,信息管理与信息系统,政务信息化,政府数字监管与科技执法岗,34,4,0.117647,34,4,0.117647,2023-10,2023-10,0,1,1,4,4,0.117647,0.117647,1,2026-08-06T03:30:35+00:00
2024-10,信息管理与信息系统,政务信息化,政府数字监管与科技执法岗,36,1,0.027778,70,5,0.071429,2023-10,2023-10,12,1,0,5,6,-0.089869,-0.046218,1,2026-08-06T03:30:35+00:00
2025-10,信息管理与信息系统,政务信息化,政府数字监管与科技执法岗,39,0,0.0,109,5,0.045872,2023-10,2023-10,24,1,0,2,7,-0.027778,-0.025557,1,2026-08-06T03:30:35+00:00
2023-10,信息管理与信息系统,政务信息化,政府数据治理与统计分析岗,631,45,0.071315,631,45,0.071315,2023-10,2023-10,0,1,1,4,4,0.071315,0.071315,1,2026-08-06T03:30:35+00:00
2024-10,信息管理与信息系统,政务信息化,政府数据治理与统计分析岗,638,22,0.034483,1269,67,0.052797,2023-10,2023-10,12,1,0,5,6,-0.036832,-0.018518,1,2026-08-06T03:30:35+00:00
2025-10,信息管理与信息系统,政务信息化,政府数据治理与统计分析岗,408,1,0.002451,1677,68,0.040549,2023-10,2023-10,24,1,0,2,7,-0.032032,-0.012248,1,2026-08-06T03:30:35+00:00
2024-10,信息管理与信息系统,政务信息化,政府网络与通信运维岗,8,2,0.25,21,2,0.095238,2024-10,2023-10,12,0,1,5,6,0.25,0.095238,1,2026-08-06T03:30:35+00:00
2025-10,信息管理与信息系统,政务信息化,政府网络与通信运维岗,11,0,0.0,32,2,0.0625,2024-10,2023-10,24,0,0,2,7,-0.25,-0.032738,1,2026-08-06T03:30:35+00:00
2023-10,信息管理与信息系统,政务信息化,政府通用计算机技术岗,37,1,0.027027,37,1,0.027027,2023-10,2023-10,0,1,1,4,4,0.027027,0.027027,1,2026-08-06T03:30:35+00:00
2024-10,信息管理与信息系统,政务信息化,政府通用计算机技术岗,38,1,0.026316,75,2,0.026667,2023-10,2023-10,12,1,0,5,6,-0.000711,-0.00036,1,2026-08-06T03:30:35+00:00
2025-10,信息管理与信息系统,政务信息化,政府通用计算机技术岗,35,0,0.0,110,2,0.018182,2023-10,2023-10,24,1,0,2,7,-0.026316,-0.008485,1,2026-08-06T03:30:35+00:00
2023-10,信息系统,政务信息化,政府信息化建设与管理岗,86,8,0.093023,86,8,0.093023,2023-10,2023-10,0,1,1,10,10,0.093023,0.093023,1,2026-08-06T03:30:35+00:00
2024-10,信息系统,政务信息化,政府信息化建设与管理岗,56,0,0.0,142,8,0.056338,2023-10,2023-10,12,1,0,7,10,-0.093023,-0.036685,1,2026-08-06T03:30:35+00:00
2025-10,信息系统,政务信息化,政府信息化建设与管理岗,73,3,0.041096,215,11,0.051163,2023-10,2023-10,24,1,0,6,11,0.041096,-0.005175,1,2026-08-06T03:30:35+00:00
2023-10,信息系统,政务信息化,政府信息系统开发岗,5,2,0.4,5,2,0.4,2023-10,2023-10,0,1,1,10,10,0.4,0.4,1,2026-08-06T03:30:35+00:00
2024-10,信息系统,政务信息化,政府信息系统开发岗,13,3,0.230769,18,5,0.277778,2023-10,2023-10,12,1,0,7,10,-0.169231,-0.122222,1,2026-08-06T03:30:35+00:00
2025-10,信息系统,政务信息化,政府信息系统开发岗,4,0,0.0,22,5,0.227273,2023-10,2023-10,24,1,0,6,11,-0.230769,-0.050505,1,2026-08-06T03:30:35+00:00
2023-10,信息系统,政务信息化,政府信息系统运维岗,109,100,0.917431,109,100,0.917431,2023-10,2023-10,0,1,1,10,10,0.917431,0.917431,1,2026-08-06T03:30:35+00:00
2024-10,信息系统,政务信息化,政府信息系统运维岗,246,243,0.987805,355,343,0.966197,2023-10,2023-10,12,1,0,7,10,0.070374,0.048766,1,2026-08-06T03:30:35+00:00
2025-10,信息系统,政务信息化,政府信息系统运维岗,230,222,0.965217,585,565,0.965812,2023-10,2023-10,24,1,0,6,11,-0.022588,-0.000385,1,2026-08-06T03:30:35+00:00
2023-10,信息系统,政务信息化,政府地理信息与空间数据技术岗,5,5,1.0,5,5,1.0,2023-10,2023-10,0,1,1,10,10,1.0,1.0,1,2026-08-06T03:30:35+00:00
2023-10,信息系统,政务信息化,政府数字监管与科技执法岗,34,4,0.117647,34,4,0.117647,2023-10,2023-10,0,1,1,10,10,0.117647,0.117647,1,2026-08-06T03:30:35+00:00
2024-10,信息系统,政务信息化,政府数字监管与科技执法岗,36,2,0.055556,70,6,0.085714,2023-10,2023-10,12,1,0,7,10,-0.062091,-0.031933,1,2026-08-06T03:30:35+00:00
2025-10,信息系统,政务信息化,政府数字监管与科技执法岗,39,0,0.0,109,6,0.055046,2023-10,2023-10,24,1,0,6,11,-0.055556,-0.030668,1,2026-08-06T03:30:35+00:00
2023-10,信息系统,政务信息化,政府数据治理与统计分析岗,631,70,0.110935,631,70,0.110935,2023-10,2023-10,0,1,1,10,10,0.110935,0.110935,1,2026-08-06T03:30:35+00:00
2024-10,信息系统,政务信息化,政府数据治理与统计分析岗,638,67,0.105016,1269,137,0.107959,2023-10,2023-10,12,1,0,7,10,-0.005919,-0.002976,1,2026-08-06T03:30:35+00:00
2025-10,信息系统,政务信息化,政府数据治理与统计分析岗,408,8,0.019608,1677,145,0.086464,2023-10,2023-10,24,1,0,6,11,-0.085408,-0.021495,1,2026-08-06T03:30:35+00:00
2025-10,信息系统,政务信息化,政府智能化与自动化技术岗,6,1,0.166667,16,1,0.0625,2025-10,2023-10,24,0,1,6,11,0.166667,0.0625,1,2026-08-06T03:30:35+00:00
2023-10,信息系统,政务信息化,政府网络与数据安全岗,38,4,0.105263,38,4,0.105263,2023-10,2023-10,0,1,1,10,10,0.105263,0.105263,1,2026-08-06T03:30:35+00:00
2024-10,信息系统,政务信息化,政府网络与数据安全岗,44,2,0.045455,82,6,0.073171,2023-10,2023-10,12,1,0,7,10,-0.059808,-0.032092,1,2026-08-06T03:30:35+00:00
2025-10,信息系统,政务信息化,政府网络与数据安全岗,26,5,0.192308,108,11,0.101852,2023-10,2023-10,24,1,0,6,11,0.146853,0.028681,1,2026-08-06T03:30:35+00:00
2023-10,信息系统,政务信息化,政府网络与通信运维岗,13,3,0.230769,13,3,0.230769,2023-10,2023-10,0,1,1,10,10,0.230769,0.230769,1,2026-08-06T03:30:35+00:00
2024-10,信息系统,政务信息化,政府网络与通信运维岗,8,2,0.25,21,5,0.238095,2023-10,2023-10,12,1,0,7,10,0.019231,0.007326,1,2026-08-06T03:30:35+00:00
2025-10,信息系统,政务信息化,政府网络与通信运维岗,11,0,0.0,32,5,0.15625,2023-10,2023-10,24,1,0,6,11,-0.25,-0.081845,1,2026-08-06T03:30:35+00:00
2023-10,信息系统,政务信息化,政府通信电子技术岗,7,1,0.142857,7,1,0.142857,2023-10,2023-10,0,1,1,10,10,0.142857,0.142857,1,2026-08-06T03:30:35+00:00
2024-10,信息系统,政务信息化,政府通信电子技术岗,11,0,0.0,18,1,0.055556,2023-10,2023-10,12,1,0,7,10,-0.142857,-0.087301,1,2026-08-06T03:30:35+00:00
2025-10,信息系统,政务信息化,政府通信电子技术岗,2,0,0.0,20,1,0.05,2023-10,2023-10,24,1,0,6,11,0.0,-0.005556,1,2026-08-06T03:30:35+00:00
2023-10,信息系统,政务信息化,政府通用计算机技术岗,37,5,0.135135,37,5,0.135135,2023-10,2023-10,0,1,1,10,10,0.135135,0.135135,1,2026-08-06T03:30:35+00:00
2024-10,信息系统,政务信息化,政府通用计算机技术岗,38,3,0.078947,75,8,0.106667,2023-10,2023-10,12,1,0,7,10,-0.056188,-0.028468,1,2026-08-06T03:30:35+00:00
2025-10,信息系统,政务信息化,政府通用计算机技术岗,35,1,0.028571,110,9,0.081818,2023-10,2023-10,24,1,0,6,11,-0.050376,-0.024849,1,2026-08-06T03:30:35+00:00
2023-10,地理信息系统,空间信息技术,政府地理信息与空间数据技术岗,5,5,1.0,5,5,1.0,2023-10,2023-10,0,1,1,3,3,1.0,1.0,1,2026-08-06T03:30:35+00:00
2023-10,地理信息系统,空间信息技术,政府数据治理与统计分析岗,631,1,0.001585,631,1,0.001585,2023-10,2023-10,0,1,1,3,3,0.001585,0.001585,1,2026-08-06T03:30:35+00:00
2024-10,地理信息系统,空间信息技术,政府数据治理与统计分析岗,638,3,0.004702,1269,4,0.003152,2023-10,2023-10,12,1,0,1,3,0.003117,0.001567,1,2026-08-06T03:30:35+00:00
2025-10,地理信息系统,空间信息技术,政府数据治理与统计分析岗,408,6,0.014706,1677,10,0.005963,2023-10,2023-10,24,1,0,2,4,0.010004,0.002811,1,2026-08-06T03:30:35+00:00
2025-10,地理信息系统,空间信息技术,政府智能化与自动化技术岗,6,1,0.166667,16,1,0.0625,2025-10,2023-10,24,0,1,2,4,0.166667,0.0625,1,2026-08-06T03:30:35+00:00
2023-10,地理信息系统,空间信息技术,政府通信电子技术岗,7,1,0.142857,7,1,0.142857,2023-10,2023-10,0,1,1,3,3,0.142857,0.142857,1,2026-08-06T03:30:35+00:00
2024-10,地理信息系统,空间信息技术,政府通信电子技术岗,11,0,0.0,18,1,0.055556,2023-10,2023-10,12,1,0,1,3,-0.142857,-0.087301,1,2026-08-06T03:30:35+00:00
2025-10,地理信息系统,空间信息技术,政府通信电子技术岗,2,0,0.0,20,1,0.05,2023-10,2023-10,24,1,0,2,4,0.0,-0.005556,1,2026-08-06T03:30:35+00:00
2023-10,大数据管理与应用,政务信息化,政府信息化建设与管理岗,86,3,0.034884,86,3,0.034884,2023-10,2023-10,0,1,1,4,4,0.034884,0.034884,1,2026-08-06T03:30:35+00:00
2024-10,大数据管理与应用,政务信息化,政府信息化建设与管理岗,56,0,0.0,142,3,0.021127,2023-10,2023-10,12,1,0,5,7,-0.034884,-0.013757,1,2026-08-06T03:30:35+00:00
2025-10,大数据管理与应用,政务信息化,政府信息化建设与管理岗,73,0,0.0,215,3,0.013953,2023-10,2023-10,24,1,0,4,8,0.0,-0.007174,1,2026-08-06T03:30:35+00:00
2024-10,大数据管理与应用,政务信息化,政府信息系统开发岗,13,1,0.076923,18,1,0.055556,2024-10,2023-10,12,0,1,5,7,0.076923,0.055556,1,2026-08-06T03:30:35+00:00
2025-10,大数据管理与应用,政务信息化,政府信息系统开发岗,4,0,0.0,22,1,0.045455,2024-10,2023-10,24,0,0,4,8,-0.076923,-0.010101,1,2026-08-06T03:30:35+00:00
2025-10,大数据管理与应用,政务信息化,政府信息系统运维岗,230,27,0.117391,585,27,0.046154,2025-10,2023-10,24,0,1,4,8,0.117391,0.046154,1,2026-08-06T03:30:35+00:00
2023-10,大数据管理与应用,政务信息化,政府数字监管与科技执法岗,34,5,0.147059,34,5,0.147059,2023-10,2023-10,0,1,1,4,4,0.147059,0.147059,1,2026-08-06T03:30:35+00:00
2024-10,大数据管理与应用,政务信息化,政府数字监管与科技执法岗,36,1,0.027778,70,6,0.085714,2023-10,2023-10,12,1,0,5,7,-0.119281,-0.061345,1,2026-08-06T03:30:35+00:00
2025-10,大数据管理与应用,政务信息化,政府数字监管与科技执法岗,39,1,0.025641,109,7,0.06422,2023-10,2023-10,24,1,0,4,8,-0.002137,-0.021494,1,2026-08-06T03:30:35+00:00
2023-10,大数据管理与应用,政务信息化,政府数据治理与统计分析岗,631,43,0.068146,631,43,0.068146,2023-10,2023-10,0,1,1,4,4,0.068146,0.068146,1,2026-08-06T03:30:35+00:00
2024-10,大数据管理与应用,政务信息化,政府数据治理与统计分析岗,638,48,0.075235,1269,91,0.07171,2023-10,2023-10,12,1,0,5,7,0.007089,0.003564,1,2026-08-06T03:30:35+00:00
