month,standard_job,skill,kg_display_skill,lifecycle_status,first_seen_month,last_seen_month,age_months,months_since_last_seen,current_monthly_skill_count,current_monthly_skill_frequency,cumulative_skill_count,cumulative_skill_frequency,recent_3m_skill_count,recent_6m_skill_count,recent_3m_active_months,recent_6m_active_months,prev_3m_skill_count,prev_6m_skill_count,mom_frequency_change,recent_3m_vs_prev_3m_change,recent_6m_frequency_stddev,covered_job_count,recent_3m_covered_job_count,prev_3m_covered_job_count,recent_3m_covered_job_count_change,lifecycle_reason,updated_at
2025-10,政府信息化审计岗,计算机科学与技术,计算机基础,衰退技能,2023-10,2023-10,1,1,0,0.0,1,0.5,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,人工智能,智能化技术,活跃技能,2023-10,2025-10,3,0,11,0.150685,26,0.12093,26,26,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,信息化建设,政务信息化,活跃技能,2023-10,2025-10,3,0,19,0.260274,39,0.181395,39,39,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,信息安全,网络与安全,活跃技能,2023-10,2025-10,3,0,8,0.109589,29,0.134884,29,29,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,信息管理与信息系统,政务信息化,废弃技能,2023-10,2023-10,1,2,0,0.0,4,0.018605,4,4,1,1,0,0,0.0,0.0,0.0,0,0,0,0,absent for at least two observed annual recruitment cycles; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,信息系统,政务信息化,活跃技能,2023-10,2025-10,2,0,3,0.041096,11,0.051163,11,11,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,大数据管理与应用,政务信息化,废弃技能,2023-10,2023-10,1,2,0,0.0,3,0.013953,3,3,1,1,0,0,0.0,0.0,0.0,0,0,0,0,absent for at least two observed annual recruitment cycles; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,密码技术,网络与安全,衰退技能,2023-10,2024-10,2,1,0,0.0,4,0.018605,4,4,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,数据科学与大数据技术,数据与统计,活跃技能,2023-10,2025-10,3,0,10,0.136986,27,0.125581,27,27,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,数据管理,数据与统计,废弃技能,2023-10,2023-10,1,2,0,0.0,3,0.013953,3,3,1,1,0,0,0.0,0.0,0.0,0,0,0,0,absent for at least two observed annual recruitment cycles; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,数据计算及应用,数据与统计,衰退技能,2023-10,2023-10,1,2,0,0.0,2,0.009302,2,2,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,物联网工程,智能化技术,衰退技能,2023-10,2024-10,2,1,0,0.0,7,0.032558,7,7,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,电子信息,通信与电子技术,稳定核心技能,2023-10,2025-10,3,0,62,0.849315,157,0.730233,157,157,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,电子信息工程,通信与电子技术,废弃技能,2023-10,2023-10,1,2,0,0.0,6,0.027907,6,6,1,1,0,0,0.0,0.0,0.0,0,0,0,0,absent for at least two observed annual recruitment cycles; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,统计分析,数据与统计,新兴技能,2025-10,2025-10,1,0,1,0.013699,1,0.004651,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,统计学,数据与统计,活跃技能,2023-10,2025-10,2,0,2,0.027397,7,0.032558,7,7,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,网络工程,网络与基础设施,活跃技能,2023-10,2025-10,3,0,1,0.013699,21,0.097674,21,21,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,网络空间安全,网络与安全,活跃技能,2023-10,2025-10,3,0,11,0.150685,31,0.144186,31,31,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,自动化,智能化技术,活跃技能,2023-10,2025-10,3,0,1,0.013699,15,0.069767,15,15,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,计算机科学与技术,计算机基础,稳定核心技能,2023-10,2025-10,3,0,72,0.986301,191,0.888372,191,191,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,软件工程,软件工程,稳定核心技能,2023-10,2025-10,3,0,19,0.260274,62,0.288372,62,62,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,通信工程,通信与电子技术,活跃技能,2023-10,2025-10,3,0,5,0.068493,26,0.12093,26,26,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息化建设与管理岗,遥感技术,空间信息技术,活跃技能,2024-10,2025-10,2,0,1,0.013699,2,0.009302,2,2,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,人工智能,智能化技术,新兴技能,2025-10,2025-10,1,0,1,0.25,1,0.045455,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,信息安全,网络与安全,活跃技能,2024-10,2025-10,2,0,1,0.25,2,0.090909,2,2,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,信息管理与信息系统,政务信息化,衰退技能,2024-10,2024-10,1,1,0,0.0,1,0.045455,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,信息系统,政务信息化,衰退技能,2023-10,2024-10,2,1,0,0.0,5,0.227273,5,5,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,大数据管理与应用,政务信息化,衰退技能,2024-10,2024-10,1,1,0,0.0,1,0.045455,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,数据分析,数据与统计,衰退技能,2024-10,2024-10,1,1,0,0.0,1,0.045455,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,数据科学与大数据技术,数据与统计,新兴技能,2025-10,2025-10,1,0,1,0.25,1,0.045455,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,数据管理,数据与统计,衰退技能,2024-10,2024-10,1,1,0,0.0,1,0.045455,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,电子信息,通信与电子技术,稳定核心技能,2023-10,2025-10,3,0,3,0.75,18,0.818182,18,18,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,电子信息工程,通信与电子技术,活跃技能,2024-10,2025-10,2,0,1,0.25,2,0.090909,2,2,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,系统运维,网络与基础设施,新兴技能,2025-10,2025-10,1,0,1,0.25,1,0.045455,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,统计学,数据与统计,衰退技能,2024-10,2024-10,1,1,0,0.0,1,0.045455,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,网络空间安全,网络与安全,稳定核心技能,2023-10,2025-10,3,0,2,0.5,9,0.409091,9,9,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,自动化,智能化技术,稳定核心技能,2023-10,2025-10,3,0,1,0.25,11,0.5,11,11,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,计算机科学与技术,计算机基础,稳定核心技能,2023-10,2025-10,3,0,3,0.75,19,0.863636,19,19,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,软件工程,软件工程,稳定核心技能,2023-10,2025-10,3,0,3,0.75,20,0.909091,20,20,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统开发岗,通信工程,通信与电子技术,稳定核心技能,2023-10,2025-10,3,0,3,0.75,18,0.818182,18,18,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,人工智能,智能化技术,活跃技能,2023-10,2025-10,3,0,23,0.1,26,0.044444,26,26,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,信息化建设,政务信息化,新兴技能,2025-10,2025-10,1,0,1,0.004348,1,0.001709,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,信息安全,网络与安全,稳定核心技能,2023-10,2025-10,3,0,98,0.426087,211,0.360684,211,211,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,信息管理与信息系统,政务信息化,新兴技能,2025-10,2025-10,1,0,27,0.117391,27,0.046154,27,27,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,信息系统,政务信息化,稳定核心技能,2023-10,2025-10,3,0,222,0.965217,565,0.965812,565,565,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,大数据管理与应用,政务信息化,新兴技能,2025-10,2025-10,1,0,27,0.117391,27,0.046154,27,27,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,数据分析,数据与统计,新兴技能,2025-10,2025-10,1,0,2,0.008696,2,0.003419,2,2,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,数据科学与大数据技术,数据与统计,活跃技能,2023-10,2025-10,3,0,87,0.378261,130,0.222222,130,130,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,数据管理,数据与统计,新兴技能,2025-10,2025-10,1,0,27,0.117391,27,0.046154,27,27,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,物联网工程,智能化技术,活跃技能,2023-10,2025-10,3,0,41,0.178261,92,0.157265,92,92,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,电子信息,通信与电子技术,稳定核心技能,2023-10,2025-10,3,0,82,0.356522,151,0.25812,151,151,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,电子信息工程,通信与电子技术,活跃技能,2023-10,2025-10,3,0,5,0.021739,21,0.035897,21,21,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,系统运维,网络与基础设施,稳定核心技能,2023-10,2025-10,3,0,229,0.995652,581,0.993162,581,581,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,统计学,数据与统计,衰退技能,2023-10,2023-10,1,2,0,0.0,1,0.001709,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,网络工程,网络与基础设施,稳定核心技能,2023-10,2025-10,3,0,88,0.382609,192,0.328205,192,192,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,网络空间安全,网络与安全,活跃技能,2023-10,2025-10,3,0,48,0.208696,142,0.242735,142,142,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,网络运维,网络与基础设施,新兴技能,2025-10,2025-10,1,0,1,0.004348,1,0.001709,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,自动化,智能化技术,活跃技能,2023-10,2025-10,3,0,3,0.013043,16,0.02735,16,16,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,计算机科学与技术,计算机基础,稳定核心技能,2023-10,2025-10,3,0,227,0.986957,562,0.960684,562,562,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,软件工程,软件工程,稳定核心技能,2023-10,2025-10,3,0,136,0.591304,327,0.558974,327,327,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府信息系统运维岗,通信工程,通信与电子技术,活跃技能,2023-10,2025-10,3,0,47,0.204348,84,0.14359,84,84,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2023-10,政府地理信息与空间数据技术岗,信息系统,政务信息化,新兴技能,2023-10,2023-10,1,0,5,1.0,5,1.0,5,5,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2023-10,政府地理信息与空间数据技术岗,地理信息系统,空间信息技术,新兴技能,2023-10,2023-10,1,0,5,1.0,5,1.0,5,5,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2023-10,政府地理信息与空间数据技术岗,统计学,数据与统计,新兴技能,2023-10,2023-10,1,0,1,0.2,1,0.2,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2023-10,政府地理信息与空间数据技术岗,计算机科学与技术,计算机基础,新兴技能,2023-10,2023-10,1,0,1,0.2,1,0.2,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2023-10,政府地理信息与空间数据技术岗,遥感技术,空间信息技术,新兴技能,2023-10,2023-10,1,0,4,0.8,4,0.8,4,4,1,1,0,0,0.0,0.0,0.0,0,0,0,0,first appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,人工智能,智能化技术,稳定核心技能,2023-10,2025-10,3,0,26,0.666667,46,0.422018,46,46,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,信息安全,网络与安全,稳定核心技能,2023-10,2025-10,3,0,27,0.692308,56,0.513761,56,56,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,信息管理与信息系统,政务信息化,衰退技能,2023-10,2024-10,2,1,0,0.0,5,0.045872,5,5,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,信息系统,政务信息化,衰退技能,2023-10,2024-10,2,1,0,0.0,6,0.055046,6,6,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,大数据管理与应用,政务信息化,活跃技能,2023-10,2025-10,3,0,1,0.025641,7,0.06422,7,7,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,密码技术,网络与安全,衰退技能,2023-10,2023-10,1,2,0,0.0,1,0.009174,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,数据分析,数据与统计,衰退技能,2023-10,2024-10,2,1,0,0.0,2,0.018349,2,2,2,2,0,0,0.0,0.0,0.0,0,0,0,0,appeared historically but not in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,数据科学与大数据技术,数据与统计,稳定核心技能,2023-10,2025-10,3,0,26,0.666667,55,0.504587,55,55,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,数据管理,数据与统计,活跃技能,2023-10,2025-10,3,0,1,0.025641,7,0.06422,7,7,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,数据计算及应用,数据与统计,活跃技能,2023-10,2025-10,3,0,3,0.076923,7,0.06422,7,7,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,物联网工程,智能化技术,活跃技能,2023-10,2025-10,3,0,10,0.25641,23,0.211009,23,23,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,电子信息,通信与电子技术,稳定核心技能,2023-10,2025-10,3,0,35,0.897436,79,0.724771,79,79,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in multiple annual recruitment cycles with sustained cumulative demand; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
2025-10,政府数字监管与科技执法岗,电子信息工程,通信与电子技术,活跃技能,2023-10,2025-10,3,0,9,0.230769,13,0.119266,13,13,3,3,0,0,0.0,0.0,0.0,0,0,0,0,appeared in the latest annual recruitment cycle; government metrics use observed annual recruitment cycles,2026-08-06T03:30:35+00:00
