month,standard_job,skill,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency
2023-10,政府信息系统开发岗,网络空间安全,5,4,0.8,5,4,0.8
2024-10,政府信息系统开发岗,网络空间安全,13,3,0.230769,18,7,0.388889
2025-10,政府信息系统开发岗,网络空间安全,4,2,0.5,22,9,0.409091
2023-10,政府信息系统开发岗,自动化,5,3,0.6,5,3,0.6
2024-10,政府信息系统开发岗,自动化,13,7,0.538462,18,10,0.555556
2025-10,政府信息系统开发岗,自动化,4,1,0.25,22,11,0.5
2023-10,政府信息系统开发岗,计算机科学与技术,5,5,1.0,5,5,1.0
2024-10,政府信息系统开发岗,计算机科学与技术,13,11,0.846154,18,16,0.888889
2025-10,政府信息系统开发岗,计算机科学与技术,4,3,0.75,22,19,0.863636
2023-10,政府信息系统开发岗,软件工程,5,5,1.0,5,5,1.0
2024-10,政府信息系统开发岗,软件工程,13,12,0.923077,18,17,0.944444
2025-10,政府信息系统开发岗,软件工程,4,3,0.75,22,20,0.909091
2023-10,政府信息系统开发岗,通信工程,5,5,1.0,5,5,1.0
2024-10,政府信息系统开发岗,通信工程,13,10,0.769231,18,15,0.833333
2025-10,政府信息系统开发岗,通信工程,4,3,0.75,22,18,0.818182
2023-10,政府信息系统运维岗,人工智能,109,2,0.018349,109,2,0.018349
2024-10,政府信息系统运维岗,人工智能,246,1,0.004065,355,3,0.008451
2025-10,政府信息系统运维岗,人工智能,230,23,0.1,585,26,0.044444
2025-10,政府信息系统运维岗,信息化建设,230,1,0.004348,585,1,0.001709
2023-10,政府信息系统运维岗,信息安全,109,19,0.174312,109,19,0.174312
2024-10,政府信息系统运维岗,信息安全,246,94,0.382114,355,113,0.31831
2025-10,政府信息系统运维岗,信息安全,230,98,0.426087,585,211,0.360684
2025-10,政府信息系统运维岗,信息管理与信息系统,230,27,0.117391,585,27,0.046154
2023-10,政府信息系统运维岗,信息系统,109,100,0.917431,109,100,0.917431
2024-10,政府信息系统运维岗,信息系统,246,243,0.987805,355,343,0.966197
2025-10,政府信息系统运维岗,信息系统,230,222,0.965217,585,565,0.965812
2025-10,政府信息系统运维岗,大数据管理与应用,230,27,0.117391,585,27,0.046154
2025-10,政府信息系统运维岗,数据分析,230,2,0.008696,585,2,0.003419
2023-10,政府信息系统运维岗,数据科学与大数据技术,109,2,0.018349,109,2,0.018349
2024-10,政府信息系统运维岗,数据科学与大数据技术,246,41,0.166667,355,43,0.121127
2025-10,政府信息系统运维岗,数据科学与大数据技术,230,87,0.378261,585,130,0.222222
2025-10,政府信息系统运维岗,数据管理,230,27,0.117391,585,27,0.046154
2023-10,政府信息系统运维岗,物联网工程,109,17,0.155963,109,17,0.155963
2024-10,政府信息系统运维岗,物联网工程,246,34,0.138211,355,51,0.143662
2025-10,政府信息系统运维岗,物联网工程,230,41,0.178261,585,92,0.157265
2023-10,政府信息系统运维岗,电子信息,109,12,0.110092,109,12,0.110092
2024-10,政府信息系统运维岗,电子信息,246,57,0.231707,355,69,0.194366
2025-10,政府信息系统运维岗,电子信息,230,82,0.356522,585,151,0.25812
2023-10,政府信息系统运维岗,电子信息工程,109,12,0.110092,109,12,0.110092
2024-10,政府信息系统运维岗,电子信息工程,246,4,0.01626,355,16,0.04507
2025-10,政府信息系统运维岗,电子信息工程,230,5,0.021739,585,21,0.035897
2023-10,政府信息系统运维岗,系统运维,109,107,0.981651,109,107,0.981651
2024-10,政府信息系统运维岗,系统运维,246,245,0.995935,355,352,0.991549
2025-10,政府信息系统运维岗,系统运维,230,229,0.995652,585,581,0.993162
2023-10,政府信息系统运维岗,统计学,109,1,0.009174,109,1,0.009174
2024-10,政府信息系统运维岗,统计学,246,0,0.0,355,1,0.002817
2025-10,政府信息系统运维岗,统计学,230,0,0.0,585,1,0.001709
2023-10,政府信息系统运维岗,网络工程,109,24,0.220183,109,24,0.220183
2024-10,政府信息系统运维岗,网络工程,246,80,0.325203,355,104,0.292958
2025-10,政府信息系统运维岗,网络工程,230,88,0.382609,585,192,0.328205
2023-10,政府信息系统运维岗,网络空间安全,109,5,0.045872,109,5,0.045872
2024-10,政府信息系统运维岗,网络空间安全,246,89,0.361789,355,94,0.264789
2025-10,政府信息系统运维岗,网络空间安全,230,48,0.208696,585,142,0.242735
2025-10,政府信息系统运维岗,网络运维,230,1,0.004348,585,1,0.001709
2023-10,政府信息系统运维岗,自动化,109,12,0.110092,109,12,0.110092
2024-10,政府信息系统运维岗,自动化,246,1,0.004065,355,13,0.03662
2025-10,政府信息系统运维岗,自动化,230,3,0.013043,585,16,0.02735
2023-10,政府信息系统运维岗,计算机科学与技术,109,90,0.825688,109,90,0.825688
2024-10,政府信息系统运维岗,计算机科学与技术,246,245,0.995935,355,335,0.943662
2025-10,政府信息系统运维岗,计算机科学与技术,230,227,0.986957,585,562,0.960684
2023-10,政府信息系统运维岗,软件工程,109,36,0.330275,109,36,0.330275
2024-10,政府信息系统运维岗,软件工程,246,155,0.630081,355,191,0.538028
2025-10,政府信息系统运维岗,软件工程,230,136,0.591304,585,327,0.558974
2023-10,政府信息系统运维岗,通信工程,109,18,0.165138,109,18,0.165138
2024-10,政府信息系统运维岗,通信工程,246,19,0.077236,355,37,0.104225
2025-10,政府信息系统运维岗,通信工程,230,47,0.204348,585,84,0.14359
2023-10,政府地理信息与空间数据技术岗,信息系统,5,5,1.0,5,5,1.0
2023-10,政府地理信息与空间数据技术岗,地理信息系统,5,5,1.0,5,5,1.0
2023-10,政府地理信息与空间数据技术岗,统计学,5,1,0.2,5,1,0.2
2023-10,政府地理信息与空间数据技术岗,计算机科学与技术,5,1,0.2,5,1,0.2
2023-10,政府地理信息与空间数据技术岗,遥感技术,5,4,0.8,5,4,0.8
2023-10,政府数字监管与科技执法岗,人工智能,34,8,0.235294,34,8,0.235294
2024-10,政府数字监管与科技执法岗,人工智能,36,12,0.333333,70,20,0.285714
2025-10,政府数字监管与科技执法岗,人工智能,39,26,0.666667,109,46,0.422018
2023-10,政府数字监管与科技执法岗,信息安全,34,10,0.294118,34,10,0.294118
2024-10,政府数字监管与科技执法岗,信息安全,36,19,0.527778,70,29,0.414286
2025-10,政府数字监管与科技执法岗,信息安全,39,27,0.692308,109,56,0.513761
2023-10,政府数字监管与科技执法岗,信息管理与信息系统,34,4,0.117647,34,4,0.117647
2024-10,政府数字监管与科技执法岗,信息管理与信息系统,36,1,0.027778,70,5,0.071429
2025-10,政府数字监管与科技执法岗,信息管理与信息系统,39,0,0.0,109,5,0.045872
2023-10,政府数字监管与科技执法岗,信息系统,34,4,0.117647,34,4,0.117647
2024-10,政府数字监管与科技执法岗,信息系统,36,2,0.055556,70,6,0.085714
2025-10,政府数字监管与科技执法岗,信息系统,39,0,0.0,109,6,0.055046
2023-10,政府数字监管与科技执法岗,大数据管理与应用,34,5,0.147059,34,5,0.147059
2024-10,政府数字监管与科技执法岗,大数据管理与应用,36,1,0.027778,70,6,0.085714
2025-10,政府数字监管与科技执法岗,大数据管理与应用,39,1,0.025641,109,7,0.06422
2023-10,政府数字监管与科技执法岗,密码技术,34,1,0.029412,34,1,0.029412
2024-10,政府数字监管与科技执法岗,密码技术,36,0,0.0,70,1,0.014286
2025-10,政府数字监管与科技执法岗,密码技术,39,0,0.0,109,1,0.009174
2023-10,政府数字监管与科技执法岗,数据分析,34,1,0.029412,34,1,0.029412
2024-10,政府数字监管与科技执法岗,数据分析,36,1,0.027778,70,2,0.028571
2025-10,政府数字监管与科技执法岗,数据分析,39,0,0.0,109,2,0.018349
2023-10,政府数字监管与科技执法岗,数据科学与大数据技术,34,12,0.352941,34,12,0.352941
2024-10,政府数字监管与科技执法岗,数据科学与大数据技术,36,17,0.472222,70,29,0.414286
2025-10,政府数字监管与科技执法岗,数据科学与大数据技术,39,26,0.666667,109,55,0.504587
2023-10,政府数字监管与科技执法岗,数据管理,34,5,0.147059,34,5,0.147059
2024-10,政府数字监管与科技执法岗,数据管理,36,1,0.027778,70,6,0.085714
2025-10,政府数字监管与科技执法岗,数据管理,39,1,0.025641,109,7,0.06422
2023-10,政府数字监管与科技执法岗,数据计算及应用,34,3,0.088235,34,3,0.088235
2024-10,政府数字监管与科技执法岗,数据计算及应用,36,1,0.027778,70,4,0.057143
2025-10,政府数字监管与科技执法岗,数据计算及应用,39,3,0.076923,109,7,0.06422
2023-10,政府数字监管与科技执法岗,物联网工程,34,6,0.176471,34,6,0.176471
2024-10,政府数字监管与科技执法岗,物联网工程,36,7,0.194444,70,13,0.185714
2025-10,政府数字监管与科技执法岗,物联网工程,39,10,0.25641,109,23,0.211009
2023-10,政府数字监管与科技执法岗,电子信息,34,11,0.323529,34,11,0.323529
2024-10,政府数字监管与科技执法岗,电子信息,36,33,0.916667,70,44,0.628571
2025-10,政府数字监管与科技执法岗,电子信息,39,35,0.897436,109,79,0.724771
2023-10,政府数字监管与科技执法岗,电子信息工程,34,2,0.058824,34,2,0.058824
2024-10,政府数字监管与科技执法岗,电子信息工程,36,2,0.055556,70,4,0.057143
2025-10,政府数字监管与科技执法岗,电子信息工程,39,9,0.230769,109,13,0.119266
2024-10,政府数字监管与科技执法岗,统计分析,36,3,0.083333,70,3,0.042857
2025-10,政府数字监管与科技执法岗,统计分析,39,4,0.102564,109,7,0.06422
2023-10,政府数字监管与科技执法岗,统计学,34,9,0.264706,34,9,0.264706
2024-10,政府数字监管与科技执法岗,统计学,36,2,0.055556,70,11,0.157143
2025-10,政府数字监管与科技执法岗,统计学,39,3,0.076923,109,14,0.12844
2023-10,政府数字监管与科技执法岗,网络工程,34,8,0.235294,34,8,0.235294
2024-10,政府数字监管与科技执法岗,网络工程,36,19,0.527778,70,27,0.385714
2025-10,政府数字监管与科技执法岗,网络工程,39,28,0.717949,109,55,0.504587
2023-10,政府数字监管与科技执法岗,网络空间安全,34,5,0.147059,34,5,0.147059
2024-10,政府数字监管与科技执法岗,网络空间安全,36,12,0.333333,70,17,0.242857
2025-10,政府数字监管与科技执法岗,网络空间安全,39,14,0.358974,109,31,0.284404
2023-10,政府数字监管与科技执法岗,自动化,34,2,0.058824,34,2,0.058824
2024-10,政府数字监管与科技执法岗,自动化,36,1,0.027778,70,3,0.042857
2025-10,政府数字监管与科技执法岗,自动化,39,0,0.0,109,3,0.027523
2023-10,政府数字监管与科技执法岗,计算机科学与技术,34,24,0.705882,34,24,0.705882
2024-10,政府数字监管与科技执法岗,计算机科学与技术,36,31,0.861111,70,55,0.785714
2025-10,政府数字监管与科技执法岗,计算机科学与技术,39,30,0.769231,109,85,0.779817
2023-10,政府数字监管与科技执法岗,软件工程,34,17,0.5,34,17,0.5
2024-10,政府数字监管与科技执法岗,软件工程,36,31,0.861111,70,48,0.685714
2025-10,政府数字监管与科技执法岗,软件工程,39,31,0.794872,109,79,0.724771
2023-10,政府数字监管与科技执法岗,通信工程,34,3,0.088235,34,3,0.088235
2024-10,政府数字监管与科技执法岗,通信工程,36,4,0.111111,70,7,0.1
2025-10,政府数字监管与科技执法岗,通信工程,39,8,0.205128,109,15,0.137615
2023-10,政府数据治理与统计分析岗,人工智能,631,26,0.041204,631,26,0.041204
2024-10,政府数据治理与统计分析岗,人工智能,638,25,0.039185,1269,51,0.040189
2025-10,政府数据治理与统计分析岗,人工智能,408,26,0.063725,1677,77,0.045915
2023-10,政府数据治理与统计分析岗,信息化建设,631,10,0.015848,631,10,0.015848
2024-10,政府数据治理与统计分析岗,信息化建设,638,35,0.054859,1269,45,0.035461
2025-10,政府数据治理与统计分析岗,信息化建设,408,10,0.02451,1677,55,0.032797
2023-10,政府数据治理与统计分析岗,信息安全,631,61,0.096672,631,61,0.096672
2024-10,政府数据治理与统计分析岗,信息安全,638,69,0.10815,1269,130,0.102443
2025-10,政府数据治理与统计分析岗,信息安全,408,28,0.068627,1677,158,0.094216
2023-10,政府数据治理与统计分析岗,信息管理与信息系统,631,45,0.071315,631,45,0.071315
2024-10,政府数据治理与统计分析岗,信息管理与信息系统,638,22,0.034483,1269,67,0.052797
2025-10,政府数据治理与统计分析岗,信息管理与信息系统,408,1,0.002451,1677,68,0.040549
2023-10,政府数据治理与统计分析岗,信息系统,631,70,0.110935,631,70,0.110935
2024-10,政府数据治理与统计分析岗,信息系统,638,67,0.105016,1269,137,0.107959
2025-10,政府数据治理与统计分析岗,信息系统,408,8,0.019608,1677,145,0.086464
2023-10,政府数据治理与统计分析岗,地理信息系统,631,1,0.001585,631,1,0.001585
2024-10,政府数据治理与统计分析岗,地理信息系统,638,3,0.004702,1269,4,0.003152
2025-10,政府数据治理与统计分析岗,地理信息系统,408,6,0.014706,1677,10,0.005963
2023-10,政府数据治理与统计分析岗,大数据管理与应用,631,43,0.068146,631,43,0.068146
2024-10,政府数据治理与统计分析岗,大数据管理与应用,638,48,0.075235,1269,91,0.07171
2025-10,政府数据治理与统计分析岗,大数据管理与应用,408,31,0.07598,1677,122,0.072749
2023-10,政府数据治理与统计分析岗,密码技术,631,1,0.001585,631,1,0.001585
2024-10,政府数据治理与统计分析岗,密码技术,638,12,0.018809,1269,13,0.010244
2025-10,政府数据治理与统计分析岗,密码技术,408,9,0.022059,1677,22,0.013119
2024-10,政府数据治理与统计分析岗,情报技术,638,1,0.001567,1269,1,0.000788
2025-10,政府数据治理与统计分析岗,情报技术,408,1,0.002451,1677,2,0.001193
2023-10,政府数据治理与统计分析岗,数据分析,631,151,0.239303,631,151,0.239303
2024-10,政府数据治理与统计分析岗,数据分析,638,113,0.177116,1269,264,0.208038
2025-10,政府数据治理与统计分析岗,数据分析,408,54,0.132353,1677,318,0.189624
2023-10,政府数据治理与统计分析岗,数据处理,631,416,0.659271,631,416,0.659271
2024-10,政府数据治理与统计分析岗,数据处理,638,439,0.688088,1269,855,0.673759
2025-10,政府数据治理与统计分析岗,数据处理,408,252,0.617647,1677,1107,0.660107
2025-10,政府数据治理与统计分析岗,数据安全,408,1,0.002451,1677,1,0.000596
2023-10,政府数据治理与统计分析岗,数据治理,631,2,0.00317,631,2,0.00317
2024-10,政府数据治理与统计分析岗,数据治理,638,2,0.003135,1269,4,0.003152
2025-10,政府数据治理与统计分析岗,数据治理,408,0,0.0,1677,4,0.002385
2023-10,政府数据治理与统计分析岗,数据科学与大数据技术,631,73,0.115689,631,73,0.115689
2024-10,政府数据治理与统计分析岗,数据科学与大数据技术,638,168,0.263323,1269,241,0.189913
2025-10,政府数据治理与统计分析岗,数据科学与大数据技术,408,107,0.262255,1677,348,0.207513
2023-10,政府数据治理与统计分析岗,数据管理,631,44,0.069731,631,44,0.069731
2024-10,政府数据治理与统计分析岗,数据管理,638,50,0.07837,1269,94,0.074074
2025-10,政府数据治理与统计分析岗,数据管理,408,31,0.07598,1677,125,0.074538
2023-10,政府数据治理与统计分析岗,数据计算及应用,631,74,0.117274,631,74,0.117274
2024-10,政府数据治理与统计分析岗,数据计算及应用,638,71,0.111285,1269,145,0.114263
2025-10,政府数据治理与统计分析岗,数据计算及应用,408,32,0.078431,1677,177,0.105546
2023-10,政府数据治理与统计分析岗,物联网工程,631,41,0.064976,631,41,0.064976
2024-10,政府数据治理与统计分析岗,物联网工程,638,13,0.020376,1269,54,0.042553
2025-10,政府数据治理与统计分析岗,物联网工程,408,17,0.041667,1677,71,0.042338
2023-10,政府数据治理与统计分析岗,电子信息,631,89,0.141046,631,89,0.141046
2024-10,政府数据治理与统计分析岗,电子信息,638,123,0.19279,1269,212,0.167061
2025-10,政府数据治理与统计分析岗,电子信息,408,68,0.166667,1677,280,0.166965
2024-10,政府数据治理与统计分析岗,电子信息工程,638,2,0.003135,1269,2,0.001576
2025-10,政府数据治理与统计分析岗,电子信息工程,408,3,0.007353,1677,5,0.002982
2023-10,政府数据治理与统计分析岗,系统运维,631,39,0.061807,631,39,0.061807
2024-10,政府数据治理与统计分析岗,系统运维,638,59,0.092476,1269,98,0.077226
2025-10,政府数据治理与统计分析岗,系统运维,408,1,0.002451,1677,99,0.059034
2023-10,政府数据治理与统计分析岗,统计分析,631,397,0.62916,631,397,0.62916
2024-10,政府数据治理与统计分析岗,统计分析,638,449,0.703762,1269,846,0.666667
2025-10,政府数据治理与统计分析岗,统计分析,408,332,0.813725,1677,1178,0.702445
2023-10,政府数据治理与统计分析岗,统计学,631,474,0.751189,631,474,0.751189
2024-10,政府数据治理与统计分析岗,统计学,638,449,0.703762,1269,923,0.727344
2025-10,政府数据治理与统计分析岗,统计学,408,258,0.632353,1677,1181,0.704234
2023-10,政府数据治理与统计分析岗,网络工程,631,74,0.117274,631,74,0.117274
2024-10,政府数据治理与统计分析岗,网络工程,638,104,0.163009,1269,178,0.140268
2025-10,政府数据治理与统计分析岗,网络工程,408,53,0.129902,1677,231,0.137746
2023-10,政府数据治理与统计分析岗,网络空间安全,631,12,0.019017,631,12,0.019017
2024-10,政府数据治理与统计分析岗,网络空间安全,638,55,0.086207,1269,67,0.052797
2025-10,政府数据治理与统计分析岗,网络空间安全,408,33,0.080882,1677,100,0.05963
2023-10,政府数据治理与统计分析岗,网络运维,631,1,0.001585,631,1,0.001585
2024-10,政府数据治理与统计分析岗,网络运维,638,0,0.0,1269,1,0.000788
2025-10,政府数据治理与统计分析岗,网络运维,408,2,0.004902,1677,3,0.001789
2023-10,政府数据治理与统计分析岗,自动化,631,15,0.023772,631,15,0.023772
2024-10,政府数据治理与统计分析岗,自动化,638,35,0.054859,1269,50,0.039401
2025-10,政府数据治理与统计分析岗,自动化,408,6,0.014706,1677,56,0.033393
2023-10,政府数据治理与统计分析岗,计算机科学与技术,631,538,0.852615,631,538,0.852615
2024-10,政府数据治理与统计分析岗,计算机科学与技术,638,488,0.76489,1269,1026,0.808511
2025-10,政府数据治理与统计分析岗,计算机科学与技术,408,323,0.791667,1677,1349,0.804413
2023-10,政府数据治理与统计分析岗,软件工程,631,77,0.122029,631,77,0.122029
2024-10,政府数据治理与统计分析岗,软件工程,638,150,0.23511,1269,227,0.178881
2025-10,政府数据治理与统计分析岗,软件工程,408,122,0.29902,1677,349,0.20811
2023-10,政府数据治理与统计分析岗,通信工程,631,21,0.033281,631,21,0.033281
2024-10,政府数据治理与统计分析岗,通信工程,638,33,0.051724,1269,54,0.042553
2025-10,政府数据治理与统计分析岗,通信工程,408,20,0.04902,1677,74,0.044126
2023-10,政府数据治理与统计分析岗,遥感技术,631,1,0.001585,631,1,0.001585
2024-10,政府数据治理与统计分析岗,遥感技术,638,8,0.012539,1269,9,0.007092
2025-10,政府数据治理与统计分析岗,遥感技术,408,11,0.026961,1677,20,0.011926
2024-10,政府智能化与自动化技术岗,人工智能,6,5,0.833333,10,5,0.5
2025-10,政府智能化与自动化技术岗,人工智能,6,5,0.833333,16,10,0.625
2023-10,政府智能化与自动化技术岗,信息化建设,4,1,0.25,4,1,0.25
2024-10,政府智能化与自动化技术岗,信息化建设,6,0,0.0,10,1,0.1
2025-10,政府智能化与自动化技术岗,信息化建设,6,0,0.0,16,1,0.0625
2025-10,政府智能化与自动化技术岗,信息安全,6,1,0.166667,16,1,0.0625
2025-10,政府智能化与自动化技术岗,信息系统,6,1,0.166667,16,1,0.0625
2025-10,政府智能化与自动化技术岗,地理信息系统,6,1,0.166667,16,1,0.0625
2024-10,政府智能化与自动化技术岗,大数据管理与应用,6,1,0.166667,10,1,0.1
2025-10,政府智能化与自动化技术岗,大数据管理与应用,6,0,0.0,16,1,0.0625
2024-10,政府智能化与自动化技术岗,数据分析,6,1,0.166667,10,1,0.1
2025-10,政府智能化与自动化技术岗,数据分析,6,0,0.0,16,1,0.0625
