standard_job,standard_category,month,month_index,skill,kg_display_skill,skill_stage,skill_plan_role,skill_trend_type,planned_jd_count,skill_probability,expected_skill_count
大模型算法工程师,AI算法,2025-07,8,DeepSpeed,大模型,new,core,先上升后稳定,2,0.5507,1
大模型算法工程师,AI算法,2025-08,9,DeepSpeed,大模型,new,core,先上升后稳定,2,0.5851,1
大模型算法工程师,AI算法,2025-09,10,DeepSpeed,大模型,new,core,先上升后稳定,2,0.5772,1
大模型算法工程师,AI算法,2025-10,11,DeepSpeed,大模型,new,core,先上升后稳定,3,0.6944,2
大模型算法工程师,AI算法,2025-11,12,DeepSpeed,大模型,new,core,先上升后稳定,3,0.5762,2
大模型算法工程师,AI算法,2025-12,13,DeepSpeed,大模型,new,core,先上升后稳定,3,0.6529,2
大模型算法工程师,AI算法,2026-01,14,DeepSpeed,大模型,new,core,先上升后稳定,3,0.6702,2
大模型算法工程师,AI算法,2026-02,15,DeepSpeed,大模型,new,core,先上升后稳定,3,0.6072,2
大模型算法工程师,AI算法,2026-03,16,DeepSpeed,大模型,new,core,先上升后稳定,3,0.6605,2
大模型算法工程师,AI算法,2026-04,17,DeepSpeed,大模型,new,core,先上升后稳定,3,0.6172,2
大模型算法工程师,AI算法,2026-05,18,DeepSpeed,大模型,new,core,先上升后稳定,4,0.6093,2
大模型算法工程师,AI算法,2026-06,19,DeepSpeed,大模型,new,core,先上升后稳定,4,0.6814,3
大模型算法工程师,AI算法,2026-07,20,DeepSpeed,大模型,new,core,先上升后稳定,4,0.6054,2
大模型算法工程师,AI算法,2024-12,1,GRPO,大模型,new,core,先上升后稳定,2,0.0000,0
大模型算法工程师,AI算法,2025-01,2,GRPO,大模型,new,core,先上升后稳定,1,0.0000,0
大模型算法工程师,AI算法,2025-02,3,GRPO,大模型,new,core,先上升后稳定,1,0.0000,0
大模型算法工程师,AI算法,2025-03,4,GRPO,大模型,new,core,先上升后稳定,1,0.0000,0
大模型算法工程师,AI算法,2025-04,5,GRPO,大模型,new,core,先上升后稳定,2,0.4703,1
大模型算法工程师,AI算法,2025-05,6,GRPO,大模型,new,core,先上升后稳定,2,0.4703,1
大模型算法工程师,AI算法,2025-06,7,GRPO,大模型,new,core,先上升后稳定,2,0.4703,1
大模型算法工程师,AI算法,2025-07,8,GRPO,大模型,new,core,先上升后稳定,2,0.4876,1
大模型算法工程师,AI算法,2025-08,9,GRPO,大模型,new,core,先上升后稳定,2,0.5357,1
大模型算法工程师,AI算法,2025-09,10,GRPO,大模型,new,core,先上升后稳定,2,0.5601,1
大模型算法工程师,AI算法,2025-10,11,GRPO,大模型,new,core,先上升后稳定,3,0.6018,2
大模型算法工程师,AI算法,2025-11,12,GRPO,大模型,new,core,先上升后稳定,3,0.6677,2
大模型算法工程师,AI算法,2025-12,13,GRPO,大模型,new,core,先上升后稳定,3,0.6118,2
大模型算法工程师,AI算法,2026-01,14,GRPO,大模型,new,core,先上升后稳定,3,0.7087,2
大模型算法工程师,AI算法,2026-02,15,GRPO,大模型,new,core,先上升后稳定,3,0.6722,2
大模型算法工程师,AI算法,2026-03,16,GRPO,大模型,new,core,先上升后稳定,3,0.6035,2
大模型算法工程师,AI算法,2026-04,17,GRPO,大模型,new,core,先上升后稳定,3,0.6428,2
大模型算法工程师,AI算法,2026-05,18,GRPO,大模型,new,core,先上升后稳定,4,0.6754,3
大模型算法工程师,AI算法,2026-06,19,GRPO,大模型,new,core,先上升后稳定,4,0.7065,3
大模型算法工程师,AI算法,2026-07,20,GRPO,大模型,new,core,先上升后稳定,4,0.6651,3
大模型算法工程师,AI算法,2024-12,1,LoRA微调,大模型,new,core,先上升后稳定,2,0.4703,1
大模型算法工程师,AI算法,2025-01,2,LoRA微调,大模型,new,core,先上升后稳定,1,0.4703,0
大模型算法工程师,AI算法,2025-02,3,LoRA微调,大模型,new,core,先上升后稳定,1,0.4703,0
大模型算法工程师,AI算法,2025-03,4,LoRA微调,大模型,new,core,先上升后稳定,1,0.4703,0
大模型算法工程师,AI算法,2025-04,5,LoRA微调,大模型,new,core,先上升后稳定,2,0.4703,1
大模型算法工程师,AI算法,2025-05,6,LoRA微调,大模型,new,core,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-06,7,LoRA微调,大模型,new,core,先上升后稳定,2,0.4978,1
大模型算法工程师,AI算法,2025-07,8,LoRA微调,大模型,new,core,先上升后稳定,2,0.5636,1
大模型算法工程师,AI算法,2025-08,9,LoRA微调,大模型,new,core,先上升后稳定,2,0.5459,1
大模型算法工程师,AI算法,2025-09,10,LoRA微调,大模型,new,core,先上升后稳定,2,0.6166,1
大模型算法工程师,AI算法,2025-10,11,LoRA微调,大模型,new,core,先上升后稳定,3,0.7267,2
大模型算法工程师,AI算法,2025-11,12,LoRA微调,大模型,new,core,先上升后稳定,3,0.7140,2
大模型算法工程师,AI算法,2025-12,13,LoRA微调,大模型,new,core,先上升后稳定,3,0.7238,2
大模型算法工程师,AI算法,2026-01,14,LoRA微调,大模型,new,core,先上升后稳定,3,0.6423,2
大模型算法工程师,AI算法,2026-02,15,LoRA微调,大模型,new,core,先上升后稳定,3,0.7152,2
大模型算法工程师,AI算法,2026-03,16,LoRA微调,大模型,new,core,先上升后稳定,3,0.7051,2
大模型算法工程师,AI算法,2026-04,17,LoRA微调,大模型,new,core,先上升后稳定,3,0.6529,2
大模型算法工程师,AI算法,2026-05,18,LoRA微调,大模型,new,core,先上升后稳定,4,0.6876,3
大模型算法工程师,AI算法,2026-06,19,LoRA微调,大模型,new,core,先上升后稳定,4,0.7249,3
大模型算法工程师,AI算法,2026-07,20,LoRA微调,大模型,new,core,先上升后稳定,4,0.7540,3
大模型算法工程师,AI算法,2024-12,1,Megatron,大模型,new,core,先上升后稳定,2,0.4703,1
大模型算法工程师,AI算法,2025-01,2,Megatron,大模型,new,core,先上升后稳定,1,0.4703,0
大模型算法工程师,AI算法,2025-02,3,Megatron,大模型,new,core,先上升后稳定,1,0.4703,0
大模型算法工程师,AI算法,2025-03,4,Megatron,大模型,new,core,先上升后稳定,1,0.4703,0
大模型算法工程师,AI算法,2025-04,5,Megatron,大模型,new,core,先上升后稳定,2,0.4703,1
大模型算法工程师,AI算法,2025-05,6,Megatron,大模型,new,core,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-06,7,Megatron,大模型,new,core,先上升后稳定,2,0.4971,1
大模型算法工程师,AI算法,2025-07,8,Megatron,大模型,new,core,先上升后稳定,2,0.5783,1
大模型算法工程师,AI算法,2025-08,9,Megatron,大模型,new,core,先上升后稳定,2,0.6068,1
大模型算法工程师,AI算法,2025-09,10,Megatron,大模型,new,core,先上升后稳定,2,0.6754,1
大模型算法工程师,AI算法,2025-10,11,Megatron,大模型,new,core,先上升后稳定,3,0.7502,2
大模型算法工程师,AI算法,2025-11,12,Megatron,大模型,new,core,先上升后稳定,3,0.7317,2
大模型算法工程师,AI算法,2025-12,13,Megatron,大模型,new,core,先上升后稳定,3,0.7178,2
大模型算法工程师,AI算法,2026-01,14,Megatron,大模型,new,core,先上升后稳定,3,0.6117,2
大模型算法工程师,AI算法,2026-02,15,Megatron,大模型,new,core,先上升后稳定,3,0.7188,2
大模型算法工程师,AI算法,2026-03,16,Megatron,大模型,new,core,先上升后稳定,3,0.6715,2
大模型算法工程师,AI算法,2026-04,17,Megatron,大模型,new,core,先上升后稳定,3,0.6629,2
大模型算法工程师,AI算法,2026-05,18,Megatron,大模型,new,core,先上升后稳定,4,0.6347,3
大模型算法工程师,AI算法,2026-06,19,Megatron,大模型,new,core,先上升后稳定,4,0.7154,3
大模型算法工程师,AI算法,2026-07,20,Megatron,大模型,new,core,先上升后稳定,4,0.6083,2
大模型算法工程师,AI算法,2024-12,1,Multimodal AI,大模型,new,core,先上升后稳定,2,0.0000,0
大模型算法工程师,AI算法,2025-01,2,Multimodal AI,大模型,new,core,先上升后稳定,1,0.4703,0
大模型算法工程师,AI算法,2025-02,3,Multimodal AI,大模型,new,core,先上升后稳定,1,0.4703,0
大模型算法工程师,AI算法,2025-03,4,Multimodal AI,大模型,new,core,先上升后稳定,1,0.4703,0
大模型算法工程师,AI算法,2025-04,5,Multimodal AI,大模型,new,core,先上升后稳定,2,0.4703,1
大模型算法工程师,AI算法,2025-05,6,Multimodal AI,大模型,new,core,先上升后稳定,2,0.4703,1
大模型算法工程师,AI算法,2025-06,7,Multimodal AI,大模型,new,core,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-07,8,Multimodal AI,大模型,new,core,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-08,9,Multimodal AI,大模型,new,core,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-09,10,Multimodal AI,大模型,new,core,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-10,11,Multimodal AI,大模型,new,core,先上升后稳定,3,0.4800,1
大模型算法工程师,AI算法,2025-11,12,Multimodal AI,大模型,new,core,先上升后稳定,3,0.4800,1
大模型算法工程师,AI算法,2025-12,13,Multimodal AI,大模型,new,core,先上升后稳定,3,0.5319,2
大模型算法工程师,AI算法,2026-01,14,Multimodal AI,大模型,new,core,先上升后稳定,3,0.4925,1
大模型算法工程师,AI算法,2026-02,15,Multimodal AI,大模型,new,core,先上升后稳定,3,0.4993,1
大模型算法工程师,AI算法,2026-03,16,Multimodal AI,大模型,new,core,先上升后稳定,3,0.4800,1
大模型算法工程师,AI算法,2026-04,17,Multimodal AI,大模型,new,core,先上升后稳定,3,0.5069,2
大模型算法工程师,AI算法,2026-05,18,Multimodal AI,大模型,new,core,先上升后稳定,4,0.4800,2
大模型算法工程师,AI算法,2026-06,19,Multimodal AI,大模型,new,core,先上升后稳定,4,0.4800,2
大模型算法工程师,AI算法,2026-07,20,Multimodal AI,大模型,new,core,先上升后稳定,4,0.4850,2
大模型算法工程师,AI算法,2024-12,1,PPO,大模型,new,core,先上升后稳定,2,0.4703,1
大模型算法工程师,AI算法,2025-01,2,PPO,大模型,new,core,先上升后稳定,1,0.4703,0
大模型算法工程师,AI算法,2025-02,3,PPO,大模型,new,core,先上升后稳定,1,0.4703,0
大模型算法工程师,AI算法,2025-03,4,PPO,大模型,new,core,先上升后稳定,1,0.4703,0
大模型算法工程师,AI算法,2025-04,5,PPO,大模型,new,core,先上升后稳定,2,0.4703,1
大模型算法工程师,AI算法,2025-05,6,PPO,大模型,new,core,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-06,7,PPO,大模型,new,core,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-07,8,PPO,大模型,new,core,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-08,9,PPO,大模型,new,core,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-09,10,PPO,大模型,new,core,先上升后稳定,2,0.5002,1
大模型算法工程师,AI算法,2025-10,11,PPO,大模型,new,core,先上升后稳定,3,0.5147,2
大模型算法工程师,AI算法,2025-11,12,PPO,大模型,new,core,先上升后稳定,3,0.5782,2
大模型算法工程师,AI算法,2025-12,13,PPO,大模型,new,core,先上升后稳定,3,0.6642,2
大模型算法工程师,AI算法,2026-01,14,PPO,大模型,new,core,先上升后稳定,3,0.6720,2
大模型算法工程师,AI算法,2026-02,15,PPO,大模型,new,core,先上升后稳定,3,0.6667,2
大模型算法工程师,AI算法,2026-03,16,PPO,大模型,new,core,先上升后稳定,3,0.6097,2
大模型算法工程师,AI算法,2026-04,17,PPO,大模型,new,core,先上升后稳定,3,0.5797,2
大模型算法工程师,AI算法,2026-05,18,PPO,大模型,new,core,先上升后稳定,4,0.6472,3
大模型算法工程师,AI算法,2026-06,19,PPO,大模型,new,core,先上升后稳定,4,0.6414,3
大模型算法工程师,AI算法,2026-07,20,PPO,大模型,new,core,先上升后稳定,4,0.6509,3
大模型算法工程师,AI算法,2024-12,1,RLHF,大模型,new,trend,先上升后稳定,2,0.3120,1
大模型算法工程师,AI算法,2025-01,2,RLHF,大模型,new,trend,先上升后稳定,1,0.3504,0
大模型算法工程师,AI算法,2025-02,3,RLHF,大模型,new,trend,先上升后稳定,1,0.3888,0
大模型算法工程师,AI算法,2025-03,4,RLHF,大模型,new,trend,先上升后稳定,1,0.4272,0
大模型算法工程师,AI算法,2025-04,5,RLHF,大模型,new,trend,先上升后稳定,2,0.4656,1
大模型算法工程师,AI算法,2025-05,6,RLHF,大模型,new,trend,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-06,7,RLHF,大模型,new,trend,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-07,8,RLHF,大模型,new,trend,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-08,9,RLHF,大模型,new,trend,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-09,10,RLHF,大模型,new,trend,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-10,11,RLHF,大模型,new,trend,先上升后稳定,3,0.5327,2
大模型算法工程师,AI算法,2025-11,12,RLHF,大模型,new,trend,先上升后稳定,3,0.5220,2
大模型算法工程师,AI算法,2025-12,13,RLHF,大模型,new,trend,先上升后稳定,3,0.6011,2
大模型算法工程师,AI算法,2026-01,14,RLHF,大模型,new,trend,先上升后稳定,3,0.5579,2
大模型算法工程师,AI算法,2026-02,15,RLHF,大模型,new,trend,先上升后稳定,3,0.5259,2
大模型算法工程师,AI算法,2026-03,16,RLHF,大模型,new,trend,先上升后稳定,3,0.5334,2
大模型算法工程师,AI算法,2026-04,17,RLHF,大模型,new,trend,先上升后稳定,3,0.6065,2
大模型算法工程师,AI算法,2026-05,18,RLHF,大模型,new,trend,先上升后稳定,4,0.5440,2
大模型算法工程师,AI算法,2026-06,19,RLHF,大模型,new,trend,先上升后稳定,4,0.5495,2
大模型算法工程师,AI算法,2026-07,20,RLHF,大模型,new,trend,先上升后稳定,4,0.5130,2
大模型算法工程师,AI算法,2024-12,1,SFT,大模型,new,trend,先上升后稳定,2,0.3120,1
大模型算法工程师,AI算法,2025-01,2,SFT,大模型,new,trend,先上升后稳定,1,0.3504,0
大模型算法工程师,AI算法,2025-02,3,SFT,大模型,new,trend,先上升后稳定,1,0.3888,0
大模型算法工程师,AI算法,2025-03,4,SFT,大模型,new,trend,先上升后稳定,1,0.4272,0
大模型算法工程师,AI算法,2025-04,5,SFT,大模型,new,trend,先上升后稳定,2,0.4656,1
大模型算法工程师,AI算法,2025-05,6,SFT,大模型,new,trend,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-06,7,SFT,大模型,new,trend,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-07,8,SFT,大模型,new,trend,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-08,9,SFT,大模型,new,trend,先上升后稳定,2,0.4800,1
大模型算法工程师,AI算法,2025-09,10,SFT,大模型,new,trend,先上升后稳定,2,0.4925,1
