standard_job,standard_category,month,month_index,monthly_jd_count,cumulative_jd_count,demand_trend_type,is_active_month
AI Agent算法工程师,AI算法,2025-10,11,4,38,稳定波动,yes
AI Agent算法工程师,AI算法,2025-11,12,3,41,稳定波动,yes
AI Agent算法工程师,AI算法,2025-12,13,0,41,稳定波动,no
AI Agent算法工程师,AI算法,2026-01,14,3,44,稳定波动,yes
AI Agent算法工程师,AI算法,2026-02,15,3,47,稳定波动,yes
AI Agent算法工程师,AI算法,2026-03,16,4,51,稳定波动,yes
AI Agent算法工程师,AI算法,2026-04,17,4,55,稳定波动,yes
AI Agent算法工程师,AI算法,2026-05,18,4,59,稳定波动,yes
AI Agent算法工程师,AI算法,2026-06,19,3,62,稳定波动,yes
AI Agent算法工程师,AI算法,2026-07,20,2,64,稳定波动,yes
大模型应用工程师,AI应用,2024-12,1,2,2,持续上升,yes
大模型应用工程师,AI应用,2025-01,2,2,4,持续上升,yes
大模型应用工程师,AI应用,2025-02,3,2,6,持续上升,yes
大模型应用工程师,AI应用,2025-03,4,1,7,持续上升,yes
大模型应用工程师,AI应用,2025-04,5,1,8,持续上升,yes
大模型应用工程师,AI应用,2025-05,6,1,9,持续上升,yes
大模型应用工程师,AI应用,2025-06,7,1,10,持续上升,yes
大模型应用工程师,AI应用,2025-07,8,1,11,持续上升,yes
大模型应用工程师,AI应用,2025-08,9,1,12,持续上升,yes
大模型应用工程师,AI应用,2025-09,10,2,14,持续上升,yes
大模型应用工程师,AI应用,2025-10,11,2,16,持续上升,yes
大模型应用工程师,AI应用,2025-11,12,2,18,持续上升,yes
大模型应用工程师,AI应用,2025-12,13,2,20,持续上升,yes
大模型应用工程师,AI应用,2026-01,14,2,22,持续上升,yes
大模型应用工程师,AI应用,2026-02,15,2,24,持续上升,yes
大模型应用工程师,AI应用,2026-03,16,2,26,持续上升,yes
大模型应用工程师,AI应用,2026-04,17,3,29,持续上升,yes
大模型应用工程师,AI应用,2026-05,18,3,32,持续上升,yes
大模型应用工程师,AI应用,2026-06,19,3,35,持续上升,yes
大模型应用工程师,AI应用,2026-07,20,3,38,持续上升,yes
AI Agent应用工程师,AI应用,2024-12,1,2,2,稳定波动,yes
AI Agent应用工程师,AI应用,2025-01,2,3,5,稳定波动,yes
AI Agent应用工程师,AI应用,2025-02,3,3,8,稳定波动,yes
AI Agent应用工程师,AI应用,2025-03,4,2,10,稳定波动,yes
AI Agent应用工程师,AI应用,2025-04,5,2,12,稳定波动,yes
AI Agent应用工程师,AI应用,2025-05,6,1,13,稳定波动,yes
AI Agent应用工程师,AI应用,2025-06,7,2,15,稳定波动,yes
AI Agent应用工程师,AI应用,2025-07,8,2,17,稳定波动,yes
AI Agent应用工程师,AI应用,2025-08,9,2,19,稳定波动,yes
AI Agent应用工程师,AI应用,2025-09,10,0,19,稳定波动,no
AI Agent应用工程师,AI应用,2025-10,11,3,22,稳定波动,yes
AI Agent应用工程师,AI应用,2025-11,12,1,23,稳定波动,yes
AI Agent应用工程师,AI应用,2025-12,13,2,25,稳定波动,yes
AI Agent应用工程师,AI应用,2026-01,14,2,27,稳定波动,yes
AI Agent应用工程师,AI应用,2026-02,15,2,29,稳定波动,yes
AI Agent应用工程师,AI应用,2026-03,16,3,32,稳定波动,yes
AI Agent应用工程师,AI应用,2026-04,17,2,34,稳定波动,yes
AI Agent应用工程师,AI应用,2026-05,18,0,34,稳定波动,no
AI Agent应用工程师,AI应用,2026-06,19,2,36,稳定波动,yes
AI Agent应用工程师,AI应用,2026-07,20,1,37,稳定波动,yes
AI应用工程师,AI应用,2024-12,1,0,0,间歇出现,no
AI应用工程师,AI应用,2025-01,2,3,3,间歇出现,yes
AI应用工程师,AI应用,2025-02,3,3,6,间歇出现,yes
AI应用工程师,AI应用,2025-03,4,0,6,间歇出现,no
AI应用工程师,AI应用,2025-04,5,0,6,间歇出现,no
AI应用工程师,AI应用,2025-05,6,3,9,间歇出现,yes
AI应用工程师,AI应用,2025-06,7,0,9,间歇出现,no
AI应用工程师,AI应用,2025-07,8,3,12,间歇出现,yes
AI应用工程师,AI应用,2025-08,9,0,12,间歇出现,no
AI应用工程师,AI应用,2025-09,10,3,15,间歇出现,yes
AI应用工程师,AI应用,2025-10,11,0,15,间歇出现,no
AI应用工程师,AI应用,2025-11,12,0,15,间歇出现,no
AI应用工程师,AI应用,2025-12,13,3,18,间歇出现,yes
AI应用工程师,AI应用,2026-01,14,2,20,间歇出现,yes
AI应用工程师,AI应用,2026-02,15,3,23,间歇出现,yes
AI应用工程师,AI应用,2026-03,16,4,27,间歇出现,yes
AI应用工程师,AI应用,2026-04,17,3,30,间歇出现,yes
AI应用工程师,AI应用,2026-05,18,2,32,间歇出现,yes
AI应用工程师,AI应用,2026-06,19,0,32,间歇出现,no
AI应用工程师,AI应用,2026-07,20,2,34,间歇出现,yes
AI安全工程师,AI安全,2024-12,1,0,0,间歇出现,no
AI安全工程师,AI安全,2025-01,2,2,2,间歇出现,yes
AI安全工程师,AI安全,2025-02,3,3,5,间歇出现,yes
AI安全工程师,AI安全,2025-03,4,0,5,间歇出现,no
AI安全工程师,AI安全,2025-04,5,2,7,间歇出现,yes
AI安全工程师,AI安全,2025-05,6,2,9,间歇出现,yes
AI安全工程师,AI安全,2025-06,7,3,12,间歇出现,yes
AI安全工程师,AI安全,2025-07,8,0,12,间歇出现,no
AI安全工程师,AI安全,2025-08,9,0,12,间歇出现,no
AI安全工程师,AI安全,2025-09,10,2,14,间歇出现,yes
AI安全工程师,AI安全,2025-10,11,0,14,间歇出现,no
AI安全工程师,AI安全,2025-11,12,0,14,间歇出现,no
AI安全工程师,AI安全,2025-12,13,2,16,间歇出现,yes
AI安全工程师,AI安全,2026-01,14,0,16,间歇出现,no
AI安全工程师,AI安全,2026-02,15,3,19,间歇出现,yes
AI安全工程师,AI安全,2026-03,16,0,19,间歇出现,no
AI安全工程师,AI安全,2026-04,17,0,19,间歇出现,no
AI安全工程师,AI安全,2026-05,18,2,21,间歇出现,yes
AI安全工程师,AI安全,2026-06,19,0,21,间歇出现,no
AI安全工程师,AI安全,2026-07,20,0,21,间歇出现,no
AI Infra工程师,AI基础设施,2024-12,1,3,3,稳定波动,yes
AI Infra工程师,AI基础设施,2025-01,2,5,8,稳定波动,yes
AI Infra工程师,AI基础设施,2025-02,3,5,13,稳定波动,yes
AI Infra工程师,AI基础设施,2025-03,4,3,16,稳定波动,yes
AI Infra工程师,AI基础设施,2025-04,5,3,19,稳定波动,yes
AI Infra工程师,AI基础设施,2025-05,6,2,21,稳定波动,yes
AI Infra工程师,AI基础设施,2025-06,7,2,23,稳定波动,yes
AI Infra工程师,AI基础设施,2025-07,8,3,26,稳定波动,yes
AI Infra工程师,AI基础设施,2025-08,9,4,30,稳定波动,yes
AI Infra工程师,AI基础设施,2025-09,10,5,35,稳定波动,yes
AI Infra工程师,AI基础设施,2025-10,11,3,38,稳定波动,yes
AI Infra工程师,AI基础设施,2025-11,12,2,40,稳定波动,yes
AI Infra工程师,AI基础设施,2025-12,13,2,42,稳定波动,yes
AI Infra工程师,AI基础设施,2026-01,14,2,44,稳定波动,yes
AI Infra工程师,AI基础设施,2026-02,15,3,47,稳定波动,yes
AI Infra工程师,AI基础设施,2026-03,16,4,51,稳定波动,yes
AI Infra工程师,AI基础设施,2026-04,17,5,56,稳定波动,yes
AI Infra工程师,AI基础设施,2026-05,18,4,60,稳定波动,yes
AI Infra工程师,AI基础设施,2026-06,19,3,63,稳定波动,yes
AI Infra工程师,AI基础设施,2026-07,20,0,63,稳定波动,no
AIGC算法工程师,AI算法,2024-12,1,1,1,先上升后下降,yes
AIGC算法工程师,AI算法,2025-01,2,2,3,先上升后下降,yes
AIGC算法工程师,AI算法,2025-02,3,0,3,先上升后下降,no
AIGC算法工程师,AI算法,2025-03,4,1,4,先上升后下降,yes
AIGC算法工程师,AI算法,2025-04,5,1,5,先上升后下降,yes
AIGC算法工程师,AI算法,2025-05,6,1,6,先上升后下降,yes
AIGC算法工程师,AI算法,2025-06,7,2,8,先上升后下降,yes
AIGC算法工程师,AI算法,2025-07,8,2,10,先上升后下降,yes
AIGC算法工程师,AI算法,2025-08,9,3,13,先上升后下降,yes
AIGC算法工程师,AI算法,2025-09,10,3,16,先上升后下降,yes
AIGC算法工程师,AI算法,2025-10,11,3,19,先上升后下降,yes
AIGC算法工程师,AI算法,2025-11,12,3,22,先上升后下降,yes
AIGC算法工程师,AI算法,2025-12,13,3,25,先上升后下降,yes
AIGC算法工程师,AI算法,2026-01,14,3,28,先上升后下降,yes
AIGC算法工程师,AI算法,2026-02,15,2,30,先上升后下降,yes
AIGC算法工程师,AI算法,2026-03,16,2,32,先上升后下降,yes
AIGC算法工程师,AI算法,2026-04,17,2,34,先上升后下降,yes
AIGC算法工程师,AI算法,2026-05,18,1,35,先上升后下降,yes
AIGC算法工程师,AI算法,2026-06,19,1,36,先上升后下降,yes
AIGC算法工程师,AI算法,2026-07,20,1,37,先上升后下降,yes
多模态算法工程师,AI算法,2024-12,1,1,1,先上升后稳定,yes
多模态算法工程师,AI算法,2025-01,2,1,2,先上升后稳定,yes
多模态算法工程师,AI算法,2025-02,3,2,4,先上升后稳定,yes
多模态算法工程师,AI算法,2025-03,4,2,6,先上升后稳定,yes
多模态算法工程师,AI算法,2025-04,5,0,6,先上升后稳定,no
多模态算法工程师,AI算法,2025-05,6,2,8,先上升后稳定,yes
多模态算法工程师,AI算法,2025-06,7,2,10,先上升后稳定,yes
多模态算法工程师,AI算法,2025-07,8,3,13,先上升后稳定,yes
多模态算法工程师,AI算法,2025-08,9,3,16,先上升后稳定,yes
多模态算法工程师,AI算法,2025-09,10,3,19,先上升后稳定,yes
多模态算法工程师,AI算法,2025-10,11,4,23,先上升后稳定,yes
多模态算法工程师,AI算法,2025-11,12,4,27,先上升后稳定,yes
多模态算法工程师,AI算法,2025-12,13,4,31,先上升后稳定,yes
多模态算法工程师,AI算法,2026-01,14,4,35,先上升后稳定,yes
多模态算法工程师,AI算法,2026-02,15,3,38,先上升后稳定,yes
多模态算法工程师,AI算法,2026-03,16,3,41,先上升后稳定,yes
多模态算法工程师,AI算法,2026-04,17,0,41,先上升后稳定,no
多模态算法工程师,AI算法,2026-05,18,3,44,先上升后稳定,yes
多模态算法工程师,AI算法,2026-06,19,3,47,先上升后稳定,yes
多模态算法工程师,AI算法,2026-07,20,3,50,先上升后稳定,yes
NLP算法工程师,AI算法,2024-12,1,0,0,先上升后稳定,no
NLP算法工程师,AI算法,2025-01,2,1,1,先上升后稳定,yes
NLP算法工程师,AI算法,2025-02,3,1,2,先上升后稳定,yes
NLP算法工程师,AI算法,2025-03,4,2,4,先上升后稳定,yes
NLP算法工程师,AI算法,2025-04,5,2,6,先上升后稳定,yes
NLP算法工程师,AI算法,2025-05,6,2,8,先上升后稳定,yes
NLP算法工程师,AI算法,2025-06,7,3,11,先上升后稳定,yes
NLP算法工程师,AI算法,2025-07,8,3,14,先上升后稳定,yes
NLP算法工程师,AI算法,2025-08,9,3,17,先上升后稳定,yes
NLP算法工程师,AI算法,2025-09,10,4,21,先上升后稳定,yes
NLP算法工程师,AI算法,2025-10,11,3,24,先上升后稳定,yes
NLP算法工程师,AI算法,2025-11,12,0,24,先上升后稳定,no
NLP算法工程师,AI算法,2025-12,13,3,27,先上升后稳定,yes
NLP算法工程师,AI算法,2026-01,14,3,30,先上升后稳定,yes
NLP算法工程师,AI算法,2026-02,15,4,34,先上升后稳定,yes
NLP算法工程师,AI算法,2026-03,16,4,38,先上升后稳定,yes
NLP算法工程师,AI算法,2026-04,17,4,42,先上升后稳定,yes
NLP算法工程师,AI算法,2026-05,18,3,45,先上升后稳定,yes
NLP算法工程师,AI算法,2026-06,19,3,48,先上升后稳定,yes
NLP算法工程师,AI算法,2026-07,20,3,51,先上升后稳定,yes
计算机视觉算法工程师,AI算法,2024-12,1,2,2,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-01,2,2,4,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-02,3,2,6,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-03,4,2,8,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-04,5,1,9,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-05,6,1,10,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-06,7,1,11,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-07,8,2,13,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-08,9,2,15,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-09,10,2,17,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-10,11,2,19,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-11,12,1,20,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-12,13,1,21,稳定波动,yes
计算机视觉算法工程师,AI算法,2026-01,14,1,22,稳定波动,yes
计算机视觉算法工程师,AI算法,2026-02,15,0,22,稳定波动,no
计算机视觉算法工程师,AI算法,2026-03,16,2,24,稳定波动,yes
计算机视觉算法工程师,AI算法,2026-04,17,2,26,稳定波动,yes
计算机视觉算法工程师,AI算法,2026-05,18,1,27,稳定波动,yes
计算机视觉算法工程师,AI算法,2026-06,19,1,28,稳定波动,yes
计算机视觉算法工程师,AI算法,2026-07,20,1,29,稳定波动,yes
语音算法工程师,AI算法,2024-12,1,2,2,持续上升,yes
语音算法工程师,AI算法,2025-01,2,1,3,持续上升,yes
语音算法工程师,AI算法,2025-02,3,2,5,持续上升,yes
语音算法工程师,AI算法,2025-03,4,1,6,持续上升,yes
语音算法工程师,AI算法,2025-04,5,1,7,持续上升,yes
语音算法工程师,AI算法,2025-05,6,1,8,持续上升,yes
语音算法工程师,AI算法,2025-06,7,1,9,持续上升,yes
语音算法工程师,AI算法,2025-07,8,2,11,持续上升,yes
语音算法工程师,AI算法,2025-08,9,2,13,持续上升,yes
语音算法工程师,AI算法,2025-09,10,2,15,持续上升,yes
语音算法工程师,AI算法,2025-10,11,2,17,持续上升,yes
语音算法工程师,AI算法,2025-11,12,2,19,持续上升,yes
语音算法工程师,AI算法,2025-12,13,2,21,持续上升,yes
语音算法工程师,AI算法,2026-01,14,2,23,持续上升,yes
语音算法工程师,AI算法,2026-02,15,2,25,持续上升,yes
语音算法工程师,AI算法,2026-03,16,0,25,持续上升,no
语音算法工程师,AI算法,2026-04,17,3,28,持续上升,yes
语音算法工程师,AI算法,2026-05,18,4,32,持续上升,yes
语音算法工程师,AI算法,2026-06,19,4,36,持续上升,yes
语音算法工程师,AI算法,2026-07,20,4,40,持续上升,yes
推荐算法工程师,算法,2024-12,1,2,2,消失后再出现,yes
推荐算法工程师,算法,2025-01,2,3,5,消失后再出现,yes
推荐算法工程师,算法,2025-02,3,3,8,消失后再出现,yes
推荐算法工程师,算法,2025-03,4,3,11,消失后再出现,yes
推荐算法工程师,算法,2025-04,5,3,14,消失后再出现,yes
推荐算法工程师,算法,2025-05,6,0,14,消失后再出现,no
推荐算法工程师,算法,2025-06,7,0,14,消失后再出现,no
推荐算法工程师,算法,2025-07,8,0,14,消失后再出现,no
推荐算法工程师,算法,2025-08,9,2,16,消失后再出现,yes
推荐算法工程师,算法,2025-09,10,3,19,消失后再出现,yes
推荐算法工程师,算法,2025-10,11,2,21,消失后再出现,yes
推荐算法工程师,算法,2025-11,12,3,24,消失后再出现,yes
推荐算法工程师,算法,2025-12,13,3,27,消失后再出现,yes
推荐算法工程师,算法,2026-01,14,3,30,消失后再出现,yes
推荐算法工程师,算法,2026-02,15,3,33,消失后再出现,yes
推荐算法工程师,算法,2026-03,16,4,37,消失后再出现,yes
推荐算法工程师,算法,2026-04,17,4,41,消失后再出现,yes
推荐算法工程师,算法,2026-05,18,3,44,消失后再出现,yes
推荐算法工程师,算法,2026-06,19,3,47,消失后再出现,yes
推荐算法工程师,算法,2026-07,20,4,51,消失后再出现,yes
搜索算法工程师,算法,2024-12,1,3,3,间歇出现,yes
搜索算法工程师,算法,2025-01,2,2,5,间歇出现,yes
搜索算法工程师,算法,2025-02,3,0,5,间歇出现,no
搜索算法工程师,算法,2025-03,4,0,5,间歇出现,no
搜索算法工程师,算法,2025-04,5,0,5,间歇出现,no
搜索算法工程师,算法,2025-05,6,0,5,间歇出现,no
搜索算法工程师,算法,2025-06,7,3,8,间歇出现,yes
搜索算法工程师,算法,2025-07,8,2,10,间歇出现,yes
搜索算法工程师,算法,2025-08,9,0,10,间歇出现,no
搜索算法工程师,算法,2025-09,10,0,10,间歇出现,no
搜索算法工程师,算法,2025-10,11,0,10,间歇出现,no
搜索算法工程师,算法,2025-11,12,0,10,间歇出现,no
搜索算法工程师,算法,2025-12,13,0,10,间歇出现,no
搜索算法工程师,算法,2026-01,14,0,10,间歇出现,no
搜索算法工程师,算法,2026-02,15,2,12,间歇出现,yes
搜索算法工程师,算法,2026-03,16,3,15,间歇出现,yes
搜索算法工程师,算法,2026-04,17,0,15,间歇出现,no
搜索算法工程师,算法,2026-05,18,0,15,间歇出现,no
搜索算法工程师,算法,2026-06,19,2,17,间歇出现,yes
搜索算法工程师,算法,2026-07,20,0,17,间歇出现,no
广告算法工程师,算法,2024-12,1,2,2,先上升后下降,yes
广告算法工程师,算法,2025-01,2,2,4,先上升后下降,yes
广告算法工程师,算法,2025-02,3,1,5,先上升后下降,yes
广告算法工程师,算法,2025-03,4,1,6,先上升后下降,yes
广告算法工程师,算法,2025-04,5,1,7,先上升后下降,yes
广告算法工程师,算法,2025-05,6,1,8,先上升后下降,yes
广告算法工程师,算法,2025-06,7,2,10,先上升后下降,yes
广告算法工程师,算法,2025-07,8,2,12,先上升后下降,yes
广告算法工程师,算法,2025-08,9,2,14,先上升后下降,yes
广告算法工程师,算法,2025-09,10,2,16,先上升后下降,yes
广告算法工程师,算法,2025-10,11,3,19,先上升后下降,yes
广告算法工程师,算法,2025-11,12,3,22,先上升后下降,yes
广告算法工程师,算法,2025-12,13,3,25,先上升后下降,yes
广告算法工程师,算法,2026-01,14,0,25,先上升后下降,no
广告算法工程师,算法,2026-02,15,3,28,先上升后下降,yes
广告算法工程师,算法,2026-03,16,2,30,先上升后下降,yes
广告算法工程师,算法,2026-04,17,2,32,先上升后下降,yes
广告算法工程师,算法,2026-05,18,1,33,先上升后下降,yes
广告算法工程师,算法,2026-06,19,1,34,先上升后下降,yes
广告算法工程师,算法,2026-07,20,1,35,先上升后下降,yes
风控算法工程师,算法,2024-12,1,2,2,稳定波动,yes
风控算法工程师,算法,2025-01,2,2,4,稳定波动,yes
风控算法工程师,算法,2025-02,3,2,6,稳定波动,yes
风控算法工程师,算法,2025-03,4,2,8,稳定波动,yes
风控算法工程师,算法,2025-04,5,1,9,稳定波动,yes
风控算法工程师,算法,2025-05,6,0,9,稳定波动,no
风控算法工程师,算法,2025-06,7,1,10,稳定波动,yes
风控算法工程师,算法,2025-07,8,2,12,稳定波动,yes
风控算法工程师,算法,2025-08,9,2,14,稳定波动,yes
风控算法工程师,算法,2025-09,10,2,16,稳定波动,yes
风控算法工程师,算法,2025-10,11,2,18,稳定波动,yes
风控算法工程师,算法,2025-11,12,1,19,稳定波动,yes
风控算法工程师,算法,2025-12,13,1,20,稳定波动,yes
风控算法工程师,算法,2026-01,14,1,21,稳定波动,yes
风控算法工程师,算法,2026-02,15,2,23,稳定波动,yes
风控算法工程师,算法,2026-03,16,2,25,稳定波动,yes
风控算法工程师,算法,2026-04,17,2,27,稳定波动,yes
风控算法工程师,算法,2026-05,18,2,29,稳定波动,yes
风控算法工程师,算法,2026-06,19,2,31,稳定波动,yes
风控算法工程师,算法,2026-07,20,1,32,稳定波动,yes
机器学习算法工程师,AI算法,2024-12,1,2,2,间歇出现,yes
机器学习算法工程师,AI算法,2025-01,2,2,4,间歇出现,yes
机器学习算法工程师,AI算法,2025-02,3,1,5,间歇出现,yes
机器学习算法工程师,AI算法,2025-03,4,0,5,间歇出现,no
机器学习算法工程师,AI算法,2025-04,5,1,6,间歇出现,yes
机器学习算法工程师,AI算法,2025-05,6,3,9,间歇出现,yes
机器学习算法工程师,AI算法,2025-06,7,2,11,间歇出现,yes
机器学习算法工程师,AI算法,2025-07,8,2,13,间歇出现,yes
机器学习算法工程师,AI算法,2025-08,9,0,13,间歇出现,no
机器学习算法工程师,AI算法,2025-09,10,0,13,间歇出现,no
机器学习算法工程师,AI算法,2025-10,11,0,13,间歇出现,no
机器学习算法工程师,AI算法,2025-11,12,0,13,间歇出现,no
机器学习算法工程师,AI算法,2025-12,13,2,15,间歇出现,yes
机器学习算法工程师,AI算法,2026-01,14,0,15,间歇出现,no
机器学习算法工程师,AI算法,2026-02,15,2,17,间歇出现,yes
机器学习算法工程师,AI算法,2026-03,16,0,17,间歇出现,no
机器学习算法工程师,AI算法,2026-04,17,1,18,间歇出现,yes
机器学习算法工程师,AI算法,2026-05,18,0,18,间歇出现,no
机器学习算法工程师,AI算法,2026-06,19,0,18,间歇出现,no
机器学习算法工程师,AI算法,2026-07,20,0,18,间歇出现,no
数据挖掘算法工程师,算法,2024-12,1,2,2,间歇出现,yes
数据挖掘算法工程师,算法,2025-01,2,0,2,间歇出现,no
数据挖掘算法工程师,算法,2025-02,3,2,4,间歇出现,yes
数据挖掘算法工程师,算法,2025-03,4,0,4,间歇出现,no
数据挖掘算法工程师,算法,2025-04,5,0,4,间歇出现,no
数据挖掘算法工程师,算法,2025-05,6,0,4,间歇出现,no
数据挖掘算法工程师,算法,2025-06,7,2,6,间歇出现,yes
数据挖掘算法工程师,算法,2025-07,8,2,8,间歇出现,yes
数据挖掘算法工程师,算法,2025-08,9,3,11,间歇出现,yes
数据挖掘算法工程师,算法,2025-09,10,0,11,间歇出现,no
数据挖掘算法工程师,算法,2025-10,11,0,11,间歇出现,no
数据挖掘算法工程师,算法,2025-11,12,0,11,间歇出现,no
数据挖掘算法工程师,算法,2025-12,13,0,11,间歇出现,no
数据挖掘算法工程师,算法,2026-01,14,0,11,间歇出现,no
数据挖掘算法工程师,算法,2026-02,15,0,11,间歇出现,no
数据挖掘算法工程师,算法,2026-03,16,0,11,间歇出现,no
数据挖掘算法工程师,算法,2026-04,17,2,13,间歇出现,yes
数据挖掘算法工程师,算法,2026-05,18,0,13,间歇出现,no
数据挖掘算法工程师,算法,2026-06,19,0,13,间歇出现,no
数据挖掘算法工程师,算法,2026-07,20,0,13,间歇出现,no
算法研究员,AI算法,2024-12,1,1,1,先上升后稳定,yes
算法研究员,AI算法,2025-01,2,2,3,先上升后稳定,yes
算法研究员,AI算法,2025-02,3,1,4,先上升后稳定,yes
算法研究员,AI算法,2025-03,4,1,5,先上升后稳定,yes
算法研究员,AI算法,2025-04,5,1,6,先上升后稳定,yes
算法研究员,AI算法,2025-05,6,2,8,先上升后稳定,yes
算法研究员,AI算法,2025-06,7,1,9,先上升后稳定,yes
算法研究员,AI算法,2025-07,8,2,11,先上升后稳定,yes
算法研究员,AI算法,2025-08,9,2,13,先上升后稳定,yes
算法研究员,AI算法,2025-09,10,2,15,先上升后稳定,yes
算法研究员,AI算法,2025-10,11,2,17,先上升后稳定,yes
算法研究员,AI算法,2025-11,12,2,19,先上升后稳定,yes
算法研究员,AI算法,2025-12,13,2,21,先上升后稳定,yes
算法研究员,AI算法,2026-01,14,2,23,先上升后稳定,yes
算法研究员,AI算法,2026-02,15,3,26,先上升后稳定,yes
算法研究员,AI算法,2026-03,16,3,29,先上升后稳定,yes
算法研究员,AI算法,2026-04,17,2,31,先上升后稳定,yes
算法研究员,AI算法,2026-05,18,2,33,先上升后稳定,yes
算法研究员,AI算法,2026-06,19,3,36,先上升后稳定,yes
算法研究员,AI算法,2026-07,20,3,39,先上升后稳定,yes
算法工程师,AI算法,2024-12,1,1,1,先上升后稳定,yes
算法工程师,AI算法,2025-01,2,1,2,先上升后稳定,yes
算法工程师,AI算法,2025-02,3,2,4,先上升后稳定,yes
算法工程师,AI算法,2025-03,4,1,5,先上升后稳定,yes
算法工程师,AI算法,2025-04,5,2,7,先上升后稳定,yes
算法工程师,AI算法,2025-05,6,2,9,先上升后稳定,yes
算法工程师,AI算法,2025-06,7,3,12,先上升后稳定,yes
算法工程师,AI算法,2025-07,8,3,15,先上升后稳定,yes
算法工程师,AI算法,2025-08,9,3,18,先上升后稳定,yes
算法工程师,AI算法,2025-09,10,3,21,先上升后稳定,yes
算法工程师,AI算法,2025-10,11,4,25,先上升后稳定,yes
算法工程师,AI算法,2025-11,12,4,29,先上升后稳定,yes
算法工程师,AI算法,2025-12,13,4,33,先上升后稳定,yes
算法工程师,AI算法,2026-01,14,4,37,先上升后稳定,yes
算法工程师,AI算法,2026-02,15,3,40,先上升后稳定,yes
算法工程师,AI算法,2026-03,16,4,44,先上升后稳定,yes
算法工程师,AI算法,2026-04,17,4,48,先上升后稳定,yes
算法工程师,AI算法,2026-05,18,4,52,先上升后稳定,yes
算法工程师,AI算法,2026-06,19,3,55,先上升后稳定,yes
算法工程师,AI算法,2026-07,20,4,59,先上升后稳定,yes
后端开发工程师,软件研发,2024-12,1,2,2,持续上升,yes
后端开发工程师,软件研发,2025-01,2,1,3,持续上升,yes
后端开发工程师,软件研发,2025-02,3,1,4,持续上升,yes
后端开发工程师,软件研发,2025-03,4,1,5,持续上升,yes
后端开发工程师,软件研发,2025-04,5,1,6,持续上升,yes
后端开发工程师,软件研发,2025-05,6,1,7,持续上升,yes
后端开发工程师,软件研发,2025-06,7,2,9,持续上升,yes
后端开发工程师,软件研发,2025-07,8,2,11,持续上升,yes
后端开发工程师,软件研发,2025-08,9,0,11,持续上升,no
后端开发工程师,软件研发,2025-09,10,2,13,持续上升,yes
后端开发工程师,软件研发,2025-10,11,2,15,持续上升,yes
