month,standard_job,skill,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency
2025-09,AI Agent应用工程师,GPU,4,1,0.25,12,1,0.083333
2025-10,AI Agent应用工程师,GPU,1,0,0.0,13,1,0.076923
2025-11,AI Agent应用工程师,GPU,1,0,0.0,14,1,0.071429
2025-12,AI Agent应用工程师,GPU,1,0,0.0,15,1,0.066667
2026-01,AI Agent应用工程师,GPU,2,0,0.0,17,1,0.058824
2026-02,AI Agent应用工程师,GPU,1,0,0.0,18,1,0.055556
2026-03,AI Agent应用工程师,GPU,2,0,0.0,20,1,0.05
2026-04,AI Agent应用工程师,GPU,1,0,0.0,21,1,0.047619
2026-05,AI Agent应用工程师,GPU,2,0,0.0,23,1,0.043478
2026-07,AI Agent应用工程师,GPU,3,0,0.0,26,1,0.038462
2025-10,AI Agent应用工程师,Go,1,1,1.0,13,1,0.076923
2025-11,AI Agent应用工程师,Go,1,1,1.0,14,2,0.142857
2025-12,AI Agent应用工程师,Go,1,0,0.0,15,2,0.133333
2026-01,AI Agent应用工程师,Go,2,0,0.0,17,2,0.117647
2026-02,AI Agent应用工程师,Go,1,0,0.0,18,2,0.111111
2026-03,AI Agent应用工程师,Go,2,1,0.5,20,3,0.15
2026-04,AI Agent应用工程师,Go,1,0,0.0,21,3,0.142857
2026-05,AI Agent应用工程师,Go,2,0,0.0,23,3,0.130435
2026-07,AI Agent应用工程师,Go,3,2,0.666667,26,5,0.192308
2026-05,AI Agent应用工程师,HTML,2,1,0.5,23,1,0.043478
2026-07,AI Agent应用工程师,HTML,3,1,0.333333,26,2,0.076923
2026-05,AI Agent应用工程师,Hadoop,2,1,0.5,23,1,0.043478
2026-07,AI Agent应用工程师,Hadoop,3,0,0.0,26,1,0.038462
2024-12,AI Agent应用工程师,Hive,1,1,1.0,1,1,1.0
2025-01,AI Agent应用工程师,Hive,2,0,0.0,3,1,0.333333
2025-02,AI Agent应用工程师,Hive,1,0,0.0,4,1,0.25
2025-03,AI Agent应用工程师,Hive,1,0,0.0,5,1,0.2
2025-04,AI Agent应用工程师,Hive,1,0,0.0,6,1,0.166667
2025-05,AI Agent应用工程师,Hive,1,0,0.0,7,1,0.142857
2025-07,AI Agent应用工程师,Hive,1,0,0.0,8,1,0.125
2025-09,AI Agent应用工程师,Hive,4,0,0.0,12,1,0.083333
2025-10,AI Agent应用工程师,Hive,1,0,0.0,13,1,0.076923
2025-11,AI Agent应用工程师,Hive,1,0,0.0,14,1,0.071429
2025-12,AI Agent应用工程师,Hive,1,0,0.0,15,1,0.066667
2026-01,AI Agent应用工程师,Hive,2,1,0.5,17,2,0.117647
2026-02,AI Agent应用工程师,Hive,1,0,0.0,18,2,0.111111
2026-03,AI Agent应用工程师,Hive,2,0,0.0,20,2,0.1
2026-04,AI Agent应用工程师,Hive,1,1,1.0,21,3,0.142857
2026-05,AI Agent应用工程师,Hive,2,0,0.0,23,3,0.130435
2026-07,AI Agent应用工程师,Hive,3,0,0.0,26,3,0.115385
2025-10,AI Agent应用工程师,Java,1,1,1.0,13,1,0.076923
2025-11,AI Agent应用工程师,Java,1,1,1.0,14,2,0.142857
2025-12,AI Agent应用工程师,Java,1,0,0.0,15,2,0.133333
2026-01,AI Agent应用工程师,Java,2,1,0.5,17,3,0.176471
2026-02,AI Agent应用工程师,Java,1,0,0.0,18,3,0.166667
2026-03,AI Agent应用工程师,Java,2,0,0.0,20,3,0.15
2026-04,AI Agent应用工程师,Java,1,0,0.0,21,3,0.142857
2026-05,AI Agent应用工程师,Java,2,1,0.5,23,4,0.173913
2026-07,AI Agent应用工程师,Java,3,1,0.333333,26,5,0.192308
2026-02,AI Agent应用工程师,JavaScript,1,1,1.0,18,1,0.055556
2026-03,AI Agent应用工程师,JavaScript,2,1,0.5,20,2,0.1
2026-04,AI Agent应用工程师,JavaScript,1,0,0.0,21,2,0.095238
2026-05,AI Agent应用工程师,JavaScript,2,0,0.0,23,2,0.086957
2026-07,AI Agent应用工程师,JavaScript,3,0,0.0,26,2,0.076923
2025-03,AI Agent应用工程师,Kotlin,1,1,1.0,5,1,0.2
2025-04,AI Agent应用工程师,Kotlin,1,1,1.0,6,2,0.333333
2025-05,AI Agent应用工程师,Kotlin,1,0,0.0,7,2,0.285714
2025-07,AI Agent应用工程师,Kotlin,1,0,0.0,8,2,0.25
2025-09,AI Agent应用工程师,Kotlin,4,1,0.25,12,3,0.25
2025-10,AI Agent应用工程师,Kotlin,1,0,0.0,13,3,0.230769
2025-11,AI Agent应用工程师,Kotlin,1,0,0.0,14,3,0.214286
2025-12,AI Agent应用工程师,Kotlin,1,0,0.0,15,3,0.2
2026-01,AI Agent应用工程师,Kotlin,2,0,0.0,17,3,0.176471
2026-02,AI Agent应用工程师,Kotlin,1,0,0.0,18,3,0.166667
2026-03,AI Agent应用工程师,Kotlin,2,0,0.0,20,3,0.15
2026-04,AI Agent应用工程师,Kotlin,1,1,1.0,21,4,0.190476
2026-05,AI Agent应用工程师,Kotlin,2,0,0.0,23,4,0.173913
2026-07,AI Agent应用工程师,Kotlin,3,1,0.333333,26,5,0.192308
2025-11,AI Agent应用工程师,Kubernetes,1,1,1.0,14,1,0.071429
2025-12,AI Agent应用工程师,Kubernetes,1,0,0.0,15,1,0.066667
2026-01,AI Agent应用工程师,Kubernetes,2,1,0.5,17,2,0.117647
2026-02,AI Agent应用工程师,Kubernetes,1,0,0.0,18,2,0.111111
2026-03,AI Agent应用工程师,Kubernetes,2,0,0.0,20,2,0.1
2026-04,AI Agent应用工程师,Kubernetes,1,1,1.0,21,3,0.142857
2026-05,AI Agent应用工程师,Kubernetes,2,0,0.0,23,3,0.130435
2026-07,AI Agent应用工程师,Kubernetes,3,1,0.333333,26,4,0.153846
2025-05,AI Agent应用工程师,LLM,1,1,1.0,7,1,0.142857
2025-07,AI Agent应用工程师,LLM,1,0,0.0,8,1,0.125
2025-09,AI Agent应用工程师,LLM,4,1,0.25,12,2,0.166667
2025-10,AI Agent应用工程师,LLM,1,0,0.0,13,2,0.153846
2025-11,AI Agent应用工程师,LLM,1,0,0.0,14,2,0.142857
2025-12,AI Agent应用工程师,LLM,1,0,0.0,15,2,0.133333
2026-01,AI Agent应用工程师,LLM,2,0,0.0,17,2,0.117647
2026-02,AI Agent应用工程师,LLM,1,0,0.0,18,2,0.111111
2026-03,AI Agent应用工程师,LLM,2,0,0.0,20,2,0.1
2026-04,AI Agent应用工程师,LLM,1,1,1.0,21,3,0.142857
2026-05,AI Agent应用工程师,LLM,2,0,0.0,23,3,0.130435
2026-07,AI Agent应用工程师,LLM,3,0,0.0,26,3,0.115385
2026-03,AI Agent应用工程师,LangChain,2,1,0.5,20,1,0.05
2026-04,AI Agent应用工程师,LangChain,1,0,0.0,21,1,0.047619
2026-05,AI Agent应用工程师,LangChain,2,0,0.0,23,1,0.043478
2026-07,AI Agent应用工程师,LangChain,3,0,0.0,26,1,0.038462
2025-09,AI Agent应用工程师,LangGraph,4,1,0.25,12,1,0.083333
2025-10,AI Agent应用工程师,LangGraph,1,0,0.0,13,1,0.076923
2025-11,AI Agent应用工程师,LangGraph,1,0,0.0,14,1,0.071429
2025-12,AI Agent应用工程师,LangGraph,1,0,0.0,15,1,0.066667
2026-01,AI Agent应用工程师,LangGraph,2,0,0.0,17,1,0.058824
2026-02,AI Agent应用工程师,LangGraph,1,0,0.0,18,1,0.055556
2026-03,AI Agent应用工程师,LangGraph,2,0,0.0,20,1,0.05
2026-04,AI Agent应用工程师,LangGraph,1,0,0.0,21,1,0.047619
2026-05,AI Agent应用工程师,LangGraph,2,0,0.0,23,1,0.043478
2026-07,AI Agent应用工程师,LangGraph,3,0,0.0,26,1,0.038462
2025-01,AI Agent应用工程师,Linux,2,1,0.5,3,1,0.333333
2025-02,AI Agent应用工程师,Linux,1,0,0.0,4,1,0.25
2025-03,AI Agent应用工程师,Linux,1,0,0.0,5,1,0.2
2025-04,AI Agent应用工程师,Linux,1,1,1.0,6,2,0.333333
2025-05,AI Agent应用工程师,Linux,1,0,0.0,7,2,0.285714
2025-07,AI Agent应用工程师,Linux,1,0,0.0,8,2,0.25
2025-09,AI Agent应用工程师,Linux,4,0,0.0,12,2,0.166667
2025-10,AI Agent应用工程师,Linux,1,0,0.0,13,2,0.153846
2025-11,AI Agent应用工程师,Linux,1,0,0.0,14,2,0.142857
2025-12,AI Agent应用工程师,Linux,1,0,0.0,15,2,0.133333
2026-01,AI Agent应用工程师,Linux,2,0,0.0,17,2,0.117647
2026-02,AI Agent应用工程师,Linux,1,0,0.0,18,2,0.111111
2026-03,AI Agent应用工程师,Linux,2,0,0.0,20,2,0.1
2026-04,AI Agent应用工程师,Linux,1,0,0.0,21,2,0.095238
2026-05,AI Agent应用工程师,Linux,2,1,0.5,23,3,0.130435
2026-07,AI Agent应用工程师,Linux,3,2,0.666667,26,5,0.192308
2026-04,AI Agent应用工程师,LoRA微调,1,1,1.0,21,1,0.047619
2026-05,AI Agent应用工程师,LoRA微调,2,0,0.0,23,1,0.043478
2026-07,AI Agent应用工程师,LoRA微调,3,0,0.0,26,1,0.038462
2025-03,AI Agent应用工程师,Lua,1,1,1.0,5,1,0.2
2025-04,AI Agent应用工程师,Lua,1,0,0.0,6,1,0.166667
2025-05,AI Agent应用工程师,Lua,1,1,1.0,7,2,0.285714
2025-07,AI Agent应用工程师,Lua,1,0,0.0,8,2,0.25
2025-09,AI Agent应用工程师,Lua,4,0,0.0,12,2,0.166667
2025-10,AI Agent应用工程师,Lua,1,0,0.0,13,2,0.153846
2025-11,AI Agent应用工程师,Lua,1,0,0.0,14,2,0.142857
2025-12,AI Agent应用工程师,Lua,1,0,0.0,15,2,0.133333
2026-01,AI Agent应用工程师,Lua,2,1,0.5,17,3,0.176471
2026-02,AI Agent应用工程师,Lua,1,0,0.0,18,3,0.166667
2026-03,AI Agent应用工程师,Lua,2,0,0.0,20,3,0.15
2026-04,AI Agent应用工程师,Lua,1,0,0.0,21,3,0.142857
2026-05,AI Agent应用工程师,Lua,2,0,0.0,23,3,0.130435
2026-07,AI Agent应用工程师,Lua,3,0,0.0,26,3,0.115385
2025-05,AI Agent应用工程师,Memory,1,1,1.0,7,1,0.142857
2025-07,AI Agent应用工程师,Memory,1,0,0.0,8,1,0.125
2025-09,AI Agent应用工程师,Memory,4,0,0.0,12,1,0.083333
2025-10,AI Agent应用工程师,Memory,1,0,0.0,13,1,0.076923
2025-11,AI Agent应用工程师,Memory,1,0,0.0,14,1,0.071429
2025-12,AI Agent应用工程师,Memory,1,0,0.0,15,1,0.066667
2026-01,AI Agent应用工程师,Memory,2,0,0.0,17,1,0.058824
2026-02,AI Agent应用工程师,Memory,1,0,0.0,18,1,0.055556
2026-03,AI Agent应用工程师,Memory,2,0,0.0,20,1,0.05
2026-04,AI Agent应用工程师,Memory,1,0,0.0,21,1,0.047619
2026-05,AI Agent应用工程师,Memory,2,0,0.0,23,1,0.043478
2026-07,AI Agent应用工程师,Memory,3,0,0.0,26,1,0.038462
2025-12,AI Agent应用工程师,MyBatis,1,1,1.0,15,1,0.066667
2026-01,AI Agent应用工程师,MyBatis,2,0,0.0,17,1,0.058824
2026-02,AI Agent应用工程师,MyBatis,1,0,0.0,18,1,0.055556
2026-03,AI Agent应用工程师,MyBatis,2,0,0.0,20,1,0.05
2026-04,AI Agent应用工程师,MyBatis,1,0,0.0,21,1,0.047619
2026-05,AI Agent应用工程师,MyBatis,2,0,0.0,23,1,0.043478
2026-07,AI Agent应用工程师,MyBatis,3,0,0.0,26,1,0.038462
2025-04,AI Agent应用工程师,MySQL,1,1,1.0,6,1,0.166667
2025-05,AI Agent应用工程师,MySQL,1,1,1.0,7,2,0.285714
2025-07,AI Agent应用工程师,MySQL,1,0,0.0,8,2,0.25
2025-09,AI Agent应用工程师,MySQL,4,0,0.0,12,2,0.166667
2025-10,AI Agent应用工程师,MySQL,1,0,0.0,13,2,0.153846
2025-11,AI Agent应用工程师,MySQL,1,0,0.0,14,2,0.142857
2025-12,AI Agent应用工程师,MySQL,1,1,1.0,15,3,0.2
2026-01,AI Agent应用工程师,MySQL,2,1,0.5,17,4,0.235294
2026-02,AI Agent应用工程师,MySQL,1,0,0.0,18,4,0.222222
2026-03,AI Agent应用工程师,MySQL,2,0,0.0,20,4,0.2
2026-04,AI Agent应用工程师,MySQL,1,0,0.0,21,4,0.190476
2026-05,AI Agent应用工程师,MySQL,2,0,0.0,23,4,0.173913
2026-07,AI Agent应用工程师,MySQL,3,0,0.0,26,4,0.153846
2025-09,AI Agent应用工程师,Objective-C,4,1,0.25,12,1,0.083333
2025-10,AI Agent应用工程师,Objective-C,1,0,0.0,13,1,0.076923
2025-11,AI Agent应用工程师,Objective-C,1,0,0.0,14,1,0.071429
2025-12,AI Agent应用工程师,Objective-C,1,0,0.0,15,1,0.066667
2026-01,AI Agent应用工程师,Objective-C,2,0,0.0,17,1,0.058824
2026-02,AI Agent应用工程师,Objective-C,1,0,0.0,18,1,0.055556
2026-03,AI Agent应用工程师,Objective-C,2,0,0.0,20,1,0.05
2026-04,AI Agent应用工程师,Objective-C,1,0,0.0,21,1,0.047619
2026-05,AI Agent应用工程师,Objective-C,2,0,0.0,23,1,0.043478
2026-07,AI Agent应用工程师,Objective-C,3,0,0.0,26,1,0.038462
2026-03,AI Agent应用工程师,Perl,2,1,0.5,20,1,0.05
2026-04,AI Agent应用工程师,Perl,1,0,0.0,21,1,0.047619
2026-05,AI Agent应用工程师,Perl,2,0,0.0,23,1,0.043478
2026-07,AI Agent应用工程师,Perl,3,0,0.0,26,1,0.038462
2025-07,AI Agent应用工程师,PyTorch,1,1,1.0,8,1,0.125
2025-09,AI Agent应用工程师,PyTorch,4,0,0.0,12,1,0.083333
2025-10,AI Agent应用工程师,PyTorch,1,0,0.0,13,1,0.076923
2025-11,AI Agent应用工程师,PyTorch,1,0,0.0,14,1,0.071429
2025-12,AI Agent应用工程师,PyTorch,1,1,1.0,15,2,0.133333
2026-01,AI Agent应用工程师,PyTorch,2,0,0.0,17,2,0.117647
2026-02,AI Agent应用工程师,PyTorch,1,0,0.0,18,2,0.111111
2026-03,AI Agent应用工程师,PyTorch,2,0,0.0,20,2,0.1
2026-04,AI Agent应用工程师,PyTorch,1,0,0.0,21,2,0.095238
2026-05,AI Agent应用工程师,PyTorch,2,0,0.0,23,2,0.086957
2026-07,AI Agent应用工程师,PyTorch,3,1,0.333333,26,3,0.115385
2025-01,AI Agent应用工程师,Python,2,1,0.5,3,1,0.333333
2025-02,AI Agent应用工程师,Python,1,0,0.0,4,1,0.25
2025-03,AI Agent应用工程师,Python,1,0,0.0,5,1,0.2
2025-04,AI Agent应用工程师,Python,1,0,0.0,6,1,0.166667
2025-05,AI Agent应用工程师,Python,1,0,0.0,7,1,0.142857
2025-07,AI Agent应用工程师,Python,1,1,1.0,8,2,0.25
2025-09,AI Agent应用工程师,Python,4,1,0.25,12,3,0.25
2025-10,AI Agent应用工程师,Python,1,0,0.0,13,3,0.230769
2025-11,AI Agent应用工程师,Python,1,0,0.0,14,3,0.214286
2025-12,AI Agent应用工程师,Python,1,0,0.0,15,3,0.2
2026-01,AI Agent应用工程师,Python,2,0,0.0,17,3,0.176471
2026-02,AI Agent应用工程师,Python,1,0,0.0,18,3,0.166667
2026-03,AI Agent应用工程师,Python,2,0,0.0,20,3,0.15
2026-04,AI Agent应用工程师,Python,1,0,0.0,21,3,0.142857
2026-05,AI Agent应用工程师,Python,2,0,0.0,23,3,0.130435
2026-07,AI Agent应用工程师,Python,3,0,0.0,26,3,0.115385
2025-01,AI Agent应用工程师,RISC-V,2,1,0.5,3,1,0.333333
2025-02,AI Agent应用工程师,RISC-V,1,0,0.0,4,1,0.25
2025-03,AI Agent应用工程师,RISC-V,1,0,0.0,5,1,0.2
2025-04,AI Agent应用工程师,RISC-V,1,0,0.0,6,1,0.166667
2025-05,AI Agent应用工程师,RISC-V,1,0,0.0,7,1,0.142857
