standard_job,skill,kg_display_skill,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency,snapshot_skill_status,is_core_skill,rank_in_month,source_month,source_type,profile_generated_at
AI Agent应用工程师,C/C++,,22,9,0.4091,418,191,0.4569,稳定核心技能,1,14,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent应用工程师,Context Engineering,,22,9,0.4091,418,150,0.3589,稳定核心技能,1,15,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent应用工程师,软件开发,,22,9,0.4091,418,193,0.4617,稳定核心技能,1,16,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent应用工程师,Function Calling,,22,8,0.3636,418,161,0.3852,稳定核心技能,1,17,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent应用工程师,MCP,,22,8,0.3636,418,148,0.3541,稳定核心技能,1,18,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent应用工程师,深度学习框架,,22,1,0.0455,418,1,0.0024,当月活跃技能,0,19,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent应用工程师,知识图谱,,22,1,0.0455,418,6,0.0144,当月活跃技能,0,20,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,SFT,,22,14,0.6364,427,191,0.4473,稳定核心技能,1,1,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,LLM,,22,12,0.5455,427,192,0.4496,稳定核心技能,1,2,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,Machine Learning,,22,12,0.5455,427,211,0.4941,稳定核心技能,1,3,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,Multi-Agent,,22,12,0.5455,427,184,0.4309,稳定核心技能,1,4,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,PyTorch,,22,12,0.5455,427,220,0.5152,稳定核心技能,1,5,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,RAG,,22,12,0.5455,427,179,0.4192,稳定核心技能,1,6,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,RLHF,,22,12,0.5455,427,182,0.4262,稳定核心技能,1,7,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,Agent,,22,11,0.5,427,199,0.466,稳定核心技能,1,8,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,C/C++,,22,11,0.5,427,211,0.4941,稳定核心技能,1,9,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,GRPO,,22,11,0.5,427,153,0.3583,稳定核心技能,1,10,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,大模型训练,,22,11,0.5,427,117,0.274,稳定核心技能,1,11,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,NLP,,22,10,0.4545,427,216,0.5059,稳定核心技能,1,12,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,TensorFlow,,22,10,0.4545,427,199,0.466,稳定核心技能,1,13,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,机器学习,,22,10,0.4545,427,210,0.4918,稳定核心技能,1,14,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,计算机视觉,,22,10,0.4545,427,193,0.452,稳定核心技能,1,15,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,AutoGen,,22,9,0.4091,427,160,0.3747,稳定核心技能,1,16,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,Python,,22,9,0.4091,427,216,0.5059,稳定核心技能,1,17,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,深度学习,,22,9,0.4091,427,195,0.4567,稳定核心技能,1,18,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,PPO,,22,1,0.0455,427,7,0.0164,当月活跃技能,0,19,2026-07,system,2026-08-07T09:07:07+00:00
AI Agent算法工程师,模型微调,,22,1,0.0455,427,5,0.0117,当月活跃技能,0,20,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,CUDA,,22,13,0.5909,431,214,0.4965,稳定核心技能,1,1,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,大模型训练,,22,12,0.5455,431,198,0.4594,稳定核心技能,1,2,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,模型压缩,,22,12,0.5455,431,210,0.4872,稳定核心技能,1,3,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,AI基础设施,,22,11,0.5,431,197,0.4571,稳定核心技能,1,4,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,Go,,22,11,0.5,431,197,0.4571,稳定核心技能,1,5,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,Linux,,22,11,0.5,431,196,0.4548,稳定核心技能,1,6,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,Python,,22,11,0.5,431,204,0.4733,稳定核心技能,1,7,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,分布式系统,,22,11,0.5,431,186,0.4316,稳定核心技能,1,8,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,C/C++,,22,10,0.4545,431,209,0.4849,稳定核心技能,1,9,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,DeepSpeed,,22,10,0.4545,431,219,0.5081,稳定核心技能,1,10,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,GPU内存优化,,22,10,0.4545,431,195,0.4524,稳定核心技能,1,11,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,PyTorch,,22,10,0.4545,431,204,0.4733,稳定核心技能,1,12,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,SGLang,,22,10,0.4545,431,182,0.4223,稳定核心技能,1,13,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,TensorRT,,22,10,0.4545,431,191,0.4432,稳定核心技能,1,14,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,Triton,,22,10,0.4545,431,184,0.4269,稳定核心技能,1,15,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,分布式训练,,22,10,0.4545,431,181,0.42,稳定核心技能,1,16,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,Megatron,,22,9,0.4091,431,182,0.4223,稳定核心技能,1,17,2026-07,system,2026-08-07T09:07:07+00:00
AI Infra工程师,TensorFlow,,22,8,0.3636,431,175,0.406,稳定核心技能,1,18,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,Diffusion,,21,12,0.5714,419,215,0.5131,稳定核心技能,1,1,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,Diffusion模型,,21,12,0.5714,419,200,0.4773,稳定核心技能,1,2,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,AIGC,,21,11,0.5238,419,213,0.5084,稳定核心技能,1,3,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,Multimodal AI,,21,11,0.5238,419,169,0.4033,稳定核心技能,1,4,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,PyTorch,,21,11,0.5238,419,207,0.494,稳定核心技能,1,5,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,Python,,21,11,0.5238,419,208,0.4964,稳定核心技能,1,6,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,计算机视觉,,21,11,0.5238,419,205,0.4893,稳定核心技能,1,7,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,LLM,,21,10,0.4762,419,177,0.4224,稳定核心技能,1,8,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,Machine Learning,,21,10,0.4762,419,177,0.4224,稳定核心技能,1,9,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,多模态,,21,10,0.4762,419,209,0.4988,稳定核心技能,1,10,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,深度学习,,21,10,0.4762,419,197,0.4702,稳定核心技能,1,11,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,C/C++,,21,9,0.4286,419,208,0.4964,稳定核心技能,1,12,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,Linux,,21,9,0.4286,419,157,0.3747,稳定核心技能,1,13,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,TensorFlow,,21,9,0.4286,419,210,0.5012,稳定核心技能,1,14,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,VLM,,21,9,0.4286,419,174,0.4153,稳定核心技能,1,15,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,图像图形技术,,21,9,0.4286,419,205,0.4893,稳定核心技能,1,16,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,机器学习,,21,9,0.4286,419,192,0.4582,稳定核心技能,1,17,2026-07,system,2026-08-07T09:07:07+00:00
AIGC算法工程师,NLP,,21,8,0.381,419,174,0.4153,稳定核心技能,1,18,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,AIGC,,23,13,0.5652,425,258,0.6071,稳定核心技能,1,1,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,Agent,,23,13,0.5652,425,201,0.4729,稳定核心技能,1,2,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,LangChain,,23,12,0.5217,425,125,0.2941,稳定核心技能,1,3,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,大模型应用,,23,12,0.5217,425,229,0.5388,稳定核心技能,1,4,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,AI测试,,23,11,0.4783,425,115,0.2706,稳定核心技能,1,5,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,prompt工程,,23,11,0.4783,425,266,0.6259,稳定核心技能,1,6,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,AI安全,,23,10,0.4348,425,151,0.3553,稳定核心技能,1,7,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,Diffusion模型,,23,10,0.4348,425,131,0.3082,稳定核心技能,1,8,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,Function Calling,,23,10,0.4348,425,134,0.3153,稳定核心技能,1,9,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,LLM,,23,10,0.4348,425,127,0.2988,稳定核心技能,1,10,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,LoRA微调,,23,10,0.4348,425,145,0.3412,稳定核心技能,1,11,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,AI工作流设计,,23,9,0.3913,425,200,0.4706,稳定核心技能,1,12,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,Ai coding,,23,9,0.3913,425,108,0.2541,稳定核心技能,1,13,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,Context Engineering,,23,9,0.3913,425,95,0.2235,当月活跃技能,0,14,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,DPO,,23,9,0.3913,425,133,0.3129,稳定核心技能,1,15,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,Diffusion,,23,9,0.3913,425,131,0.3082,稳定核心技能,1,16,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,Multimodal AI,,23,9,0.3913,425,117,0.2753,稳定核心技能,1,17,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,AI应用开发,,23,8,0.3478,425,134,0.3153,稳定核心技能,1,18,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,LangGraph,,23,1,0.0435,425,3,0.0071,当月活跃技能,0,19,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,MCP,,23,1,0.0435,425,2,0.0047,当月活跃技能,0,20,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,Tool Use,,23,1,0.0435,425,3,0.0071,当月活跃技能,0,21,2026-07,system,2026-08-07T09:07:07+00:00
AI产品经理,知识图谱,,23,1,0.0435,425,3,0.0071,当月活跃技能,0,22,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,模型评测,,19,12,0.6316,425,217,0.5106,稳定核心技能,1,1,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,C/C++,,19,11,0.5789,425,210,0.4941,稳定核心技能,1,2,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,DPO,,19,11,0.5789,425,197,0.4635,稳定核心技能,1,3,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,Python,,19,11,0.5789,425,214,0.5035,稳定核心技能,1,4,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,大模型安全,,19,11,0.5789,425,218,0.5129,稳定核心技能,1,5,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,模型安全,,19,11,0.5789,425,222,0.5224,稳定核心技能,1,6,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,AI安全,,19,10,0.5263,425,220,0.5176,稳定核心技能,1,7,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,Java,,19,10,0.5263,425,211,0.4965,稳定核心技能,1,8,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,大模型评测,,19,10,0.5263,425,227,0.5341,稳定核心技能,1,9,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,AI测试,,19,9,0.4737,425,198,0.4659,稳定核心技能,1,10,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,Go,,19,9,0.4737,425,208,0.4894,稳定核心技能,1,11,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,PPO,,19,9,0.4737,425,116,0.2729,稳定核心技能,1,12,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,模型调优,,19,8,0.4211,425,135,0.3176,稳定核心技能,1,13,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,GRPO,,19,7,0.3684,425,70,0.1647,当月活跃技能,0,14,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,LLM,,19,7,0.3684,425,141,0.3318,稳定核心技能,1,15,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,RLHF,,19,7,0.3684,425,205,0.4824,稳定核心技能,1,16,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,数据工程,,19,7,0.3684,425,175,0.4118,稳定核心技能,1,17,2026-07,system,2026-08-07T09:07:07+00:00
AI安全工程师,机器学习,,19,7,0.3684,425,174,0.4094,稳定核心技能,1,18,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,AI应用开发,,19,11,0.5789,422,210,0.4976,稳定核心技能,1,1,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,大模型应用,,19,10,0.5263,422,212,0.5024,稳定核心技能,1,2,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,Java,,19,9,0.4737,422,197,0.4668,稳定核心技能,1,3,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,NLP,,19,9,0.4737,422,191,0.4526,稳定核心技能,1,4,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,Python,,19,9,0.4737,422,209,0.4953,稳定核心技能,1,5,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,Go,,19,8,0.4211,422,209,0.4953,稳定核心技能,1,6,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,Machine Learning,,19,8,0.4211,422,175,0.4147,稳定核心技能,1,7,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,PyTorch,,19,8,0.4211,422,169,0.4005,稳定核心技能,1,8,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,React,,19,8,0.4211,422,160,0.3791,稳定核心技能,1,9,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,操作系统,,19,8,0.4211,422,178,0.4218,稳定核心技能,1,10,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,机器学习,,19,8,0.4211,422,180,0.4265,稳定核心技能,1,11,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,计算机网络,,19,8,0.4211,422,160,0.3791,稳定核心技能,1,12,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,C/C++,,19,7,0.3684,422,220,0.5213,稳定核心技能,1,13,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,JavaScript,,19,7,0.3684,422,169,0.4005,稳定核心技能,1,14,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,MySQL,,19,7,0.3684,422,170,0.4028,稳定核心技能,1,15,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,TensorFlow,,19,7,0.3684,422,168,0.3981,稳定核心技能,1,16,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,TypeScript,,19,7,0.3684,422,168,0.3981,稳定核心技能,1,17,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,软件开发,,19,7,0.3684,422,187,0.4431,稳定核心技能,1,18,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,Android,,19,1,0.0526,422,2,0.0047,当月活跃技能,0,19,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,MongoDB,,19,1,0.0526,422,2,0.0047,当月活跃技能,0,20,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,Objective-C,,19,1,0.0526,422,2,0.0047,当月活跃技能,0,21,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,模型压缩,,19,1,0.0526,422,1,0.0024,当月活跃技能,0,22,2026-07,system,2026-08-07T09:07:07+00:00
AI应用工程师,计算机视觉,,19,1,0.0526,422,5,0.0118,当月活跃技能,0,23,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,Android,,21,17,0.8095,416,267,0.6418,稳定核心技能,1,1,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,Kotlin,,21,13,0.619,416,269,0.6466,稳定核心技能,1,2,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,Android Framework,,21,12,0.5714,416,219,0.5264,稳定核心技能,1,3,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,C/C++,,21,12,0.5714,416,262,0.6298,稳定核心技能,1,4,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,Java,,21,12,0.5714,416,250,0.601,稳定核心技能,1,5,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,Objective-C,,21,12,0.5714,416,199,0.4784,稳定核心技能,1,6,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,跨平台开发,,21,11,0.5238,416,190,0.4567,稳定核心技能,1,7,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,Swift,,21,10,0.4762,416,187,0.4495,稳定核心技能,1,8,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,性能优化,,21,10,0.4762,416,207,0.4976,稳定核心技能,1,9,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,iOS,,21,8,0.381,416,208,0.5,稳定核心技能,1,10,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,软件开发,,21,8,0.381,416,195,0.4688,稳定核心技能,1,11,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,ASR,,21,3,0.1429,416,41,0.0986,当月活跃技能,0,12,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,AI算法,,21,2,0.0952,416,5,0.012,当月活跃技能,0,13,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,Flutter,,21,2,0.0952,416,26,0.0625,当月活跃技能,0,14,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,Go,,21,2,0.0952,416,16,0.0385,当月活跃技能,0,15,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,Linux,,21,2,0.0952,416,32,0.0769,当月活跃技能,0,16,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,图像图形技术,,21,2,0.0952,416,13,0.0312,当月活跃技能,0,17,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,机器人与自动驾驶,,21,2,0.0952,416,9,0.0216,当月活跃技能,0,18,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,系统开发,,21,2,0.0952,416,15,0.0361,当月活跃技能,0,19,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,DevOps,,21,1,0.0476,416,7,0.0168,当月活跃技能,0,20,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,NLP,,21,1,0.0476,416,18,0.0433,当月活跃技能,0,21,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,PHP,,21,1,0.0476,416,18,0.0433,当月活跃技能,0,22,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,React Native,,21,1,0.0476,416,23,0.0553,当月活跃技能,0,23,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,Rust,,21,1,0.0476,416,26,0.0625,当月活跃技能,0,24,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,TTS,,21,1,0.0476,416,11,0.0264,当月活跃技能,0,25,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,编程语言,,21,1,0.0476,416,30,0.0721,当月活跃技能,0,26,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,网络技术,,21,1,0.0476,416,16,0.0385,当月活跃技能,0,27,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,计算机网络,,21,1,0.0476,416,17,0.0409,当月活跃技能,0,28,2026-07,system,2026-08-07T09:07:07+00:00
Android开发工程师,通信技术,,21,1,0.0476,416,5,0.012,当月活跃技能,0,29,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,C/C++,,20,14,0.7,421,285,0.677,稳定核心技能,1,1,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,Python,,20,14,0.7,421,292,0.6936,稳定核心技能,1,2,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,Rust,,20,12,0.6,421,210,0.4988,稳定核心技能,1,3,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,Linux,,20,11,0.55,421,252,0.5986,稳定核心技能,1,4,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,操作系统,,20,11,0.55,421,240,0.5701,稳定核心技能,1,5,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,Go,,20,10,0.5,421,221,0.5249,稳定核心技能,1,6,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,硬件开发,,20,8,0.4,421,211,0.5012,稳定核心技能,1,7,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,网络编程,,20,8,0.4,421,222,0.5273,稳定核心技能,1,8,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,高性能计算,,20,6,0.3,421,60,0.1425,当月活跃技能,0,9,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,AI芯片,,20,5,0.25,421,46,0.1093,当月活跃技能,0,10,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,计算机视觉,,20,5,0.25,421,37,0.0879,当月活跃技能,0,11,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,Machine Learning,,20,4,0.2,421,22,0.0523,当月活跃技能,0,12,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,Redis,,20,4,0.2,421,52,0.1235,当月活跃技能,0,13,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,Spark,,20,3,0.15,421,44,0.1045,当月活跃技能,0,14,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,信号处理,,20,3,0.15,421,43,0.1021,当月活跃技能,0,15,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,游戏与图形开发,,20,3,0.15,421,46,0.1093,当月活跃技能,0,16,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,惯性导航,,20,2,0.1,421,7,0.0166,当月活跃技能,0,17,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,感知算法,,20,2,0.1,421,17,0.0404,当月活跃技能,0,18,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,机器人与自动驾驶,,20,2,0.1,421,61,0.1449,当月活跃技能,0,19,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,Android,,20,1,0.05,421,29,0.0689,当月活跃技能,0,20,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,Hadoop,,20,1,0.05,421,13,0.0309,当月活跃技能,0,21,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,Kubernetes,,20,1,0.05,421,25,0.0594,当月活跃技能,0,22,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,PyTorch,,20,1,0.05,421,18,0.0428,当月活跃技能,0,23,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,RISC-V,,20,1,0.05,421,18,0.0428,当月活跃技能,0,24,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,仿真技术,,20,1,0.05,421,11,0.0261,当月活跃技能,0,25,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,模型压缩,,20,1,0.05,421,16,0.038,当月活跃技能,0,26,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,消息队列,,20,1,0.05,421,22,0.0523,当月活跃技能,0,27,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,深度学习,,20,1,0.05,421,10,0.0238,当月活跃技能,0,28,2026-07,system,2026-08-07T09:07:07+00:00
C++开发工程师,通信技术,,20,1,0.05,421,47,0.1116,当月活跃技能,0,29,2026-07,system,2026-08-07T09:07:07+00:00
DevOps工程师,模型推理,,20,12,0.6,418,168,0.4019,稳定核心技能,1,1,2026-07,system,2026-08-07T09:07:07+00:00
DevOps工程师,AI基础设施,,20,10,0.5,418,224,0.5359,稳定核心技能,1,2,2026-07,system,2026-08-07T09:07:07+00:00
DevOps工程师,Ai coding,,20,10,0.5,418,89,0.2129,当月活跃技能,0,3,2026-07,system,2026-08-07T09:07:07+00:00
