month,standard_job,skill,kg_display_skill,lifecycle_status,first_seen_month,last_seen_month,age_months,months_since_last_seen,current_monthly_skill_count,current_monthly_skill_frequency,cumulative_skill_count,cumulative_skill_frequency,recent_3m_skill_count,recent_6m_skill_count,recent_3m_active_months,recent_6m_active_months,prev_3m_skill_count,prev_6m_skill_count,mom_frequency_change,recent_3m_vs_prev_3m_change,recent_6m_frequency_stddev,covered_job_count,recent_3m_covered_job_count,prev_3m_covered_job_count,recent_3m_covered_job_count_change,lifecycle_reason,updated_at
2026-07,AI Agent应用工程师,prompt工程,,稳定核心技能,2024-12,2026-07,20,0,13,0.5909,211,0.5048,33,62,3,6,29,63,0.313111,0.137931,0.059474,11,6,9,-3,已持续20个月，近6个月活跃6个月，累计频率0.50,2026-08-07T09:06:01+00:00
2026-07,AI Agent应用工程师,上下文工程,,观察中,2025-03,2026-04,17,3,0,0.0,4,0.0096,0,1,0,1,1,1,0.0,-1.0,0.019603,9,6,3,3,当前证据不足，最近3个月出现0次，累计出现4次,2026-08-07T09:06:01+00:00
2026-07,AI Agent应用工程师,云计算,,废弃技能,2024-12,2025-02,20,17,0,0.0,6,0.0144,0,0,0,0,0,0,0.0,0.0,0.0,25,17,17,0,最近3个月未出现，距最后出现已17个月，历史累计出现6次,2026-08-07T09:06:01+00:00
2026-07,AI Agent应用工程师,分布式系统,,稳定核心技能,2024-12,2026-07,20,0,10,0.4545,167,0.3995,24,47,3,6,23,45,0.298571,0.043478,0.038495,33,22,20,2,已持续20个月，近6个月活跃6个月，累计频率0.40,2026-08-07T09:06:01+00:00
2026-07,AI Agent应用工程师,参数调优,,观察中,2025-02,2025-02,18,17,0,0.0,1,0.0024,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-07T09:06:01+00:00
2026-07,AI Agent应用工程师,向量数据库,,观察中,2025-02,2025-09,18,10,0,0.0,2,0.0048,0,0,0,0,0,1,0.0,0.0,0.0,11,6,8,-2,当前证据不足，最近3个月出现0次，累计出现2次,2026-08-07T09:06:01+00:00
2026-07,AI Agent应用工程师,多模态,,观察中,2026-03,2026-03,5,4,0,0.0,1,0.0024,0,1,0,1,1,0,0.0,-1.0,0.019603,10,6,8,-2,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-07T09:06:01+00:00
2026-07,AI Agent应用工程师,大模型应用,,废弃技能,2025-02,2026-01,18,6,0,0.0,4,0.0096,0,0,0,0,0,2,0.0,0.0,0.0,9,6,5,1,最近3个月未出现，距最后出现已6个月，历史累计出现4次,2026-08-07T09:06:01+00:00
2026-07,AI Agent应用工程师,消息队列,,废弃技能,2025-02,2025-10,18,9,0,0.0,3,0.0072,0,0,0,0,0,1,0.0,0.0,0.0,18,13,13,0,最近3个月未出现，距最后出现已9个月，历史累计出现3次,2026-08-07T09:06:01+00:00
2026-07,AI Agent应用工程师,深度学习框架,,观察中,2026-07,2026-07,1,0,1,0.0455,1,0.0024,1,1,1,1,0,0,1.0,1.0,0.016957,15,6,4,2,当前证据不足，最近3个月出现1次，累计出现1次,2026-08-07T09:06:01+00:00
2026-07,AI Agent应用工程师,知识图谱,,观察中,2025-02,2026-07,18,0,1,0.0455,6,0.0144,2,2,2,2,0,1,1.0,1.0,0.022547,9,6,7,-1,当前证据不足，最近3个月出现2次，累计出现6次,2026-08-07T09:06:01+00:00
2026-07,AI Agent应用工程师,编程语言,,废弃技能,2025-01,2025-09,19,10,0,0.0,4,0.0096,0,0,0,0,0,2,0.0,0.0,0.0,20,13,11,2,最近3个月未出现，距最后出现已10个月，历史累计出现4次,2026-08-07T09:06:01+00:00
2026-07,AI Agent应用工程师,自动化测试,,观察中,2025-01,2025-01,19,18,0,0.0,1,0.0024,0,0,0,0,0,0,0.0,0.0,0.0,11,5,6,-1,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-07T09:06:01+00:00
2026-07,AI Agent应用工程师,调试工具,,观察中,2024-12,2025-01,20,18,0,0.0,2,0.0048,0,0,0,0,0,0,0.0,0.0,0.0,6,4,3,1,当前证据不足，最近3个月出现0次，累计出现2次,2026-08-07T09:06:01+00:00
2026-07,AI Agent应用工程师,软件开发,,稳定核心技能,2024-12,2026-07,20,0,9,0.4091,193,0.4617,30,59,3,6,29,56,-0.1818,0.034483,0.06766,29,20,20,0,已持续20个月，近6个月活跃6个月，累计频率0.46,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,AI安全,,观察中,2025-06,2026-06,14,1,0,0.0,3,0.007,1,2,1,2,1,0,-1.0,0.0,0.021952,8,7,6,1,当前证据不足，最近3个月出现1次，累计出现3次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,Agent,,稳定核心技能,2025-01,2026-07,19,0,11,0.5,199,0.466,30,62,3,6,32,60,0.049979,-0.0625,0.036356,11,9,8,1,已持续19个月，近6个月活跃6个月，累计频率0.47,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,AutoGen,,稳定核心技能,2025-02,2026-07,18,0,9,0.4091,160,0.3747,27,51,3,6,24,55,-0.045497,0.125,0.038087,8,7,6,1,已持续18个月，近6个月活跃6个月，累计频率0.37,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,C/C++,,稳定核心技能,2024-12,2026-07,20,0,11,0.5,211,0.4941,30,65,3,6,35,61,0.049979,-0.142857,0.039074,66,62,61,1,已持续20个月，近6个月活跃6个月，累计频率0.49,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,Context Engineering,,观察中,2025-05,2025-05,15,14,0,0.0,1,0.0023,0,0,0,0,0,0,0.0,0.0,0.0,9,5,5,0,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,DPO,,观察中,2025-03,2025-03,17,16,0,0.0,1,0.0023,0,0,0,0,0,0,0.0,0.0,0.0,7,5,5,0,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,Function Calling,,观察中,2025-03,2026-06,17,1,0,0.0,2,0.0047,1,1,1,1,0,0,-1.0,1.0,0.017739,9,8,5,3,当前证据不足，最近3个月出现1次，累计出现2次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,GRPO,,稳定核心技能,2025-04,2026-07,16,0,11,0.5,153,0.3583,28,59,3,6,31,58,0.166589,-0.096774,0.05355,7,6,7,-1,已持续16个月，近6个月活跃6个月，累计频率0.36,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,Hive,,观察中,2025-01,2025-01,19,18,0,0.0,1,0.0023,0,0,0,0,0,0,0.0,0.0,0.0,24,17,17,0,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,Java,,废弃技能,2024-12,2025-01,20,18,0,0.0,3,0.007,0,0,0,0,0,0,0.0,0.0,0.0,52,45,46,-1,最近3个月未出现，距最后出现已18个月，历史累计出现3次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,JavaScript,,观察中,2024-12,2024-12,20,19,0,0.0,1,0.0023,0,0,0,0,0,0,0.0,0.0,0.0,20,11,10,1,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,LLM,,稳定核心技能,2025-02,2026-07,18,0,12,0.5455,192,0.4496,33,66,3,6,33,62,0.041428,0.0,0.035679,15,14,14,0,已持续18个月，近6个月活跃6个月，累计频率0.45,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,LangGraph,,观察中,2025-03,2025-09,17,10,0,0.0,2,0.0047,0,0,0,0,0,1,0.0,0.0,0.0,8,6,6,0,当前证据不足，最近3个月出现0次，累计出现2次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,LoRA微调,,观察中,2025-02,2026-06,18,1,0,0.0,3,0.007,1,2,1,2,1,0,-1.0,0.0,0.021952,8,6,7,-1,当前证据不足，最近3个月出现1次，累计出现3次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,Machine Learning,,稳定核心技能,2024-12,2026-07,20,0,12,0.5455,211,0.4941,29,60,3,6,31,56,0.272748,-0.064516,0.058722,35,33,32,1,已持续20个月，近6个月活跃6个月，累计频率0.49,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,Multi-Agent,,稳定核心技能,2025-02,2026-07,18,0,12,0.5455,184,0.4309,37,73,3,6,36,59,-0.181791,0.027778,0.051905,8,4,5,-1,已持续18个月，近6个月活跃6个月，累计频率0.43,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,NLP,,稳定核心技能,2024-12,2026-07,20,0,10,0.4545,216,0.5059,30,63,3,6,33,63,-0.045569,-0.090909,0.038514,26,24,24,0,已持续20个月，近6个月活跃6个月，累计频率0.51,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,PPO,,观察中,2024-12,2026-07,20,0,1,0.0455,7,0.0164,2,2,2,2,0,1,1.0,1.0,0.022547,7,6,5,1,当前证据不足，最近3个月出现2次，累计出现7次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,PyTorch,,稳定核心技能,2024-12,2026-07,20,0,12,0.5455,220,0.5152,32,63,3,6,31,63,0.145527,0.032258,0.033097,38,31,30,1,已持续20个月，近6个月活跃6个月，累计频率0.52,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,Python,,稳定核心技能,2024-12,2026-07,20,0,9,0.4091,216,0.5059,29,65,3,6,36,61,-0.045497,-0.194444,0.070292,70,66,66,0,已持续20个月，近6个月活跃6个月，累计频率0.51,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,RAG,,稳定核心技能,2025-02,2026-07,18,0,12,0.5455,179,0.4192,29,60,3,6,31,59,0.636664,-0.064516,0.073656,13,9,7,2,已持续18个月，近6个月活跃6个月，累计频率0.42,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,RLHF,,稳定核心技能,2025-02,2026-07,18,0,12,0.5455,182,0.4262,33,61,3,6,28,59,0.041428,0.178571,0.051032,7,5,6,-1,已持续18个月，近6个月活跃6个月，累计频率0.43,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,Ray,,观察中,2024-12,2024-12,20,19,0,0.0,1,0.0023,0,0,0,0,0,0,0.0,0.0,0.0,9,6,6,0,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,React,,观察中,2025-01,2025-01,19,18,0,0.0,2,0.0047,0,0,0,0,0,0,0.0,0.0,0.0,17,8,7,1,当前证据不足，最近3个月出现0次，累计出现2次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,Rust,,观察中,2024-12,2025-09,20,10,0,0.0,2,0.0047,0,0,0,0,0,1,0.0,0.0,0.0,16,11,12,-1,当前证据不足，最近3个月出现0次，累计出现2次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,SFT,,稳定核心技能,2025-02,2026-07,18,0,14,0.6364,191,0.4473,37,69,3,6,32,63,0.214968,0.15625,0.08661,8,4,6,-2,已持续18个月，近6个月活跃6个月，累计频率0.45,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,TensorFlow,,稳定核心技能,2024-12,2026-07,20,0,10,0.4545,199,0.466,29,55,3,6,26,60,-0.132302,0.115385,0.051037,30,25,26,-1,已持续20个月，近6个月活跃6个月，累计频率0.47,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,Tool Use,,废弃技能,2025-02,2025-09,18,10,0,0.0,3,0.007,0,0,0,0,0,1,0.0,0.0,0.0,8,2,3,-1,最近3个月未出现，距最后出现已10个月，历史累计出现3次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,VLM,,废弃技能,2025-09,2025-12,11,7,0,0.0,3,0.007,0,0,0,0,0,3,0.0,0.0,0.0,10,4,5,-1,最近3个月未出现，距最后出现已7个月，历史累计出现3次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,上下文工程,,观察中,2025-04,2025-04,16,15,0,0.0,1,0.0023,0,0,0,0,0,0,0.0,0.0,0.0,9,6,3,3,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,仿真技术,,观察中,2025-05,2025-05,15,14,0,0.0,1,0.0023,0,0,0,0,0,0,0.0,0.0,0.0,20,12,14,-2,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,信息安全,,废弃技能,2024-12,2025-01,20,18,0,0.0,3,0.007,0,0,0,0,0,0,0.0,0.0,0.0,16,11,10,1,最近3个月未出现，距最后出现已18个月，历史累计出现3次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,信息论,,废弃技能,2024-12,2025-01,20,18,0,0.0,3,0.007,0,0,0,0,0,0,0.0,0.0,0.0,2,1,1,0,最近3个月未出现，距最后出现已18个月，历史累计出现3次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,图像图形技术,,观察中,2025-01,2025-01,19,18,0,0.0,2,0.0047,0,0,0,0,0,0,0.0,0.0,0.0,20,11,13,-2,当前证据不足，最近3个月出现0次，累计出现2次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,地图算法,,观察中,2024-12,2025-05,20,14,0,0.0,2,0.0047,0,0,0,0,0,0,0.0,0.0,0.0,5,2,1,1,当前证据不足，最近3个月出现0次，累计出现2次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,大模型安全,,观察中,2025-07,2026-06,13,1,0,0.0,2,0.0047,1,1,1,1,0,0,-1.0,1.0,0.017739,8,5,6,-1,当前证据不足，最近3个月出现1次，累计出现2次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,大模型训练,,稳定核心技能,2025-06,2026-07,14,0,11,0.5,117,0.274,27,53,3,6,26,46,0.312336,0.038462,0.039613,8,5,6,-1,已持续14个月，近6个月活跃6个月，累计频率0.27,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,大模型评测,,废弃技能,2025-02,2026-01,18,6,0,0.0,3,0.007,0,0,0,0,0,2,0.0,0.0,0.0,9,4,4,0,最近3个月未出现，距最后出现已6个月，历史累计出现3次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,大模型调优,,废弃技能,2025-01,2025-10,19,9,0,0.0,4,0.0094,0,0,0,0,0,1,0.0,0.0,0.0,8,5,4,1,最近3个月未出现，距最后出现已9个月，历史累计出现4次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,推理优化,,观察中,2025-08,2025-08,12,11,0,0.0,1,0.0023,0,0,0,0,0,1,0.0,0.0,0.0,9,3,4,-1,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,推荐算法,,废弃技能,2024-12,2025-05,20,14,0,0.0,4,0.0094,0,0,0,0,0,0,0.0,0.0,0.0,14,9,7,2,最近3个月未出现，距最后出现已14个月，历史累计出现4次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,搜索算法,,废弃技能,2024-12,2024-12,20,19,0,0.0,4,0.0094,0,0,0,0,0,0,0.0,0.0,0.0,12,5,6,-1,最近3个月未出现，距最后出现已19个月，历史累计出现4次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,操作系统,,废弃技能,2024-12,2025-01,20,18,0,0.0,3,0.007,0,0,0,0,0,0,0.0,0.0,0.0,30,20,23,-3,最近3个月未出现，距最后出现已18个月，历史累计出现3次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,数据工程,,废弃技能,2024-12,2024-12,20,19,0,0.0,5,0.0117,0,0,0,0,0,0,0.0,0.0,0.0,41,32,32,0,最近3个月未出现，距最后出现已19个月，历史累计出现5次,2026-08-07T09:06:01+00:00
2026-07,AI Agent算法工程师,时间序列算法,,观察中,2025-01,2025-01,19,18,0,0.0,1,0.0023,0,0,0,0,0,0,0.0,0.0,0.0,12,4,6,-2,当前证据不足，最近3个月出现0次，累计出现1次,2026-08-07T09:06:01+00:00
