standard_job,standard_category,skill,kg_display_skill,skill_stage,skill_plan_role,skill_trend_type,job_demand_trend_type,source_jd_count,source_skill_row_count,planned_job_jd_count,average_active_month_probability,max_active_month_probability
大模型算法工程师,AI算法,Flink,数据工程,traditional,trend,先上升后稳定,持续上升,587,6,50,0.2639,0.3327
大模型算法工程师,AI算法,操作系统,系统与运维,traditional,trend,稳定型,持续上升,587,5,50,0.1716,0.1978
大模型算法工程师,AI算法,信息安全,安全,traditional,trend,间歇出现,持续上升,587,4,50,0.2259,0.2882
大模型算法工程师,AI算法,计算机网络,通信与网络,traditional,trend,先上升后下降,持续上升,587,4,50,0.2346,0.3283
大模型算法工程师,AI算法,React,编程语言,traditional,trend,稳定型,持续上升,587,3,50,0.1494,0.1762
大模型算法工程师,AI算法,仿真技术,科学计算与仿真,traditional,trend,先上升后稳定,持续上升,587,3,50,0.2071,0.2623
大模型算法工程师,AI算法,在线服务,软件开发,traditional,trend,间歇出现,持续上升,587,3,50,0.2167,0.2483
大模型算法工程师,AI算法,多目标优化,算法与数学,traditional,trend,持续上升,持续上升,587,3,50,0.19,0.2897
大模型算法工程师,AI算法,Kafka,数据工程,traditional,trend,先上升后稳定,持续上升,587,2,50,0.2372,0.3102
大模型算法工程师,AI算法,Objective-C,编程语言,traditional,trend,间歇出现,持续上升,587,2,50,0.1815,0.2249
大模型算法工程师,AI算法,Web爬虫,数据工程,traditional,trend,持续上升,持续上升,587,2,50,0.1515,0.22
大模型算法工程师,AI算法,网络技术,通信与网络,traditional,trend,稳定型,持续上升,587,2,50,0.131,0.1582
大模型算法工程师,AI算法,CI/CD,系统与运维,traditional,trend,稳定型,持续上升,587,1,50,0.1162,0.1367
大模型算法工程师,AI算法,Unix,系统与运维,traditional,trend,稳定型,持续上升,587,1,50,0.1147,0.1316
大模型算法工程师,AI算法,工业自动化,工业与物联网,traditional,trend,持续上升,持续上升,587,1,50,0.1403,0.1873
大模型算法工程师,AI算法,流程自动化,软件工程,traditional,trend,稳定型,持续上升,587,1,50,0.1104,0.1238
大模型算法工程师,AI算法,研发效能,软件工程,traditional,trend,稳定型,持续上升,587,1,50,0.1164,0.1366
大模型算法工程师,AI算法,设备安全,安全,traditional,trend,先上升后稳定,持续上升,587,1,50,0.1838,0.2453
大模型算法工程师,AI算法,软件工程,软件工程,traditional,trend,间歇出现,持续上升,587,1,50,0.1486,0.1927
AI Agent算法工程师,AI算法,LLM,大模型,new,core,先上升后稳定,稳定波动,655,387,64,0.6603,0.7682
AI Agent算法工程师,AI算法,Agent,大模型,new,core,先上升后稳定,稳定波动,655,328,64,0.62,0.62
AI Agent算法工程师,AI算法,Machine Learning,AI,new,core,持续上升,稳定波动,655,300,64,0.6261,0.667
AI Agent算法工程师,AI算法,NLP,大模型,new,core,先上升后稳定,稳定波动,655,225,64,0.6524,0.7216
AI Agent算法工程师,AI算法,SFT,大模型,new,core,先上升后稳定,稳定波动,655,159,64,0.5987,0.6835
AI Agent算法工程师,AI算法,RAG,大模型,new,core,先上升后稳定,稳定波动,655,142,64,0.5716,0.6303
AI Agent算法工程师,AI算法,计算机视觉,计算机视觉与图形,new,core,先上升后稳定,稳定波动,655,123,64,0.5896,0.7063
AI Agent算法工程师,AI算法,RLHF,大模型,new,core,先上升后稳定,稳定波动,655,120,64,0.5788,0.6616
AI Agent算法工程师,AI算法,大模型训练,大模型,new,core,持续上升,稳定波动,655,98,64,0.4787,0.5387
AI Agent算法工程师,AI算法,AutoGen,大模型,new,core,先上升后稳定,稳定波动,655,90,64,0.565,0.7243
AI Agent算法工程师,AI算法,GRPO,大模型,new,core,先上升后稳定,稳定波动,655,90,64,0.5805,0.6576
AI Agent算法工程师,AI算法,Multi-Agent,大模型,new,core,先上升后稳定,稳定波动,655,90,64,0.535,0.611
AI Agent算法工程师,AI算法,PPO,大模型,new,trend,先上升后稳定,稳定波动,655,90,64,0.5384,0.7094
AI Agent算法工程师,AI算法,Tool Use,大模型,new,trend,先上升后稳定,稳定波动,655,90,64,0.5137,0.6589
AI Agent算法工程师,AI算法,DPO,大模型,new,trend,先上升后稳定,稳定波动,655,83,64,0.5839,0.7443
AI Agent算法工程师,AI算法,VLM,大模型,new,trend,持续上升,稳定波动,655,81,64,0.4738,0.6292
AI Agent算法工程师,AI算法,Context Engineering,大模型,new,trend,先上升后稳定,稳定波动,655,50,64,0.4557,0.5374
AI Agent算法工程师,AI算法,Function Calling,大模型,new,trend,先上升后稳定,稳定波动,655,50,64,0.4794,0.6559
AI Agent算法工程师,AI算法,LangGraph,大模型,new,trend,先上升后稳定,稳定波动,655,50,64,0.4944,0.6463
AI Agent算法工程师,AI算法,LoRA微调,大模型,new,trend,先上升后稳定,稳定波动,655,50,64,0.5094,0.666
AI Agent算法工程师,AI算法,上下文工程,大模型,new,trend,先上升后稳定,稳定波动,655,50,64,0.5818,0.7182
AI Agent算法工程师,AI算法,大模型评测,大模型,new,trend,先上升后稳定,稳定波动,655,50,64,0.5167,0.7199
AI Agent算法工程师,AI算法,大模型调优,大模型,new,trend,先上升后稳定,稳定波动,655,50,64,0.4035,0.518
AI Agent算法工程师,AI算法,模型微调,大模型,new,trend,先上升后稳定,稳定波动,655,50,64,0.5134,0.6763
AI Agent算法工程师,AI算法,模型评测,大模型,new,trend,先上升后稳定,稳定波动,655,50,64,0.4233,0.5498
AI Agent算法工程师,AI算法,知识图谱,知识图谱,new,trend,先上升后稳定,稳定波动,655,50,64,0.4502,0.5852
AI Agent算法工程师,AI算法,模型调优,大模型,new,trend,持续上升,稳定波动,655,23,64,0.4219,0.5474
AI Agent算法工程师,AI算法,AI安全,安全,new,trend,持续上升,稳定波动,655,22,64,0.3752,0.5186
AI Agent算法工程师,AI算法,大模型安全,大模型,new,trend,持续上升,稳定波动,655,22,64,0.3953,0.5118
AI Agent算法工程师,AI算法,推理优化,大模型,new,trend,持续上升,稳定波动,655,22,64,0.4432,0.5748
AI Agent算法工程师,AI算法,模型安全,大模型,new,trend,持续上升,稳定波动,655,22,64,0.3639,0.5319
AI Agent算法工程师,AI算法,模型推理,大模型,new,trend,持续上升,稳定波动,655,22,64,0.4076,0.5391
AI Agent算法工程师,AI算法,Python,编程语言,traditional,core,持续下降,稳定波动,655,338,64,0.62,0.62
AI Agent算法工程师,AI算法,C/C++,编程语言,traditional,core,先上升后稳定,稳定波动,655,267,64,0.62,0.62
AI Agent算法工程师,AI算法,PyTorch,AI,traditional,core,稳定型,稳定波动,655,238,64,0.62,0.62
AI Agent算法工程师,AI算法,机器学习,AI,traditional,core,先上升后稳定,稳定波动,655,195,64,0.5938,0.6055
AI Agent算法工程师,AI算法,深度学习,AI,traditional,core,稳定型,稳定波动,655,141,64,0.56,0.56
AI Agent算法工程师,AI算法,TensorFlow,AI,traditional,core,先上升后稳定,稳定波动,655,137,64,0.56,0.56
AI Agent算法工程师,AI算法,Java,编程语言,traditional,trend,稳定型,稳定波动,655,71,64,0.2812,0.32
AI Agent算法工程师,AI算法,React,编程语言,traditional,trend,稳定型,稳定波动,655,31,64,0.2557,0.2821
AI Agent算法工程师,AI算法,算法工程,算法与数学,traditional,trend,持续下降,稳定波动,655,31,64,0.2887,0.3793
AI Agent算法工程师,AI算法,搜索算法,AI,traditional,trend,稳定型,稳定波动,655,25,64,0.2476,0.2821
AI Agent算法工程师,AI算法,推荐算法,AI,traditional,trend,先上升后稳定,稳定波动,655,24,64,0.2972,0.3969
AI Agent算法工程师,AI算法,自然语言处理,AI,traditional,trend,稳定型,稳定波动,655,18,64,0.2367,0.269
AI Agent算法工程师,AI算法,深度学习框架,AI,traditional,trend,后期突增,稳定波动,655,15,64,0.1876,0.4077
AI Agent算法工程师,AI算法,分布式系统,软件工程,traditional,trend,稳定型,稳定波动,655,14,64,0.2209,0.2429
AI Agent算法工程师,AI算法,时间序列算法,算法与数学,traditional,trend,持续下降,稳定波动,655,13,64,0.2797,0.401
AI Agent算法工程师,AI算法,特征工程,数据工程,traditional,trend,稳定型,稳定波动,655,11,64,0.2062,0.242
AI Agent算法工程师,AI算法,软件工程,软件工程,traditional,trend,稳定型,稳定波动,655,9,64,0.1894,0.2106
AI Agent算法工程师,AI算法,Hadoop,数据工程,traditional,trend,先上升后稳定,稳定波动,655,7,64,0.2779,0.3744
AI Agent算法工程师,AI算法,Hive,数据工程,traditional,trend,持续上升,稳定波动,655,7,64,0.2267,0.3281
AI Agent算法工程师,AI算法,多目标优化,算法与数学,traditional,trend,稳定型,稳定波动,655,5,64,0.1744,0.1975
AI Agent算法工程师,AI算法,性能优化,软件工程,traditional,trend,稳定型,稳定波动,655,5,64,0.1667,0.2061
AI Agent算法工程师,AI算法,Elasticsearch,数据工程,traditional,trend,稳定型,稳定波动,655,3,64,0.1463,0.1718
AI Agent算法工程师,AI算法,交通算法,行业应用,traditional,trend,稳定型,稳定波动,655,3,64,0.151,0.173
AI Agent算法工程师,AI算法,跨语言技术,软件开发,traditional,trend,稳定型,稳定波动,655,3,64,0.149,0.1778
AI Agent算法工程师,AI算法,Node.js,编程语言,traditional,trend,持续下降,稳定波动,655,2,64,0.1472,0.2155
AI Agent算法工程师,AI算法,交互技术,交互体验,traditional,trend,持续下降,稳定波动,655,2,64,0.1972,0.2879
AI Agent算法工程师,AI算法,内存管理,软件工程,traditional,trend,持续下降,稳定波动,655,2,64,0.1586,0.2085
AI Agent算法工程师,AI算法,系统开发,系统与运维,traditional,trend,先上升后下降,稳定波动,655,2,64,0.16,0.2073
AI Agent算法工程师,AI算法,网络编程,软件工程,traditional,trend,稳定型,稳定波动,655,2,64,0.1341,0.1504
AI Agent算法工程师,AI算法,设备安全,安全,traditional,trend,稳定型,稳定波动,655,2,64,0.1332,0.1545
AI Agent算法工程师,AI算法,React Native,软件开发,traditional,trend,先上升后稳定,稳定波动,655,1,64,0.1801,0.2318
AI Agent算法工程师,AI算法,Vue.js,编程语言,traditional,trend,稳定型,稳定波动,655,1,64,0.1099,0.1266
AI Agent算法工程师,AI算法,harness工程,软件工程,traditional,trend,持续下降,稳定波动,655,1,64,0.1363,0.1894
AI Agent算法工程师,AI算法,归因分析,软件工程,traditional,trend,持续下降,稳定波动,655,1,64,0.1298,0.1779
AI Agent算法工程师,AI算法,科学计算,科学计算与仿真,traditional,trend,稳定型,稳定波动,655,1,64,0.1139,0.1292
AI Agent算法工程师,AI算法,自动化测试,软件开发,traditional,trend,先上升后下降,稳定波动,655,1,64,0.1724,0.2462
AI Agent算法工程师,AI算法,身份认证,安全,traditional,trend,稳定型,稳定波动,655,1,64,0.1159,0.1331
大模型应用工程师,AI应用,AI工作流设计,AI,new,core,先上升后稳定,持续上升,176,90,38,0.6464,0.7164
大模型应用工程师,AI应用,AI应用开发,AI,new,core,先上升后稳定,持续上升,176,90,38,0.6272,0.6588
大模型应用工程师,AI应用,Ai coding,AI,new,core,先上升后稳定,持续上升,176,90,38,0.6313,0.7087
大模型应用工程师,AI应用,Context Engineering,大模型,new,core,先上升后稳定,持续上升,176,90,38,0.62,0.62
大模型应用工程师,AI应用,Embedding,大模型,new,core,先上升后稳定,持续上升,176,90,38,0.62,0.62
大模型应用工程师,AI应用,Function Calling,大模型,new,core,先上升后稳定,持续上升,176,90,38,0.62,0.62
大模型应用工程师,AI应用,LLM,大模型,new,core,先上升后稳定,持续上升,176,90,38,0.6232,0.6528
大模型应用工程师,AI应用,LangChain,大模型,new,core,先上升后稳定,持续上升,176,90,38,0.62,0.62
大模型应用工程师,AI应用,LoRA微调,大模型,new,core,先上升后稳定,持续上升,176,90,38,0.62,0.62
大模型应用工程师,AI应用,MCP,大模型,new,core,先上升后稳定,持续上升,176,90,38,0.6577,0.7488
大模型应用工程师,AI应用,RAG,大模型,new,core,先上升后稳定,持续上升,176,90,38,0.626,0.6717
大模型应用工程师,AI应用,prompt工程,大模型,new,core,先上升后稳定,持续上升,176,90,38,0.6227,0.6462
大模型应用工程师,AI应用,上下文工程,大模型,new,core,先上升后稳定,持续上升,176,90,38,0.6237,0.6829
大模型应用工程师,AI应用,向量数据库,数据工程,new,core,先上升后稳定,持续上升,176,90,38,0.6205,0.6294
大模型应用工程师,AI应用,大模型应用,大模型,new,core,先上升后稳定,持续上升,176,90,38,0.62,0.62
大模型应用工程师,AI应用,大模型调优,大模型,new,core,先上升后稳定,持续上升,176,90,38,0.6278,0.6927
大模型应用工程师,AI应用,模型工程,大模型,new,core,先上升后稳定,持续上升,176,90,38,0.62,0.62
大模型应用工程师,AI应用,模型微调,大模型,new,core,先上升后稳定,持续上升,176,90,38,0.62,0.62
大模型应用工程师,AI应用,模型服务化,大模型,new,trend,先上升后稳定,持续上升,176,90,38,0.5484,0.6888
大模型应用工程师,AI应用,模型调优,大模型,new,trend,先上升后稳定,持续上升,176,90,38,0.5495,0.717
大模型应用工程师,AI应用,模型部署,大模型,new,trend,先上升后稳定,持续上升,176,90,38,0.4891,0.5892
大模型应用工程师,AI应用,知识图谱,知识图谱,new,trend,先上升后稳定,持续上升,176,90,38,0.5273,0.6866
大模型应用工程师,AI应用,AI测试,AI,new,trend,先上升后稳定,持续上升,176,50,38,0.4575,0.6323
大模型应用工程师,AI应用,Agent,大模型,new,trend,先上升后稳定,持续上升,176,50,38,0.4212,0.5144
大模型应用工程师,AI应用,AutoGen,大模型,new,trend,先上升后稳定,持续上升,176,50,38,0.5145,0.639
大模型应用工程师,AI应用,LangGraph,大模型,new,trend,先上升后稳定,持续上升,176,50,38,0.4483,0.5563
大模型应用工程师,AI应用,Multi-Agent,大模型,new,trend,先上升后稳定,持续上升,176,50,38,0.4212,0.52
大模型应用工程师,AI应用,Tool Use,大模型,new,trend,先上升后稳定,持续上升,176,50,38,0.4472,0.5319
大模型应用工程师,AI应用,VLM,大模型,new,trend,先上升后稳定,持续上升,176,50,38,0.4677,0.5721
大模型应用工程师,AI应用,大模型评测,大模型,new,trend,先上升后稳定,持续上升,176,50,38,0.4137,0.5447
大模型应用工程师,AI应用,模型评测,大模型,new,trend,先上升后稳定,持续上升,176,50,38,0.3917,0.5102
大模型应用工程师,AI应用,AIGC,AI,new,trend,持续上升,持续上升,176,22,38,0.3717,0.5361
大模型应用工程师,AI应用,Diffusion,大模型,new,trend,持续上升,持续上升,176,22,38,0.3464,0.4499
大模型应用工程师,AI应用,Diffusion模型,大模型,new,trend,持续上升,持续上升,176,22,38,0.3713,0.5371
大模型应用工程师,AI应用,Multimodal AI,大模型,new,trend,持续上升,持续上升,176,22,38,0.3601,0.4681
大模型应用工程师,AI应用,SFT,大模型,new,trend,持续上升,持续上升,176,22,38,0.3188,0.4146
大模型应用工程师,AI应用,多模态,大模型,new,trend,持续上升,持续上升,176,22,38,0.4073,0.5394
大模型应用工程师,AI应用,Go,编程语言,traditional,trend,持续上升,持续上升,176,45,38,0.3613,0.5144
大模型应用工程师,AI应用,Java,编程语言,traditional,trend,间歇出现,持续上升,176,45,38,0.3692,0.4181
大模型应用工程师,AI应用,C/C++,编程语言,traditional,trend,稳定型,持续上升,176,44,38,0.2754,0.3153
大模型应用工程师,AI应用,Linux,系统与运维,traditional,trend,持续下降,持续上升,176,18,38,0.2613,0.3446
大模型应用工程师,AI应用,MySQL,数据工程,traditional,trend,持续上升,持续上升,176,13,38,0.2362,0.3098
大模型应用工程师,AI应用,分布式系统,软件工程,traditional,trend,持续上升,持续上升,176,12,38,0.2669,0.367
大模型应用工程师,AI应用,SRE,系统与运维,traditional,trend,先上升后稳定,持续上升,176,11,38,0.2334,0.3014
大模型应用工程师,AI应用,Redis,数据工程,traditional,trend,持续上升,持续上升,176,10,38,0.262,0.3782
大模型应用工程师,AI应用,操作系统,系统与运维,traditional,trend,先上升后稳定,持续上升,176,10,38,0.2936,0.3754
大模型应用工程师,AI应用,Node.js,编程语言,traditional,trend,稳定型,持续上升,176,9,38,0.1909,0.23
大模型应用工程师,AI应用,Elasticsearch,数据工程,traditional,trend,稳定型,持续上升,176,7,38,0.1823,0.2062
大模型应用工程师,AI应用,Spark,数据工程,traditional,trend,先上升后稳定,持续上升,176,7,38,0.2566,0.3117
大模型应用工程师,AI应用,Vue.js,编程语言,traditional,trend,稳定型,持续上升,176,6,38,0.179,0.2095
大模型应用工程师,AI应用,Hadoop,数据工程,traditional,trend,稳定型,持续上升,176,5,38,0.1709,0.1937
大模型应用工程师,AI应用,Shell脚本,编程语言,traditional,trend,稳定型,持续上升,176,5,38,0.1716,0.1994
大模型应用工程师,AI应用,TensorFlow,AI,traditional,trend,先上升后稳定,持续上升,176,5,38,0.2543,0.3354
大模型应用工程师,AI应用,Spring Boot,软件开发,traditional,trend,稳定型,持续上升,176,4,38,0.1625,0.1903
大模型应用工程师,AI应用,计算机网络,通信与网络,traditional,trend,先上升后下降,持续上升,176,4,38,0.224,0.3038
大模型应用工程师,AI应用,CI/CD,系统与运维,traditional,trend,持续上升,持续上升,176,3,38,0.198,0.2931
大模型应用工程师,AI应用,MyBatis,软件开发,traditional,trend,稳定型,持续上升,176,3,38,0.1503,0.1707
大模型应用工程师,AI应用,PHP,编程语言,traditional,trend,先上升后下降,持续上升,176,3,38,0.2045,0.2887
大模型应用工程师,AI应用,深度学习框架,AI,traditional,trend,持续下降,持续上升,176,3,38,0.2032,0.2956
大模型应用工程师,AI应用,设备安全,安全,traditional,trend,后期突增,持续上升,176,3,38,0.1143,0.2327
大模型应用工程师,AI应用,仿真技术,科学计算与仿真,traditional,trend,稳定型,持续上升,176,2,38,0.1328,0.1562
大模型应用工程师,AI应用,科学计算,科学计算与仿真,traditional,trend,稳定型,持续上升,176,2,38,0.1311,0.1586
大模型应用工程师,AI应用,网络编程,软件工程,traditional,trend,先上升后下降,持续上升,176,2,38,0.1785,0.2275
大模型应用工程师,AI应用,跨平台开发,软件开发,traditional,trend,稳定型,持续上升,176,2,38,0.1333,0.1568
大模型应用工程师,AI应用,NoSQL,数据工程,traditional,trend,先上升后下降,持续上升,176,1,38,0.1532,0.2007
大模型应用工程师,AI应用,Perl,编程语言,traditional,trend,后期突增,持续上升,176,1,38,0.1331,0.2347
大模型应用工程师,AI应用,分布式存储,数据工程,traditional,trend,先上升后下降,持续上升,176,1,38,0.152,0.2111
大模型应用工程师,AI应用,分布式计算,数据工程,traditional,trend,间歇出现,持续上升,176,1,38,0.1578,0.195
大模型应用工程师,AI应用,国产化适配,系统与运维,traditional,trend,先上升后稳定,持续上升,176,1,38,0.1615,0.1969
大模型应用工程师,AI应用,引擎开发,软件开发,traditional,trend,持续上升,持续上升,176,1,38,0.1327,0.1976
大模型应用工程师,AI应用,搜索算法,AI,traditional,trend,间歇出现,持续上升,176,1,38,0.1497,0.1935
大模型应用工程师,AI应用,高性能通信,通信与网络,traditional,trend,持续上升,持续上升,176,1,38,0.1544,0.2209
AI Agent应用工程师,AI应用,Agent,大模型,new,core,先上升后稳定,稳定波动,596,442,37,0.6218,0.6382
AI Agent应用工程师,AI应用,RAG,大模型,new,core,先上升后稳定,稳定波动,596,278,37,0.646,0.7387
AI Agent应用工程师,AI应用,LLM,大模型,new,core,先上升后稳定,稳定波动,596,255,37,0.62,0.62
AI Agent应用工程师,AI应用,LangChain,大模型,new,core,先上升后稳定,稳定波动,596,184,37,0.6442,0.7239
AI Agent应用工程师,AI应用,prompt工程,大模型,new,core,先上升后稳定,稳定波动,596,176,37,0.5946,0.6249
AI Agent应用工程师,AI应用,MCP,大模型,new,core,先上升后稳定,稳定波动,596,109,37,0.5616,0.5823
AI Agent应用工程师,AI应用,AI工作流设计,AI,new,core,先上升后稳定,稳定波动,596,90,37,0.5296,0.6132
AI Agent应用工程师,AI应用,AutoGen,大模型,new,core,先上升后稳定,稳定波动,596,90,37,0.4954,0.5602
AI Agent应用工程师,AI应用,Context Engineering,大模型,new,core,先上升后稳定,稳定波动,596,90,37,0.6211,0.7765
AI Agent应用工程师,AI应用,Function Calling,大模型,new,core,先上升后稳定,稳定波动,596,90,37,0.5381,0.656
AI Agent应用工程师,AI应用,LangGraph,大模型,new,core,先上升后稳定,稳定波动,596,90,37,0.5173,0.6023
AI Agent应用工程师,AI应用,Multi-Agent,大模型,new,core,先上升后稳定,稳定波动,596,90,37,0.5146,0.5808
AI Agent应用工程师,AI应用,Tool Use,大模型,new,trend,先上升后稳定,稳定波动,596,90,37,0.4629,0.5516
AI Agent应用工程师,AI应用,上下文工程,大模型,new,trend,先上升后稳定,稳定波动,596,90,37,0.4865,0.5776
AI Agent应用工程师,AI应用,大模型应用,大模型,new,trend,先上升后稳定,稳定波动,596,54,37,0.457,0.6126
AI Agent应用工程师,AI应用,AI应用开发,AI,new,trend,先上升后稳定,稳定波动,596,50,37,0.5233,0.664
AI Agent应用工程师,AI应用,Embedding,大模型,new,trend,先上升后稳定,稳定波动,596,50,37,0.5387,0.6738
AI Agent应用工程师,AI应用,向量数据库,数据工程,new,trend,先上升后稳定,稳定波动,596,50,37,0.4378,0.5581
