standard_job,standard_category,month,month_index,monthly_jd_count,cumulative_jd_count,demand_trend_type,is_active_month
大模型应用工程师,AI应用,2025-11,12,3,40,稳定波动,yes
大模型应用工程师,AI应用,2025-12,13,0,40,稳定波动,no
大模型应用工程师,AI应用,2026-01,14,2,42,稳定波动,yes
大模型应用工程师,AI应用,2026-02,15,3,45,稳定波动,yes
大模型应用工程师,AI应用,2026-03,16,4,49,稳定波动,yes
大模型应用工程师,AI应用,2026-04,17,4,53,稳定波动,yes
大模型应用工程师,AI应用,2026-05,18,4,57,稳定波动,yes
大模型应用工程师,AI应用,2026-06,19,3,60,稳定波动,yes
大模型应用工程师,AI应用,2026-07,20,2,62,稳定波动,yes
AI应用工程师,AI应用,2024-12,1,2,2,持续上升,yes
AI应用工程师,AI应用,2025-01,2,2,4,持续上升,yes
AI应用工程师,AI应用,2025-02,3,2,6,持续上升,yes
AI应用工程师,AI应用,2025-03,4,1,7,持续上升,yes
AI应用工程师,AI应用,2025-04,5,1,8,持续上升,yes
AI应用工程师,AI应用,2025-05,6,1,9,持续上升,yes
AI应用工程师,AI应用,2025-06,7,2,11,持续上升,yes
AI应用工程师,AI应用,2025-07,8,2,13,持续上升,yes
AI应用工程师,AI应用,2025-08,9,1,14,持续上升,yes
AI应用工程师,AI应用,2025-09,10,2,16,持续上升,yes
AI应用工程师,AI应用,2025-10,11,2,18,持续上升,yes
AI应用工程师,AI应用,2025-11,12,2,20,持续上升,yes
AI应用工程师,AI应用,2025-12,13,2,22,持续上升,yes
AI应用工程师,AI应用,2026-01,14,2,24,持续上升,yes
AI应用工程师,AI应用,2026-02,15,3,27,持续上升,yes
AI应用工程师,AI应用,2026-03,16,3,30,持续上升,yes
AI应用工程师,AI应用,2026-04,17,3,33,持续上升,yes
AI应用工程师,AI应用,2026-05,18,4,37,持续上升,yes
AI应用工程师,AI应用,2026-06,19,4,41,持续上升,yes
AI应用工程师,AI应用,2026-07,20,4,45,持续上升,yes
AI安全工程师,AI安全,2024-12,1,2,2,消失后再出现,yes
AI安全工程师,AI安全,2025-01,2,0,2,消失后再出现,no
AI安全工程师,AI安全,2025-02,3,3,5,消失后再出现,yes
AI安全工程师,AI安全,2025-03,4,2,7,消失后再出现,yes
AI安全工程师,AI安全,2025-04,5,2,9,消失后再出现,yes
AI安全工程师,AI安全,2025-05,6,2,11,消失后再出现,yes
AI安全工程师,AI安全,2025-06,7,1,12,消失后再出现,yes
AI安全工程师,AI安全,2025-07,8,1,13,消失后再出现,yes
AI安全工程师,AI安全,2025-08,9,0,13,消失后再出现,no
AI安全工程师,AI安全,2025-09,10,2,15,消失后再出现,yes
AI安全工程师,AI安全,2025-10,11,0,15,消失后再出现,no
AI安全工程师,AI安全,2025-11,12,0,15,消失后再出现,no
AI安全工程师,AI安全,2025-12,13,0,15,消失后再出现,no
AI安全工程师,AI安全,2026-01,14,0,15,消失后再出现,no
AI安全工程师,AI安全,2026-02,15,0,15,消失后再出现,no
AI安全工程师,AI安全,2026-03,16,1,16,消失后再出现,yes
AI安全工程师,AI安全,2026-04,17,2,18,消失后再出现,yes
AI安全工程师,AI安全,2026-05,18,0,18,消失后再出现,no
AI安全工程师,AI安全,2026-06,19,0,18,消失后再出现,no
AI安全工程师,AI安全,2026-07,20,3,21,消失后再出现,yes
AI Infra工程师,AI基础设施,2024-12,1,3,3,持续下降,yes
AI Infra工程师,AI基础设施,2025-01,2,3,6,持续下降,yes
AI Infra工程师,AI基础设施,2025-02,3,0,6,持续下降,no
AI Infra工程师,AI基础设施,2025-03,4,3,9,持续下降,yes
AI Infra工程师,AI基础设施,2025-04,5,2,11,持续下降,yes
AI Infra工程师,AI基础设施,2025-05,6,2,13,持续下降,yes
AI Infra工程师,AI基础设施,2025-06,7,2,15,持续下降,yes
AI Infra工程师,AI基础设施,2025-07,8,2,17,持续下降,yes
AI Infra工程师,AI基础设施,2025-08,9,2,19,持续下降,yes
AI Infra工程师,AI基础设施,2025-09,10,2,21,持续下降,yes
AI Infra工程师,AI基础设施,2025-10,11,2,23,持续下降,yes
AI Infra工程师,AI基础设施,2025-11,12,1,24,持续下降,yes
AI Infra工程师,AI基础设施,2025-12,13,0,24,持续下降,no
AI Infra工程师,AI基础设施,2026-01,14,1,25,持续下降,yes
AI Infra工程师,AI基础设施,2026-02,15,1,26,持续下降,yes
AI Infra工程师,AI基础设施,2026-03,16,2,28,持续下降,yes
AI Infra工程师,AI基础设施,2026-04,17,1,29,持续下降,yes
AI Infra工程师,AI基础设施,2026-05,18,2,31,持续下降,yes
AI Infra工程师,AI基础设施,2026-06,19,1,32,持续下降,yes
AI Infra工程师,AI基础设施,2026-07,20,1,33,持续下降,yes
AIGC算法工程师,AI算法,2024-12,1,2,2,稳定波动,yes
AIGC算法工程师,AI算法,2025-01,2,2,4,稳定波动,yes
AIGC算法工程师,AI算法,2025-02,3,3,7,稳定波动,yes
AIGC算法工程师,AI算法,2025-03,4,2,9,稳定波动,yes
AIGC算法工程师,AI算法,2025-04,5,2,11,稳定波动,yes
AIGC算法工程师,AI算法,2025-05,6,0,11,稳定波动,no
AIGC算法工程师,AI算法,2025-06,7,1,12,稳定波动,yes
AIGC算法工程师,AI算法,2025-07,8,2,14,稳定波动,yes
AIGC算法工程师,AI算法,2025-08,9,2,16,稳定波动,yes
AIGC算法工程师,AI算法,2025-09,10,3,19,稳定波动,yes
AIGC算法工程师,AI算法,2025-10,11,2,21,稳定波动,yes
AIGC算法工程师,AI算法,2025-11,12,1,22,稳定波动,yes
AIGC算法工程师,AI算法,2025-12,13,1,23,稳定波动,yes
AIGC算法工程师,AI算法,2026-01,14,2,25,稳定波动,yes
AIGC算法工程师,AI算法,2026-02,15,2,27,稳定波动,yes
AIGC算法工程师,AI算法,2026-03,16,2,29,稳定波动,yes
AIGC算法工程师,AI算法,2026-04,17,2,31,稳定波动,yes
AIGC算法工程师,AI算法,2026-05,18,2,33,稳定波动,yes
AIGC算法工程师,AI算法,2026-06,19,2,35,稳定波动,yes
AIGC算法工程师,AI算法,2026-07,20,1,36,稳定波动,yes
多模态算法工程师,AI算法,2024-12,1,2,2,先上升后下降,yes
多模态算法工程师,AI算法,2025-01,2,2,4,先上升后下降,yes
多模态算法工程师,AI算法,2025-02,3,1,5,先上升后下降,yes
多模态算法工程师,AI算法,2025-03,4,2,7,先上升后下降,yes
多模态算法工程师,AI算法,2025-04,5,1,8,先上升后下降,yes
多模态算法工程师,AI算法,2025-05,6,2,10,先上升后下降,yes
多模态算法工程师,AI算法,2025-06,7,3,13,先上升后下降,yes
多模态算法工程师,AI算法,2025-07,8,3,16,先上升后下降,yes
多模态算法工程师,AI算法,2025-08,9,2,18,先上升后下降,yes
多模态算法工程师,AI算法,2025-09,10,3,21,先上升后下降,yes
多模态算法工程师,AI算法,2025-10,11,3,24,先上升后下降,yes
多模态算法工程师,AI算法,2025-11,12,3,27,先上升后下降,yes
多模态算法工程师,AI算法,2025-12,13,3,30,先上升后下降,yes
多模态算法工程师,AI算法,2026-01,14,0,30,先上升后下降,no
多模态算法工程师,AI算法,2026-02,15,4,34,先上升后下降,yes
多模态算法工程师,AI算法,2026-03,16,3,37,先上升后下降,yes
多模态算法工程师,AI算法,2026-04,17,3,40,先上升后下降,yes
多模态算法工程师,AI算法,2026-05,18,2,42,先上升后下降,yes
多模态算法工程师,AI算法,2026-06,19,1,43,先上升后下降,yes
多模态算法工程师,AI算法,2026-07,20,2,45,先上升后下降,yes
NLP算法工程师,AI算法,2024-12,1,2,2,稳定波动,yes
NLP算法工程师,AI算法,2025-01,2,3,5,稳定波动,yes
NLP算法工程师,AI算法,2025-02,3,2,7,稳定波动,yes
NLP算法工程师,AI算法,2025-03,4,2,9,稳定波动,yes
NLP算法工程师,AI算法,2025-04,5,2,11,稳定波动,yes
NLP算法工程师,AI算法,2025-05,6,1,12,稳定波动,yes
NLP算法工程师,AI算法,2025-06,7,1,13,稳定波动,yes
NLP算法工程师,AI算法,2025-07,8,2,15,稳定波动,yes
NLP算法工程师,AI算法,2025-08,9,3,18,稳定波动,yes
NLP算法工程师,AI算法,2025-09,10,3,21,稳定波动,yes
NLP算法工程师,AI算法,2025-10,11,2,23,稳定波动,yes
NLP算法工程师,AI算法,2025-11,12,2,25,稳定波动,yes
NLP算法工程师,AI算法,2025-12,13,2,27,稳定波动,yes
NLP算法工程师,AI算法,2026-01,14,2,29,稳定波动,yes
NLP算法工程师,AI算法,2026-02,15,2,31,稳定波动,yes
NLP算法工程师,AI算法,2026-03,16,3,34,稳定波动,yes
NLP算法工程师,AI算法,2026-04,17,3,37,稳定波动,yes
NLP算法工程师,AI算法,2026-05,18,2,39,稳定波动,yes
NLP算法工程师,AI算法,2026-06,19,2,41,稳定波动,yes
NLP算法工程师,AI算法,2026-07,20,1,42,稳定波动,yes
计算机视觉算法工程师,AI算法,2024-12,1,2,2,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-01,2,3,5,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-02,3,3,8,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-03,4,3,11,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-04,5,2,13,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-05,6,1,14,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-06,7,2,16,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-07,8,2,18,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-08,9,2,20,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-09,10,2,22,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-10,11,2,24,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-11,12,2,26,稳定波动,yes
计算机视觉算法工程师,AI算法,2025-12,13,2,28,稳定波动,yes
计算机视觉算法工程师,AI算法,2026-01,14,2,30,稳定波动,yes
计算机视觉算法工程师,AI算法,2026-02,15,2,32,稳定波动,yes
计算机视觉算法工程师,AI算法,2026-03,16,2,34,稳定波动,yes
计算机视觉算法工程师,AI算法,2026-04,17,3,37,稳定波动,yes
计算机视觉算法工程师,AI算法,2026-05,18,2,39,稳定波动,yes
计算机视觉算法工程师,AI算法,2026-06,19,2,41,稳定波动,yes
计算机视觉算法工程师,AI算法,2026-07,20,1,42,稳定波动,yes
语音算法工程师,AI算法,2024-12,1,2,2,先上升后稳定,yes
语音算法工程师,AI算法,2025-01,2,2,4,先上升后稳定,yes
语音算法工程师,AI算法,2025-02,3,0,4,先上升后稳定,no
语音算法工程师,AI算法,2025-03,4,1,5,先上升后稳定,yes
语音算法工程师,AI算法,2025-04,5,2,7,先上升后稳定,yes
语音算法工程师,AI算法,2025-05,6,2,9,先上升后稳定,yes
语音算法工程师,AI算法,2025-06,7,2,11,先上升后稳定,yes
语音算法工程师,AI算法,2025-07,8,2,13,先上升后稳定,yes
语音算法工程师,AI算法,2025-08,9,2,15,先上升后稳定,yes
语音算法工程师,AI算法,2025-09,10,3,18,先上升后稳定,yes
语音算法工程师,AI算法,2025-10,11,3,21,先上升后稳定,yes
语音算法工程师,AI算法,2025-11,12,3,24,先上升后稳定,yes
语音算法工程师,AI算法,2025-12,13,3,27,先上升后稳定,yes
语音算法工程师,AI算法,2026-01,14,3,30,先上升后稳定,yes
语音算法工程师,AI算法,2026-02,15,3,33,先上升后稳定,yes
语音算法工程师,AI算法,2026-03,16,3,36,先上升后稳定,yes
语音算法工程师,AI算法,2026-04,17,3,39,先上升后稳定,yes
语音算法工程师,AI算法,2026-05,18,3,42,先上升后稳定,yes
语音算法工程师,AI算法,2026-06,19,3,45,先上升后稳定,yes
语音算法工程师,AI算法,2026-07,20,3,48,先上升后稳定,yes
推荐算法工程师,算法,2024-12,1,2,2,先上升后下降,yes
推荐算法工程师,算法,2025-01,2,1,3,先上升后下降,yes
推荐算法工程师,算法,2025-02,3,1,4,先上升后下降,yes
推荐算法工程师,算法,2025-03,4,2,6,先上升后下降,yes
推荐算法工程师,算法,2025-04,5,2,8,先上升后下降,yes
推荐算法工程师,算法,2025-05,6,2,10,先上升后下降,yes
推荐算法工程师,算法,2025-06,7,2,12,先上升后下降,yes
推荐算法工程师,算法,2025-07,8,0,12,先上升后下降,no
推荐算法工程师,算法,2025-08,9,3,15,先上升后下降,yes
推荐算法工程师,算法,2025-09,10,3,18,先上升后下降,yes
推荐算法工程师,算法,2025-10,11,4,22,先上升后下降,yes
推荐算法工程师,算法,2025-11,12,4,26,先上升后下降,yes
推荐算法工程师,算法,2025-12,13,4,30,先上升后下降,yes
推荐算法工程师,算法,2026-01,14,3,33,先上升后下降,yes
推荐算法工程师,算法,2026-02,15,3,36,先上升后下降,yes
推荐算法工程师,算法,2026-03,16,2,38,先上升后下降,yes
推荐算法工程师,算法,2026-04,17,2,40,先上升后下降,yes
推荐算法工程师,算法,2026-05,18,2,42,先上升后下降,yes
推荐算法工程师,算法,2026-06,19,2,44,先上升后下降,yes
推荐算法工程师,算法,2026-07,20,1,45,先上升后下降,yes
搜索算法工程师,算法,2024-12,1,2,2,持续上升,yes
搜索算法工程师,算法,2025-01,2,2,4,持续上升,yes
搜索算法工程师,算法,2025-02,3,2,6,持续上升,yes
搜索算法工程师,算法,2025-03,4,2,8,持续上升,yes
搜索算法工程师,算法,2025-04,5,2,10,持续上升,yes
搜索算法工程师,算法,2025-05,6,1,11,持续上升,yes
搜索算法工程师,算法,2025-06,7,1,12,持续上升,yes
搜索算法工程师,算法,2025-07,8,1,13,持续上升,yes
搜索算法工程师,算法,2025-08,9,1,14,持续上升,yes
搜索算法工程师,算法,2025-09,10,2,16,持续上升,yes
搜索算法工程师,算法,2025-10,11,0,16,持续上升,no
搜索算法工程师,算法,2025-11,12,2,18,持续上升,yes
搜索算法工程师,算法,2025-12,13,2,20,持续上升,yes
搜索算法工程师,算法,2026-01,14,2,22,持续上升,yes
搜索算法工程师,算法,2026-02,15,2,24,持续上升,yes
搜索算法工程师,算法,2026-03,16,2,26,持续上升,yes
搜索算法工程师,算法,2026-04,17,3,29,持续上升,yes
搜索算法工程师,算法,2026-05,18,2,31,持续上升,yes
搜索算法工程师,算法,2026-06,19,2,33,持续上升,yes
搜索算法工程师,算法,2026-07,20,3,36,持续上升,yes
广告算法工程师,算法,2024-12,1,2,2,先上升后下降,yes
广告算法工程师,算法,2025-01,2,2,4,先上升后下降,yes
广告算法工程师,算法,2025-02,3,1,5,先上升后下降,yes
广告算法工程师,算法,2025-03,4,1,6,先上升后下降,yes
广告算法工程师,算法,2025-04,5,1,7,先上升后下降,yes
广告算法工程师,算法,2025-05,6,2,9,先上升后下降,yes
广告算法工程师,算法,2025-06,7,2,11,先上升后下降,yes
广告算法工程师,算法,2025-07,8,2,13,先上升后下降,yes
广告算法工程师,算法,2025-08,9,2,15,先上升后下降,yes
广告算法工程师,算法,2025-09,10,3,18,先上升后下降,yes
广告算法工程师,算法,2025-10,11,3,21,先上升后下降,yes
广告算法工程师,算法,2025-11,12,3,24,先上升后下降,yes
广告算法工程师,算法,2025-12,13,3,27,先上升后下降,yes
广告算法工程师,算法,2026-01,14,0,27,先上升后下降,no
广告算法工程师,算法,2026-02,15,2,29,先上升后下降,yes
广告算法工程师,算法,2026-03,16,2,31,先上升后下降,yes
广告算法工程师,算法,2026-04,17,2,33,先上升后下降,yes
广告算法工程师,算法,2026-05,18,2,35,先上升后下降,yes
广告算法工程师,算法,2026-06,19,1,36,先上升后下降,yes
广告算法工程师,算法,2026-07,20,1,37,先上升后下降,yes
风控算法工程师,算法,2024-12,1,3,3,持续下降,yes
风控算法工程师,算法,2025-01,2,2,5,持续下降,yes
风控算法工程师,算法,2025-02,3,3,8,持续下降,yes
风控算法工程师,算法,2025-03,4,3,11,持续下降,yes
风控算法工程师,算法,2025-04,5,2,13,持续下降,yes
风控算法工程师,算法,2025-05,6,2,15,持续下降,yes
风控算法工程师,算法,2025-06,7,2,17,持续下降,yes
风控算法工程师,算法,2025-07,8,2,19,持续下降,yes
风控算法工程师,算法,2025-08,9,1,20,持续下降,yes
风控算法工程师,算法,2025-09,10,2,22,持续下降,yes
风控算法工程师,算法,2025-10,11,1,23,持续下降,yes
风控算法工程师,算法,2025-11,12,1,24,持续下降,yes
风控算法工程师,算法,2025-12,13,1,25,持续下降,yes
风控算法工程师,算法,2026-01,14,1,26,持续下降,yes
风控算法工程师,算法,2026-02,15,2,28,持续下降,yes
风控算法工程师,算法,2026-03,16,2,30,持续下降,yes
风控算法工程师,算法,2026-04,17,1,31,持续下降,yes
风控算法工程师,算法,2026-05,18,0,31,持续下降,no
风控算法工程师,算法,2026-06,19,2,33,持续下降,yes
风控算法工程师,算法,2026-07,20,1,34,持续下降,yes
机器学习算法工程师,AI算法,2024-12,1,2,2,稳定波动,yes
机器学习算法工程师,AI算法,2025-01,2,3,5,稳定波动,yes
机器学习算法工程师,AI算法,2025-02,3,3,8,稳定波动,yes
机器学习算法工程师,AI算法,2025-03,4,2,10,稳定波动,yes
机器学习算法工程师,AI算法,2025-04,5,2,12,稳定波动,yes
机器学习算法工程师,AI算法,2025-05,6,2,14,稳定波动,yes
机器学习算法工程师,AI算法,2025-06,7,2,16,稳定波动,yes
机器学习算法工程师,AI算法,2025-07,8,2,18,稳定波动,yes
机器学习算法工程师,AI算法,2025-08,9,3,21,稳定波动,yes
机器学习算法工程师,AI算法,2025-09,10,3,24,稳定波动,yes
机器学习算法工程师,AI算法,2025-10,11,2,26,稳定波动,yes
机器学习算法工程师,AI算法,2025-11,12,2,28,稳定波动,yes
机器学习算法工程师,AI算法,2025-12,13,2,30,稳定波动,yes
机器学习算法工程师,AI算法,2026-01,14,2,32,稳定波动,yes
机器学习算法工程师,AI算法,2026-02,15,3,35,稳定波动,yes
机器学习算法工程师,AI算法,2026-03,16,3,38,稳定波动,yes
机器学习算法工程师,AI算法,2026-04,17,3,41,稳定波动,yes
机器学习算法工程师,AI算法,2026-05,18,3,44,稳定波动,yes
机器学习算法工程师,AI算法,2026-06,19,3,47,稳定波动,yes
机器学习算法工程师,AI算法,2026-07,20,2,49,稳定波动,yes
数据挖掘算法工程师,算法,2024-12,1,0,0,间歇出现,no
数据挖掘算法工程师,算法,2025-01,2,2,2,间歇出现,yes
数据挖掘算法工程师,算法,2025-02,3,2,4,间歇出现,yes
数据挖掘算法工程师,算法,2025-03,4,0,4,间歇出现,no
数据挖掘算法工程师,算法,2025-04,5,0,4,间歇出现,no
数据挖掘算法工程师,算法,2025-05,6,0,4,间歇出现,no
数据挖掘算法工程师,算法,2025-06,7,1,5,间歇出现,yes
数据挖掘算法工程师,算法,2025-07,8,2,7,间歇出现,yes
数据挖掘算法工程师,算法,2025-08,9,0,7,间歇出现,no
数据挖掘算法工程师,算法,2025-09,10,2,9,间歇出现,yes
数据挖掘算法工程师,算法,2025-10,11,2,11,间歇出现,yes
数据挖掘算法工程师,算法,2025-11,12,0,11,间歇出现,no
数据挖掘算法工程师,算法,2025-12,13,0,11,间歇出现,no
数据挖掘算法工程师,算法,2026-01,14,0,11,间歇出现,no
数据挖掘算法工程师,算法,2026-02,15,2,13,间歇出现,yes
数据挖掘算法工程师,算法,2026-03,16,0,13,间歇出现,no
数据挖掘算法工程师,算法,2026-04,17,0,13,间歇出现,no
数据挖掘算法工程师,算法,2026-05,18,0,13,间歇出现,no
数据挖掘算法工程师,算法,2026-06,19,2,15,间歇出现,yes
数据挖掘算法工程师,算法,2026-07,20,0,15,间歇出现,no
算法研究员,AI算法,2024-12,1,2,2,稳定波动,yes
算法研究员,AI算法,2025-01,2,2,4,稳定波动,yes
算法研究员,AI算法,2025-02,3,2,6,稳定波动,yes
算法研究员,AI算法,2025-03,4,1,7,稳定波动,yes
算法研究员,AI算法,2025-04,5,2,9,稳定波动,yes
算法研究员,AI算法,2025-05,6,1,10,稳定波动,yes
算法研究员,AI算法,2025-06,7,1,11,稳定波动,yes
算法研究员,AI算法,2025-07,8,2,13,稳定波动,yes
算法研究员,AI算法,2025-08,9,2,15,稳定波动,yes
算法研究员,AI算法,2025-09,10,2,17,稳定波动,yes
算法研究员,AI算法,2025-10,11,2,19,稳定波动,yes
算法研究员,AI算法,2025-11,12,0,19,稳定波动,no
算法研究员,AI算法,2025-12,13,1,20,稳定波动,yes
算法研究员,AI算法,2026-01,14,1,21,稳定波动,yes
算法研究员,AI算法,2026-02,15,1,22,稳定波动,yes
算法研究员,AI算法,2026-03,16,2,24,稳定波动,yes
算法研究员,AI算法,2026-04,17,2,26,稳定波动,yes
算法研究员,AI算法,2026-05,18,0,26,稳定波动,no
算法研究员,AI算法,2026-06,19,1,27,稳定波动,yes
算法研究员,AI算法,2026-07,20,1,28,稳定波动,yes
算法工程师,AI算法,2024-12,1,2,2,持续上升,yes
算法工程师,AI算法,2025-01,2,1,3,持续上升,yes
算法工程师,AI算法,2025-02,3,1,4,持续上升,yes
算法工程师,AI算法,2025-03,4,1,5,持续上升,yes
算法工程师,AI算法,2025-04,5,1,6,持续上升,yes
算法工程师,AI算法,2025-05,6,2,8,持续上升,yes
算法工程师,AI算法,2025-06,7,2,10,持续上升,yes
算法工程师,AI算法,2025-07,8,2,12,持续上升,yes
算法工程师,AI算法,2025-08,9,3,15,持续上升,yes
算法工程师,AI算法,2025-09,10,2,17,持续上升,yes
算法工程师,AI算法,2025-10,11,3,20,持续上升,yes
算法工程师,AI算法,2025-11,12,4,24,持续上升,yes
算法工程师,AI算法,2025-12,13,3,27,持续上升,yes
算法工程师,AI算法,2026-01,14,4,31,持续上升,yes
算法工程师,AI算法,2026-02,15,4,35,持续上升,yes
算法工程师,AI算法,2026-03,16,5,40,持续上升,yes
算法工程师,AI算法,2026-04,17,3,43,持续上升,yes
算法工程师,AI算法,2026-05,18,5,48,持续上升,yes
算法工程师,AI算法,2026-06,19,6,54,持续上升,yes
算法工程师,AI算法,2026-07,20,5,59,持续上升,yes
后端开发工程师,软件研发,2024-12,1,0,0,先上升后稳定,no
后端开发工程师,软件研发,2025-01,2,2,2,先上升后稳定,yes
后端开发工程师,软件研发,2025-02,3,2,4,先上升后稳定,yes
后端开发工程师,软件研发,2025-03,4,2,6,先上升后稳定,yes
后端开发工程师,软件研发,2025-04,5,3,9,先上升后稳定,yes
后端开发工程师,软件研发,2025-05,6,3,12,先上升后稳定,yes
后端开发工程师,软件研发,2025-06,7,3,15,先上升后稳定,yes
后端开发工程师,软件研发,2025-07,8,4,19,先上升后稳定,yes
后端开发工程师,软件研发,2025-08,9,4,23,先上升后稳定,yes
后端开发工程师,软件研发,2025-09,10,4,27,先上升后稳定,yes
后端开发工程师,软件研发,2025-10,11,4,31,先上升后稳定,yes
后端开发工程师,软件研发,2025-11,12,5,36,先上升后稳定,yes
后端开发工程师,软件研发,2025-12,13,4,40,先上升后稳定,yes
后端开发工程师,软件研发,2026-01,14,6,46,先上升后稳定,yes
后端开发工程师,软件研发,2026-02,15,5,51,先上升后稳定,yes
后端开发工程师,软件研发,2026-03,16,4,55,先上升后稳定,yes
后端开发工程师,软件研发,2026-04,17,4,59,先上升后稳定,yes
后端开发工程师,软件研发,2026-05,18,5,64,先上升后稳定,yes
后端开发工程师,软件研发,2026-06,19,4,68,先上升后稳定,yes
后端开发工程师,软件研发,2026-07,20,4,72,先上升后稳定,yes
前端开发工程师,软件研发,2024-12,1,0,0,先上升后稳定,no
前端开发工程师,软件研发,2025-01,2,1,1,先上升后稳定,yes
前端开发工程师,软件研发,2025-02,3,2,3,先上升后稳定,yes
前端开发工程师,软件研发,2025-03,4,2,5,先上升后稳定,yes
前端开发工程师,软件研发,2025-04,5,2,7,先上升后稳定,yes
前端开发工程师,软件研发,2025-05,6,3,10,先上升后稳定,yes
前端开发工程师,软件研发,2025-06,7,2,12,先上升后稳定,yes
前端开发工程师,软件研发,2025-07,8,3,15,先上升后稳定,yes
前端开发工程师,软件研发,2025-08,9,3,18,先上升后稳定,yes
前端开发工程师,软件研发,2025-09,10,3,21,先上升后稳定,yes
前端开发工程师,软件研发,2025-10,11,4,25,先上升后稳定,yes
前端开发工程师,软件研发,2025-11,12,3,28,先上升后稳定,yes
前端开发工程师,软件研发,2025-12,13,4,32,先上升后稳定,yes
前端开发工程师,软件研发,2026-01,14,4,36,先上升后稳定,yes
前端开发工程师,软件研发,2026-02,15,4,40,先上升后稳定,yes
前端开发工程师,软件研发,2026-03,16,3,43,先上升后稳定,yes
前端开发工程师,软件研发,2026-04,17,3,46,先上升后稳定,yes
前端开发工程师,软件研发,2026-05,18,4,50,先上升后稳定,yes
前端开发工程师,软件研发,2026-06,19,3,53,先上升后稳定,yes
前端开发工程师,软件研发,2026-07,20,4,57,先上升后稳定,yes
全栈开发工程师,软件研发,2024-12,1,2,2,先上升后下降,yes
全栈开发工程师,软件研发,2025-01,2,1,3,先上升后下降,yes
全栈开发工程师,软件研发,2025-02,3,2,5,先上升后下降,yes
全栈开发工程师,软件研发,2025-03,4,2,7,先上升后下降,yes
全栈开发工程师,软件研发,2025-04,5,2,9,先上升后下降,yes
全栈开发工程师,软件研发,2025-05,6,2,11,先上升后下降,yes
全栈开发工程师,软件研发,2025-06,7,3,14,先上升后下降,yes
全栈开发工程师,软件研发,2025-07,8,3,17,先上升后下降,yes
全栈开发工程师,软件研发,2025-08,9,3,20,先上升后下降,yes
全栈开发工程师,软件研发,2025-09,10,3,23,先上升后下降,yes
全栈开发工程师,软件研发,2025-10,11,4,27,先上升后下降,yes
全栈开发工程师,软件研发,2025-11,12,3,30,先上升后下降,yes
全栈开发工程师,软件研发,2025-12,13,3,33,先上升后下降,yes
全栈开发工程师,软件研发,2026-01,14,3,36,先上升后下降,yes
